Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.publisher,Name.designer,Title,Relation.relatedTo,AltTitle.descriptive,Format.medium,Format.extent,Format.dimensions,AltTitle.other,Alt ID.local,Date.creation,Date.normalized,Name.creator,Format.material,Description.note,Relation.isPartOf,Description.abstract,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h3bh,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h3bh_1701454_master.tif,,,,,still image,Black-and-white photographs,Chicano archives|~|commercial portraiture,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Studio Portrait of Actress,Yolanda Retter-Vargas Papers,Vasquez Collection,Gelatin-Silver Photograph,1 Photograph,11 x 14,,Orphan_Vasquez_0059.tif,circa 1950s,1950/1959,,,,,,Sepia Tone,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h3bh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h3bh/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h3c1,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h3c1_1694020_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Emma's birthday party,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,5 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0217.tif,circa 1970s,1970/1979,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h3c1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h3c1/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h3f2,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h3f2_1693071_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Baby sitting out on the yard,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,2 x 2,,CSRC_ORPHAN_GUARDIA_0151.tif,circa 1970s,1970/1979,,,Photograph is actually in color.,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h3f2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h3f2/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h3jm,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h3jm_1693649_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two women sitting,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photograph,1 Photograph,3 7/8 x 3 1/8,,CSRC_ORPHAN_GUARDIA_0180.tif,1960 May 15,1960/1969,,,"Inscribed on back, "" Para abuelita de mi mami con mity Habana, Mayo 15 de 1960.""",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h3jm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h3jm/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025h3mn,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025h3mn_1693067_master.tif,,,,,still image,snapshots|~|diffusion transfer prints,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,,,,Guardia daughter with husband living room,Yolanda Retter-Vargas Papers,Guardia Collection,Polaroid,1 Photograph,3 3/8 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0150.tif,circa 1970s,1970/1979,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h3mn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h3mn/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hd2q,ark:/21198/zz0019q5n3,1,In progress,Work,rettervargas/masters/21198-zz0025hd2q_1694844_master.tif,,,true,private,text,correspondence,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,delete,Yolanda Retter-Vargas Papers,Guardia Collection,,1 Card,3 3/4 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0238.tif,circa 1960s,1960/1969,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hd2q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hd2q/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hd4r,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hd4r_1695354_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Alicia posing on a tree,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,3 1/2 x 5,,CSRC_ORPHAN_GUARDIA_0280.tif,circa 1980s,1980/1989,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hd4r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hd4r/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hd6s,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hd6s_1694798_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Mr. Guardia,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,3 1/8 x 4,,CSRC_ORPHAN_GUARDIA_0233.tif,1992 May 15,1990/1999,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hd6s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hd6s/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hd79,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hd79_1694838_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Mr. Guardia drinking,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,3 1/2 x 5 1/8,,CSRC_ORPHAN_GUARDIA_0237.tif,circa 1980s,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hd79,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hd79/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hd8t,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hd8t_1695114_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Alicia posing by the stairs,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,5 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0245.tif,circa 1980s,1980/1989,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hd8t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hd8t/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hdbv,ark:/21198/zz0019q5n3,1,In progress,Work,rettervargas/masters/21198-zz0025hdbv_1695197_master.tif,,,true,private,still image,,,,,,,,,delete,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hdbv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hdbv/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hdcc,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hdcc_1695134_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Alicia and Eduardo at the beach,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,5 x 3,,CSRC_ORPHAN_GUARDIA_0248.tif,circa 1980s,1980/1989,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hdcc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hdcc/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hddw,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hddw_1694789_master.tif,,,,,still image,snapshots|~|color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Mr. Guardia with trophies,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,3 1/2 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0232.tif,1967 October,1960/1969,,Kodacolor Print,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hddw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hddw/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hdfd,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hdfd_1695183_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Alicia surfing,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,4 x 3 1/2,,CSRC_ORPHAN_GUARDIA_0254.tif,circa 1980s,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hdfd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hdfd/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hdgx,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hdgx_1695296_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Alicia posing on a tree,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,3 1/2 x 5,,CSRC_ORPHAN_GUARDIA_0274.tif,circa 1980s,1980/1989,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hdgx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hdgx/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0025hdhf,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0025hdhf_1695186_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Eduardo,Yolanda Retter-Vargas Papers,Guardia Collection,Chromogenic Photograph,1 Photograph,5 x 3,,CSRC_ORPHAN_GUARDIA_0255.tif,1982 August,1980/1989,,Kodak Color Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hdhf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hdhf/manifest
