Item ARK,Parent ARK,Object Type,Title,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
ark:/21198/z14f3hm1,ark:/21198/z16d7kmn,Work,"Mousterian Flint Tool Northern Plains, Samangan Province 2",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01820.tif,Louis Dupree and Nancy Dupree Collection,,January 1976,1976-01,,,,2020,1821,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01820,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Samangan|~|Mousterian|~|Flint Tool|~|Reverse|~|Obverse|~|Northern Plains|~|Neanderthal Man,,
ark:/21198/z10p2rz6,ark:/21198/z16d7kmn,Work,"Kotal (Pass) into Dasht-i-Nawur, Ghazni Province",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01821.tif,Louis Dupree and Nancy Dupree Collection,,"August 6, 1976",1976-08-06,,,,2020,1822,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01821,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Kotal|~|Pass|~|Dasht-i-Nawur|~|Archaeological of Afghan|~|Archaeological of American|~|Landscapes|~|Mountains,,
ark:/21198/z1vx28hr,ark:/21198/z16d7kmn,Work,"Kotal (Pass) Leading Into Dasht-i-Nawur, Ghazni Province 3",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01822.tif,Louis Dupree and Nancy Dupree Collection,,"August 6, 1976",1976-08-06,,,,2020,1823,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01822,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Kotal|~|Pass|~|Slope|~|Unpaved Road|~|Rocky|~|Landscapes|~|Men,,
ark:/21198/z1r51hqf,ark:/21198/z16d7kmn,Work,"Kotal (Pass) Leading Into Dasht-i-Nawur, Ghazni Province 4",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01823.tif,Louis Dupree and Nancy Dupree Collection,,"August 6, 1976",1976-08-06,,,,2020,1831,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01823,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Kotal|~|Pass|~|Keen Eye|~|Archaeologist|~|Rocky|~|Men|~|Slope,,
ark:/21198/z1md0rxt,ark:/21198/z16d7kmn,Work,Dasht-i-Nawur Ghazni Province 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01831.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1832,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01831,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Volcanic-Tectonic Basin|~|Pasturage|~|Desert|~|Landscapes|~|Mountains,,
ark:/21198/z1gn015f,ark:/21198/z16d7kmn,Work,Dasht-i-Nawur Ghazni Province 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01832.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1833,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01832,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Volcanic-Tectonic Basin|~|Pasturage|~|Nomadic|~|Desert|~|Landscapes,,
ark:/21198/z1bv98jh,ark:/21198/z16d7kmn,Work,Dasht-i-Nawur Ghazni Province 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01833.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1834,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01833,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Herds of Sheep|~|Camel|~|Deserts|~|Hills|~|Landscapes,,
ark:/21198/z176776c,ark:/21198/z16d7kmn,Work,Dasht-i-Nawur Ghazni Province 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01834.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1835,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01834,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Hills|~|Deserts|~|Landscapes,,
ark:/21198/z13f6gk0,ark:/21198/z16d7kmn,Work,Dasht-i-Nawur Ghazni Province 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01835.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1836,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01835,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Hills|~|Fortress|~|Men|~|Deserts|~|Landscapes,,
ark:/21198/z1zp602n,ark:/21198/z16d7kmn,Work,Obsidian Tools and Chipping Debris Dasht-i-Nawur Ghazni Province,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01836.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1837,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01836,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Obsidian Tools|~|Chipping Debris|~|Palaeothic,,
ark:/21198/z1tx579g,ark:/21198/z16d7kmn,Work,"Obsidian Truncated Microblade Dasht-i-Nawur, Ghazni Province",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01837.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1838,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01837,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Obsidian|~|Tools|~|Core Fragments|~|Nomadic Camping Site,,
ark:/21198/z1q54ggq,ark:/21198/z16d7kmn,Work,"Obsidian Microblade Core Fragments Dasht-i-Nawur, Ghazni Province",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01838.tif,Louis Dupree and Nancy Dupree Collection,,August 1976,1976-08,,,,2020,1839,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01838,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Obsidian Microblade|~|Core Fragments,,
ark:/21198/z1kd3qsf,ark:/21198/z16d7kmn,Work,Obsidian Blade Fragments,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01839.tif,Louis Dupree and Nancy Dupree Collection,,August 1976,1976-08,,,,2020,1840,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01839,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Dasht-i-Nawur|~|Obsidian Blade|~|Fragments,,
ark:/21198/z1fn304d,ark:/21198/z16d7kmn,Work,"Obsidian Bangle Fragment Dasht-i-Nawur, Ghazni Province",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01840.tif,Louis Dupree and Nancy Dupree Collection,,August 1976,1976-08,,,,2020,1849,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01840,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Ghazni|~|Bangle Fragment|~|Dasht-i-Nawur,,
ark:/21198/z1b00xr1,ark:/21198/z16d7kmn,Work,"Flint Tools From the Vicinity of Dashli, Obverse Jauzjan Province",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01849.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1850,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01849,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Flint Tools|~|Obverse|~|Vicinity of Dashli|~|Flint Projectile Points|~|Ancient|~|Artifacts|~|Stone Tools,,
ark:/21198/z167064f,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 1",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01850.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1851,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01850,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Flint Tools|~|Reverse|~|Vicinity of Dashli|~|National Museum|~|Artifacts,,
ark:/21198/z12f9fd5,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 2",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01851.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1852,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01851,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Flint Tools|~|Obverse|~|Vicinity of Dashli|~|Flint Points|~|Artifacts,,
ark:/21198/z1xp8xvk,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 3",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01852.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1853,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01852,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Flint Point|~|Reverse|~|Artifacts,,
ark:/21198/z1sx862r,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 4",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01853.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1854,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01853,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Serrated Blade|~|Obverse,,
ark:/21198/z1p57fcs,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 5",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01854.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1855,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01854,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Serrated Blade|~|Reverse,,
ark:/21198/z1jd6pqz,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 6",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01855.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1856,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01855,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Serrated Blade|~|Obverse,,
ark:/21198/z1dr4nch,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 7",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01856.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1857,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01856,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Serrated Blade|~|Reverse,,
ark:/21198/z1903wq0,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 8",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01857.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1858,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01857,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Sickle Blades|~|Obverse,,
ark:/21198/z1573502,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 9",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01858.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1859,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01858,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Sickle Blades|~|Reverse,,
ark:/21198/z11g2d6f,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 10",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01859.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1860,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01859,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Micro Cores,,
ark:/21198/z1wq1wp9,ark:/21198/z16d7kmn,Work,"Flint Tools from the Vicinity of Dashli, Jauzjan Province 11",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01860.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1861,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01860,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Flint Tools|~|Micro Cores,,
ark:/21198/z1rz150t,ark:/21198/z16d7kmn,Work,Bronze Age Bronze Seals From the North 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01861.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1862,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01861,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Bronze Age|~|Bronze Seals|~|North,,
ark:/21198/z1n893nq,ark:/21198/z16d7kmn,Work,Bronze Age Seals From the Vicinity of Dashli Jauzjan Province 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01862.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1863,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01862,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan|~|Vicinity of Dashli|~|Bronze Age|~|Bronze Seals|~|Charms,,
ark:/21198/z1hh8bzf,ark:/21198/z16d7kmn,Work,Bronze Age Seals From the Vicinity of Dashli Jauzjan Province 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01863.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1865,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01863,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|Jauzjan Vicinity of Dashli|~|Bronze Age|~|Bronze Seals|~|Cruciform Design,,
ark:/21198/z1cr7mbg,ark:/21198/z16d7kmn,Work,Bronze Age Bronze Seals From the North 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01865.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1866,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01865,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|North|~|Bronze Age|~|Bronze Seals,,
ark:/21198/z1806vm2,ark:/21198/z16d7kmn,Work,Bronze Age Bronze Seals From the North 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01866.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1867,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01866,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|North|~|Bronze Lance Head|~|Spiral Tang|~|Bronze Age|~|Bronze Seals,,
ark:/21198/z14763tt,ark:/21198/z16d7kmn,Work,Bronze Age Metal Objects From the North 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01867.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1868,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01867,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|North|~|Bronze Age|~|Metal Objects|~|Lance Head,,
ark:/21198/z10g5c1m,ark:/21198/z16d7kmn,Work,Bronze Age Metal Objects From the North 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01868.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1869,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01868,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|North|~|Bronze Age|~|Metal Objects|~|Bracelets|~|Rings,,
ark:/21198/z1vq4vkc,ark:/21198/z16d7kmn,Work,Bronze Age Metal Objects From the North 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01869.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1870,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01869,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|North|~|Bronze Age|~|Metal Objects|~|Bronze Points,,
ark:/21198/z1r22t77,ark:/21198/z16d7kmn,Work,Bronze Age Metal Objects From the North 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1976_01870.tif,Louis Dupree and Nancy Dupree Collection,,1976,1976,,,,2020,1210,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1976_01870,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1976|~|Afghanistan|~|North|~|Bronze Age|~|Metal Objects|~|Bronze Pins,,
ark:/21198/z1m922jb,ark:/21198/z16d7kmn,Work,Masjid Pul-i-Khishti 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1977_01210.tif,Louis Dupree and Nancy Dupree Collection,,1977,1977,,,,2020,1236,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1977_01210,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1977|~|Afghanistan|~|Kabul|~|Masjid Pul-i-Khishti|~|Mosque|~|Windows|~|Tile Works|~|Lampposts,,
ark:/21198/z1gj19xz,ark:/21198/z16d7kmn,Work,Shor Bazaar 6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1977_01236.tif,Louis Dupree and Nancy Dupree Collection,,1977,1977,,,,2020,1237,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1977_01236,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1977|~|Afghanistan|~|Kabul|~|Shor Bazaar|~|Hindu Housing|~|3-Storey Houses|~|Carved Wood|~|Courtyards,,
ark:/21198/z1bs0k4r,ark:/21198/z16d7kmn,Work,Shor Bazaar 7,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1977_01237.tif,Louis Dupree and Nancy Dupree Collection,,1977,1977,,,,2020,1242,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1977_01237,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1977|~|Afghanistan|~|Kabul|~|Shor Bazaar|~|Courtyards|~|Clothes|~|2-story Houses|~|Household|~|Trees|~|Women|~|Hindu Shahi,,
