Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject.otherTopic,Publisher.publisherName,Name.photographer,Name.designer,Name.creator,Name.printer,Name.conceptor,Name.artist,Author,Name.musician,Name.funder,Name.other,Rights.rightsHolderContact,Name.writer,Name.repository,Editor,Language,Coverage.geographic,Name.actress,Name.artDirector,Type.genre,Name.publishingDirector,Rights.permission,Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,AltTitle.other,Description.note,Publisher.placeOfOrigin,Date.publication,Format.dimensions,AltTitle.translated,Description.condition,Description.caption,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Summary,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
AIDS Posters Collection,ark:/21198/zz001zzmnc,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmnc_1688015_master.tif,,,,,Men|~|Hats|~|Women|~|Infants|~|Ribbons|~|Earrings,still image,,AIDS (Disease) in women|~|AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,Chrétiens & sida (Organization),,Zen Wall Design,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR278,"Femmes, toutes unies dans la lutte [inscribed]",,"Description note: Poster presents an African woman with a long green and yellow dress holding a baby in her arms. An African man holding a sick man in his arms and another woman looking for help.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR278.|~|Translated note: December 1st 2004, Global day fight against AIDS",[Paris (France)],[2004],,women all united in the fight,1er décembre 2004 Joirnée mondiale de lutte contre le SIDA,,,2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmnc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmnc/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmpw,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmpw_1688006_master.tif,,,,,Sea Urchins|~|Fetuses,still image,,AIDS (Disease)--Prevention,,,,,Migrations Santé,,,,,,"Nouiouat, Ridha|~|Yacoub, H. Mohamed",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre|~|ara,France,,,posters,,,,,FR279,ومن أحياها فكأنّما أحيا الناس الجميع [inscribed],Sauvez une vie vous sauverez l'humanité [inscribed],"Text appears over an artist's renditon of a fetus in the womb, and a sea urchin.  Following the Arabic text is [شممائدة 42], the reference for the text, al-Maidah 42, chapter 3 of the Quran, verse 42.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR279.",,[between 2004-2009],,Save a life and it is as if you saved humanity,,,,2004/2009,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmpw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmpw/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmqd,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmqd_1687997_master.tif,,,,,Child rearing|~|Water|~|Couples|~|Hypodermic syringes,still image,,AIDS (Disease)--Prevention,,,,,Migrations Santé,,,,,,"Nouiouat, Ridha|~|Yacoub, H. Mohamed",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre|~|ara,France,,,posters,,,,,FR280,Sida: il suffit d'une goutte [inscribed],Al-Sīdā : ghayr quṭrah,"The text of the title appears over a drop of water striking a pool.  The additional French and Arabic poster text is written under, respectively, a hypodermic syringew, a couple kissing, a nursing mother.|~|Translated poster text:  From blood... from sexual relations... from mother's milk|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR280.",,[between 2004-2009],,AIDS: It Only Takes a Drop,Additional poster text: de sang… d’une relation sexuelle… de lait maternel…من الدم    من علاقة جنسية    من حليب الأم,السيدا  غير قطرة,,2004/2009,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmqd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmqd/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmrx,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmrx_1687986_master.tif,,,,,,still image,,Vomiting|~|AIDS (Disease)|~|Communicable diseases--Prevention|~|Crying|~|Urination|~|Coughing,,,,,Institut national de prévention et d'éducation pour la santé (France)|~|Migration Santé,,"Péchoín, M-H",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR281,"Sida, une maladie infectieuse",,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR281.|~|Poster is part 1 of a series. Another poster in this series is titled : 2- La 	Prévention des maladies infectieuses|~|The poster presents 6 different pictures of men, women and children exhibiting different symptoms of communicable illnesses, including coughing, crying, a patient hooked up to an IV on a hospital bed, painful urination, and vomiting. The intent of pictures is to teach people to recognize symptoms of  communicable diseases.",[Paris (France)],[Between 2005-2008],,"AIDS, an infectious disease",,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmrx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmrx/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmsf,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmsf_1687974_master.tif,,,,,Beds|~|Men|~|Toothbrushes|~|Umbrellas|~|Women|~|Infants|~|Injections|~|Tables|~|Human body|~|Bowls (Tableware)|~|Nurses|~|Fruit|~|Faucets|~|Toothpaste|~|Tablecloths,still image,,Children|~|Communicable diseases--Prevention,,,,,Migration Santé|~|Institute national de prevention et d’éducation pour la santé (INPES) (France),,"Péchoín, M-H",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR282,Prévention des maladies infectieuses [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR282.|~|Poster is part 2 of a series called: Prévention des maladies infectieuses|~|Poster presents 8 different pictures in a circle related to hygienes, sanitation, and medical injections for adults and children. The message of pictures is teaching people to prevent communicable diseases.",[Paris (France)],[Between 2005-2008],,Prevention of infectious diseases,,,,2005/2008,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmsf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmsf/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmtz,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmtz_1687855_master.tif,,,,,Women|~|Human body|~|Drawings|~|Lungs|~|Coughing,still image,,Communicable diseases--Prevention|~|AIDS-related complex|~|Tuberculosis--Prevention.,,,,,Migrations Santé,,,,,,"Péchoín, M-H",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR283,Corps se défend contre la tuberculose [inscribed],"SIDA, 12 affiches pour en parler","Poster shows three drawn black and white pictures. One of them depicts woman sitting on a chair and coughing. She wears shirt, skirt and sandals. She covers her mouth with her hand when coughing. The second one is a picture of lungs, afflicted by tuberculosis.  The third one is a picture of geometrical figures, which represent tubercles bacillus.|~|Poster number 3 in series: "" Le SIDA, 12 affiches pour en parler.""|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR283.",Paris (France),[2001],,Body defends itself against tuberculosis,,,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmtz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmtz/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmvg,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmvg-1-master.tif,,,,,Dolls|~|Boys|~|Rest rooms|~|Men|~|Women|~|Girls|~|Chairs|~|Crying|~|Urination|~|Model cars|~|Coughing,still image,,Communicable diseases--Prevention|~|Bacterial diseases--Prevention.|~|Bacterial Infections,,,,,Migrations Santé,,,,,,"Péchoín, M-H",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR284,Corps se défend contre les maladies infectieuses [inscribed],"SIDA, 12 affiches pour en parler","Poster number 4 in series: "" Le SIDA, 12 affiches pour en parler."" Translated: AIDS, 12 posters to talk about|~|Poster divided on three parts. On the top of first part is an image of a woman sitting on a chair and coughing. On the top of a second part is picture of boy and girl crying. Their bodies afflicted by some kind of a disease. Doll and car are lying on the floor. On the top of a third part is figure of a man urinating in the restroom. On the bottom of poster there are three squares filled with different geometrical figures, which represent different antibodies attacking various pathogens. These squares collocated under each picture accordingly. Poster is drawn black and white.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR284.",Paris (France),[2001],,Body defends itself against infectious diseases,,,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmvg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmvg/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmw0,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmw0-1-master.tif,,,,,Beds|~|Men|~|Women|~|Sick persons|~|Wheelchairs|~|Chairs|~|Infusion therapy,still image,,AIDS (Disease)|~|Acquired Immunodeficiency Syndrome|~|Communicable diseases--Prevention|~|Bacterial diseases--Prevention.|~|Bacterial Infections,,,,,Migrations Santé,,,,,,"Péchoín, M-H",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR285,Sida : le corps ne se défend plus [inscribed],"SIDA, 12 affiches pour en parler","Poster divided on three parts. On the top of first part is an image of a woman sitting on a chair. On the top of a second part is picture of a man in a wheelchair. On the top of a third part is figure of a man lying in bed with infusion. On the bottom of poster there are three squares filled with different geometrical figures, which represent different antibodies attacking various pathogens. These squares collocated under each picture accordingly. Poster is drawn black and white.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR285.|~|Poster number 5 in series: "" Le SIDA, 12 affiches pour en parler.""",Paris (France),[2001],,AIDS: the body doesn't defend itself anymore,,,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmw0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmw0/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmxh,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmxh_1687843_master.tif,,,,,Nudes|~|Beds|~|Men|~|Drug abuse|~|Women|~|Pregnant women|~|Couples|~|Sick persons|~|Hypodermic syringes|~|Human body|~|Hugging|~|Pregnancy|~|Benches|~|Infusion therapy|~|Drops|~|Fetuses|~|Genitals,still image,,AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--transmission|~|HIV infections--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control|~|AIDS (Disease)--Transmission|~|HIV Infections--transmission|~|HIV Infections--prevention & control|~|HIV infections--Transmission,,,,,Migrations Santé,,,,,,"Péchoín, M-H",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR286,Modes de transmission [inscribed],"SIDA, 12 affiches pour en parler","Poster divided on four horizontal sections. First section includes three parts: Picture of a sick person lying in bed with infusion, picture of infusion apparatus with a dot in it, which represents some kind of infection, and image of a drop, which probably also represents infection. Second section consists of a picture of two men and a woman using drugs, picture of syringe with a dot in it, which represents some kind of infection, and picture of a drop. Third section depicts pregnant woman sitting on a bench, picture of fetus inside of a female body with a dot on placenta, which represents infection, and image of a drop. Last section includes picture of naked man and woman that hug each other, image of a male and female genitalia with secretions with a dot, which represents some kind of infection, and picture of a drop. Poster is drawn black and white.|~|Poster number 6 in series: "" Le SIDA, 12 affiches pour en parler.""|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR286.",Paris (France),[2001],,Modes of transmission,,,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmxh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmxh/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzmz1,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzmz1-1-master.tif,,,,,Medical personnel|~|Bars|~|Beds|~|Men|~|Medicines|~|Medical equipment & supplies|~|Women|~|Testing|~|Smiling|~|Sick persons|~|Singing|~|Hypodermic syringes|~|Telephones|~|Calendars|~|Medical offices|~|Vending machines|~|Infusion therapy,still image,,Safe Sex|~|Communicable diseases--Prevention|~|HIV infections--Prevention|~|HIV Infections--prevention & control|~|Bacterial diseases--Prevention.|~|Bacterial Infections,,,,,Migrations Santé,,,,,,"Péchoín, M-H",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR287,"C'est Pierrot, il a eu chaud [inscribed]","SIDA, 12 affiches pour en parler","Poster number 7 in series: "" Le SIDA, 12 affiches pour en parler.""|~|Poster tells a story in pictures. On the first one the man Pierrot is sitting in the bar with his friends. On the second picture he is visiting a sick man, who is lying in the bed with infusion. On the next one Pierrot is sitting in the doctor’s office with worry expression on his face. Then the nurse is taking his blood to do the test. The calendar on the wall shows that the date is May 3rd. On the next picture Pierrot is visiting doctor again possibly to find out what the blood test result. The date on the calendar is May 18th. The doctor gives him some papers to read and possibly telling him to be careful. On the next picture Pierrot possibly buying condoms from the vending-machine. Then the nurse is taking his blood for blood test again. The calendar in the nurse’s office shows that the date is August 3rd, which means that 3 month have passed by. On the next picture Pierrot is sitting in the doctor’s office. The date on the calendar is August 18th. The doctor is smiling, which possibly means that Pierrot doesn’t have anything serious. On the last picture Pierrot is going with the little box of medication and singing. Poster is drawn black and white.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR287.",Paris (France),[2001],,"This is Pierrot, he was hot",,,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzmz1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzmz1/manifest,,
AIDS Posters Collection,ark:/21198/zz001zzn22,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz001zzn22-1-master.tif,,,,,Medical personnel|~|Touch|~|Men|~|Medical equipment & supplies|~|Women|~|Infants|~|Pregnant women|~|Stores & shops|~|Medical offices|~|Pregnancy|~|Nurses|~|Bottles|~|Couches|~|Crying|~|Clothing & dress|~|Vending machines|~|Bottle feeding,still image,,HIV-positive women|~|AIDS (Disease) in children|~|Safe sex in AIDS prevention|~|AIDS (Disease)--Patients|~|AIDS (Disease) in women|~|AIDS (Disease)--Prevention|~|Safe Sex|~|Acquired Immunodeficiency Syndrome--transmission|~|AIDS (Disease)--Risk factors|~|HIV infections--Prevention|~|HIV infections--Diagnosis|~|Acquired Immunodeficiency Syndrome--prevention & control|~|AIDS (Disease)--Transmission|~|HIV Infections--transmission|~|HIV Infections--prevention & control|~|HIV infections--Transmission,,,,,Migrations Santé,,,,,,"Péchoín, M-H",,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,fre,France,,,posters,,,,,FR290,"Liliana, séropositive et maman [inscribed]","SIDA, 12 affiches pour en parler","Poster number 9 in series: "" Le SIDA, 12 affiches pour en parler.""|~|Poster tells a story in pictures. On the first picture young woman is looking on the baby clothes in the store window. On the second picture the same woman is sitting in the gynecologist’s office, the woman is pregnant. Then the nurse is taking woman’s blood for testing. On the next picture the women is sitting in the office of another doctor and crying. Possibly the doctor had told her the bad news that she is HIV positive. On the next picture the woman is sitting with her husband on a couch at home, and her husband is trying to calm her down and show her his support by touching her shoulder. On the next picture nurse is taking blood from the husband’s hand for testing. Then he is buying condoms from the vending-machine. On the next picture the same young woman feeding a baby with milk from a bottle. On the last picture two nurses are possibly taking the blood from the baby to test, or giving the baby a treatment in vein. Poster is drawn black and white.|~|Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item FR290.",Paris (France),[2001],,"Liliana, HIV positive, and her mom",,,,2001,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001zzn22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001zzn22/manifest,,
