Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhhp,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-045,"Letter to Direktion Vereinigter Künste, Berlin, 1906 November 5",1906-11-05,"Letter to Direktion Vereinigter Künste, dated 5 November 1906, negotiationg price of tickets and taxes. Signed by representative of Der Vorstand Der Warschauer Philharmonie.|~|With typescript English translation on half-sheet.","2 holes punched along left edge, upper hole torn through to edge.","Typescript, 1 leaf (1 page), signed, with 1 leaf (1 page) half-sheet attachement.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhj6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-046,"Letter to Warschauer Philharmonie, Warschau, 1906 November 10",1906-11-10,"Letter to Warschauer Philharmonie, dated 10 November 1906, accepting their terms and requesting copies of a contract.|~|With manuscript note in pencil along betlow typed text.",2 partial holes punched at left edge,"Typescript(carbon), 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhkq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-047,"Letter to Direktion Vereinigter Künste, Berlin, 1906 November 12",1906-11-12,"Letter to Direktion Vereinigter Künste, dated 12 November 1906, regarding contract negotations about performance dates, taxes, and division of receipts. Signed by representative of Der Vorstand Der Warschauer Philharmonie.|~|With manuscript English translation in pencil along left margin.",2 holes punched along left edge.,"Typescript, 1 leaf (4 page), signed, with manuscript note.",ger|~|eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhm7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,13,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-048,"Letter to Warschauer Philharmonie, Warschau, 1906 November 15",1906-11-15,"Letter to Warschauer Philharmonie, dated 15 November 1906, regarding performance dates and other contract items.",,"Typescript(carbon), 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhnr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,14,1,1. Business Papers 1905-1907,08. Letters 1906,1. Isadora Duncan,003-003,"Letter to ""Dearest [illegible]"", 1907 April 19",1907-04-19,"Reply to letter of ""19-4-07"", asking for "" … assurance by some few words added to the contract --that the orchestra will be able to play the music.""",4 holes punched along left edge.,"Holograph letter (signed), 1 leaf (2 pages).",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhp8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,15,1,1. Business Papers 1905-1907,10. Letters No Date,1. Isadora Duncan,003-004,"[Letter to Isadora Duncan], no year September 25",[no year] Sep,"Letter to Isadora Duncan, September 25 [no year], regarding contract for Halle, Coblenz date postponed, and ""I am sorry you felt annoyed at my 'no money.'""|~|On Direktion Vereinigter Künste letterhead.",2 holes punched along left edge. Paper loss along upper right edge. Paper loss at lower left corner.,"Holograph letter (signed), 1 leaf (1 page).",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdhqs,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,15,1,1. Business Papers 1905-1907,10. Letters No Date,1. Isadora Duncan,003-005,"Telegram, n.d.",n.d.,Telegram regarding a meeting forbidden by the police and a letter to follow.,2 holes punched along left edge. Fold in upper left corner.,"Telegram, 1 leaf (1 page) with manuscript annotations.",ger|~|rus,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdj50,ark:/21198/zz002hddqb,7,Needs Review,Page,holtzman/image/uclamss_1729_002-025_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-025_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdj6h,ark:/21198/zz002hddqb,7,Needs Review,Page,holtzman/image/uclamss_1729_002-025_02_02.tif,2,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-025_02_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdj71,ark:/21198/zz002hddrv,7,Needs Review,Page,holtzman/image/uclamss_1729_002-026_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-026_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdj8j,ark:/21198/zz002hddsc,7,Needs Review,Page,holtzman/image/uclamss_1729_002-027_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-027_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdj92,ark:/21198/zz002hddtw,7,Needs Review,Page,holtzman/image/uclamss_1729_002-028_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-028_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjbk,ark:/21198/zz002hddvd,7,Needs Review,Page,holtzman/image/uclamss_1729_002-028_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-028_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjc3,ark:/21198/zz002hddf6,7,Needs Review,Page,holtzman/image/uclamss_1729_002-029_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-029_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjdm,ark:/21198/zz002hdf1g,7,Needs Review,Page,holtzman/image/uclamss_1729_002-030_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-030_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjf4,ark:/21198/zz002hdf20,7,Needs Review,Page,holtzman/image/uclamss_1729_002-030_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-030_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjgn,ark:/21198/zz002hdf41,7,Needs Review,Page,holtzman/image/uclamss_1729_002-032_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-032_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjh5,ark:/21198/zz002hdf5j,7,Needs Review,Page,holtzman/image/uclamss_1729_002-032_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-032_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjjp,ark:/21198/zz002hddgq,7,Needs Review,Page,holtzman/image/uclamss_1729_002-033_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-033_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjk6,ark:/21198/zz002hddgq,7,Needs Review,Page,holtzman/image/uclamss_1729_002-033_01_02.tif,2,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-033_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjmq,ark:/21198/zz002hddh7,7,Needs Review,Page,holtzman/image/uclamss_1729_002-033_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-033_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjn7,ark:/21198/zz002hddjr,7,Needs Review,Page,holtzman/image/uclamss_1729_002-033_03_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-033_03_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjpr,ark:/21198/zz002hddk8,7,Needs Review,Page,holtzman/image/uclamss_1729_002-034_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-034_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjq8,ark:/21198/zz002hddms,7,Needs Review,Page,holtzman/image/uclamss_1729_002-034_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-034_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjrs,ark:/21198/zz002hddn9,7,Needs Review,Page,holtzman/image/uclamss_1729_002-034_03_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-034_03_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjs9,ark:/21198/zz002hddwx,7,Needs Review,Page,holtzman/image/uclamss_1729_002-035_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-035_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjtt,ark:/21198/zz002hddxf,7,Needs Review,Page,holtzman/image/uclamss_1729_002-035_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-035_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjvb,ark:/21198/zz002hddzz,7,Needs Review,Page,holtzman/image/uclamss_1729_002-035_03_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-035_03_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjxc,ark:/21198/zz002hddpt,7,Needs Review,Page,holtzman/image/uclamss_1729_002-036_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-036_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdjzw,ark:/21198/zz002hdf62,7,Needs Review,Page,holtzman/image/uclamss_1729_002-036_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-036_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk0w,ark:/21198/zz002hdf7k,7,Needs Review,Page,holtzman/image/uclamss_1729_002-036_03_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-036_03_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk1d,ark:/21198/zz002hdf83,7,Needs Review,Page,holtzman/image/uclamss_1729_002-036_04_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-036_04_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk2x,ark:/21198/zz002hdf9m,7,Needs Review,Page,holtzman/image/uclamss_1729_002-036_05_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-036_05_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk3f,ark:/21198/zz002hdfb4,7,Needs Review,Page,holtzman/image/uclamss_1729_002-037_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-037_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk4z,ark:/21198/zz002hdfcn,7,Needs Review,Page,holtzman/image/uclamss_1729_002-037_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-037_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk5g,ark:/21198/zz002hdfd5,7,Needs Review,Page,holtzman/image/uclamss_1729_002-037_03_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-037_03_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk60,ark:/21198/zz002hdffp,7,Needs Review,Page,holtzman/image/uclamss_1729_002-037_04_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-037_04_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk7h,ark:/21198/zz002hdfg6,7,Needs Review,Page,holtzman/image/uclamss_1729_002-037_05_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-037_05_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk81,ark:/21198/zz002hdfhq,7,Needs Review,Page,holtzman/image/uclamss_1729_002-037_06_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-037_06_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdk9j,ark:/21198/zz002hdftc,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_01_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdkb2,ark:/21198/zz002hdfvw,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_02_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdkck,ark:/21198/zz002hdfwd,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_03_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_03_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdkd3,ark:/21198/zz002hdfxx,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_04_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_04_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdkfm,ark:/21198/zz002hdfzf,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_05_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_05_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdkg4,ark:/21198/zz002hdg0f,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_06_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_06_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdkhn,ark:/21198/zz002hdg1z,7,Needs Review,Page,holtzman/image/uclamss_1729_002-038_07_01.tif,1,,,,,,,private,,,,,,,,,,,,,,,uclamss_1729_002-038_07_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
