"Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","Title","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Armenian Manuscripts","ark:/21198/zz0009hszc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hszc-1-master.tif","539","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 533]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hszc"
"Armenian Manuscripts","ark:/21198/zz0009ht0c","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht0c-1-master.tif","540","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 534]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht0c"
"Armenian Manuscripts","ark:/21198/zz0009ht1w","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht1w-1-master.tif","541","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 535]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht1w"
"Armenian Manuscripts","ark:/21198/zz0009ht2d","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht2d-1-master.tif","542","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 536]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht2d"
"Armenian Manuscripts","ark:/21198/zz0009ht3x","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht3x-1-master.tif","543","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 537]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht3x"
"Armenian Manuscripts","ark:/21198/zz0009ht4f","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht4f-1-master.tif","544","text","illuminated manuscripts|~|Illuminations","pd","","","Second Painter","","","[Gladzor Gospels: page 538]","The Promise of the Holy Spirit.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht4f"
"Armenian Manuscripts","ark:/21198/zz0009ht5z","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht5z-1-master.tif","545","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 539]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht5z"
"Armenian Manuscripts","ark:/21198/zz0009ht6g","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht6g-1-master.tif","546","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 540]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht6g"
"Armenian Manuscripts","ark:/21198/zz0009ht70","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht70-1-master.tif","547","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 541]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht70"
"Armenian Manuscripts","ark:/21198/zz0009ht8h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht8h-1-master.tif","548","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 542]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht8h"
"Armenian Manuscripts","ark:/21198/zz0009ht91","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009ht91-1-master.tif","549","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 543]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ht91"
"Armenian Manuscripts","ark:/21198/zz0009htbj","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htbj-1-master.tif","550","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 544]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htbj"
"Armenian Manuscripts","ark:/21198/zz0009htc2","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htc2-1-master.tif","551","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 545]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htc2"
"Armenian Manuscripts","ark:/21198/zz0009htdk","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htdk-1-master.tif","552","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 546]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htdk"
"Armenian Manuscripts","ark:/21198/zz0009htf3","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htf3-1-master.tif","553","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 547]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htf3"
"Armenian Manuscripts","ark:/21198/zz0009htgm","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htgm-1-master.tif","554","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 548]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htgm"
"Armenian Manuscripts","ark:/21198/zz0009hth4","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hth4-1-master.tif","555","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 549]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hth4"
"Armenian Manuscripts","ark:/21198/zz0009htjn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htjn-1-master.tif","556","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 550]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htjn"
"Armenian Manuscripts","ark:/21198/zz0009htk5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htk5-1-master.tif","557","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 551]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htk5"
"Armenian Manuscripts","ark:/21198/zz0009htmp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htmp-1-master.tif","558","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 552]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htmp"
"Armenian Manuscripts","ark:/21198/zz0009htn6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htn6-1-master.tif","559","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 553]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htn6"
"Armenian Manuscripts","ark:/21198/zz0009htpq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htpq-1-master.tif","560","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 554]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htpq"
"Armenian Manuscripts","ark:/21198/zz0009htq7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htq7-1-master.tif","561","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 555]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htq7"
"Armenian Manuscripts","ark:/21198/zz0009htrr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009htrr-1-master.tif","562","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 556]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009htrr"
"Armenian Manuscripts","ark:/21198/zz0009k833","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k833-1-master.tif","563","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 557]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k833"
"Armenian Manuscripts","ark:/21198/zz0009k84m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k84m-1-master.tif","564","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 558]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k84m"
"Armenian Manuscripts","ark:/21198/zz0009k854","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k854-1-master.tif","565","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 559]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k854"
"Armenian Manuscripts","ark:/21198/zz0009k86n","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k86n-1-master.tif","566","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 560]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k86n"
"Armenian Manuscripts","ark:/21198/zz0009k875","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k875-1-master.tif","567","text","illuminated manuscripts|~|Illuminations","pd","","","Second Painter","arm","","[Gladzor Gospels: page 561]","The Crucifixion.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k875"
"Armenian Manuscripts","ark:/21198/zz0009k88p","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k88p-1-master.tif","568","text","","pd","","","","","","[Gladzor Gospels: page 562]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k88p"
"Armenian Manuscripts","ark:/21198/zz0009k896","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k896-1-master.tif","569","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 563]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k896"
"Armenian Manuscripts","ark:/21198/zz0009k8bq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8bq-1-master.tif","570","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 564]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8bq"
"Armenian Manuscripts","ark:/21198/zz0009k8c7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8c7-1-master.tif","571","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 565]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8c7"
"Armenian Manuscripts","ark:/21198/zz0009k8dr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8dr-1-master.tif","572","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 566]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8dr"
"Armenian Manuscripts","ark:/21198/zz0009k8f8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8f8-1-master.tif","573","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 567]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8f8"
"Armenian Manuscripts","ark:/21198/zz0009k8gs","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8gs-1-master.tif","574","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 568]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8gs"
"Armenian Manuscripts","ark:/21198/zz0009k8h9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8h9-1-master.tif","575","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 569]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8h9"
"Armenian Manuscripts","ark:/21198/zz0009k8jt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8jt-1-master.tif","576","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 570]","Christ's Apparition at the Sea of Galilee.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8jt"
"Armenian Manuscripts","ark:/21198/zz0009k8kb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8kb-1-master.tif","577","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 571]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8kb"
"Armenian Manuscripts","ark:/21198/zz0009k8mv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8mv-1-master.tif","578","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 572]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8mv"
"Armenian Manuscripts","ark:/21198/zz0009k8nc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8nc-1-master.tif","579","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 573]","Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8nc"
"Armenian Manuscripts","ark:/21198/zz0009k8pw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8pw-1-master.tif","580","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 574]","The Reading of the Woman Taken in Adultery.|~|Gospel of John.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8pw"
"Armenian Manuscripts","ark:/21198/zz0009k8qd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8qd-1-master.tif","581","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 575]","Baroness Vaxax's colophon.","This is the earliest colophon in the volume. (Sanjian, p. 49)","1377","Genealogical information about Baroness Vaxax and her family. Also includes information about the place of origin of the manuscript. (See Sanjian, p. 49-50.)","1377","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8qd"
"Armenian Manuscripts","ark:/21198/zz0009k8rx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8rx-1-master.tif","582","text","","pd","","","","arm","","[Gladzor Gospels: page 576]","Baroness Vaxax's colophon.","This is the earliest colophon in the volume. (Sanjian, p. 49)","1377","Genealogical information about Baroness Vaxax and her family. (See Sanjian, p. 49-50.)","1377","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8rx"
"Armenian Manuscripts","ark:/21198/zz0009k8sf","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8sf-1-master.tif","583","text","","pd","","","","arm","","[Gladzor Gospels: page 577]","Baroness Vaxax's colophon.","This is the earliest colophon in the volume. (Sanjian, p. 49)","1377","Genealogical information about Baroness Vaxax and her family. (See Sanjian, p. 49-50.)","1377","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8sf"
"Armenian Manuscripts","ark:/21198/zz0009k8tz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8tz-1-master.tif","584","text","","pd","","","","arm","","[Gladzor Gospels: page 578]","Colophon of 1393-1404.","","1393-1404","This colophon describes how the Mongols captured the volume, and how it was retrieved and placed in the monastery of Gełard. (See Sanjian, p. 50.)","1393/1404","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8tz"
"Armenian Manuscripts","ark:/21198/zz0009k8vg","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009k8vg-1-master.tif","585","text","","pd","","","","arm","","[Gladzor Gospels: page 579]","Colophon of 1393-1404.","","1393-1404","This colophon describes how the Mongols captured the volume, and how it was retrieved and placed in the monastery of Gełard. (See Sanjian, p. 50.)","1393/1404","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009k8vg"
