Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Date.publication,Description.note,Alt ID.OPAC,Publisher.placeOfOrigin,Coverage.geographic,Title,Format.extent,Coverage.geoscale,AltTitle,Publisher.publisherName,Alt ID.oclc,Alt ID.callNo,Alt ID.local,Coverage.geographiccoordinates,Date.creation,Date.normalized,Alt ID.lccn,Alt ID.catalogRecordNumber,Description.abstract,Publisher.edition,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkrz1,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4750_200_DGMH_1937_3.tif,3296,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4750_200_DGMH_1937_3,,,,,,,G4750_200_DGMH_1937_3|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks01,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4750_200_DGMH_1937_4.tif,3297,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4750_200_DGMH_1937_4,,,,,,,G4750_200_DGMH_1937_4|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks1j,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4751_E1_3_4M_DC_Esq_1854.tif,3298,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4751_E1_3_4M_DC_Esq_1854,,,,,,,G4751_E1_3_4M_DC_Esq_1854|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks22,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder4/G4751_S1_2.7M_Topete_1956.tif,3299,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4751_S1_2.7M_Topete_1956,,,,,,,G4751_S1_2.7M_Topete_1956|~|Drawer734_folder4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks3k,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/4800_5_7m_NGS_1934.tif,3300,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,4800_5_7m_NGS_1934,,,,,,,4800_5_7m_NGS_1934|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks43,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/4802_P2_1_7m_OSS_1945.tif,3301,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,4802_P2_1_7m_OSS_1945,,,,,,,4802_P2_1_7m_OSS_1945|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks5m,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_1m_COSMOS_1939.tif,3302,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_1m_COSMOS_1939,,,,,,,G4800_1m_COSMOS_1939|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks64,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_1M_EBL_1921_1.tif,3303,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_1M_EBL_1921_1,,,,,,,G4800_1M_EBL_1921_1|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks7n,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_1M_EBL_1921_2.tif,3304,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_1M_EBL_1921_2,,,,,,,G4800_1M_EBL_1921_2|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks85,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_1M_EBL_1921_3.tif,3305,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_1M_EBL_1921_3,,,,,,,G4800_1M_EBL_1921_3|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hks9p,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_1_5m_Colton_1859.tif,3306,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_1_5m_Colton_1859,,,,,,,G4800_1_5m_Colton_1859|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksb6,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_2_5m_USCS_1856_1.tif,3307,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_2_5m_USCS_1856_1,,,,,,,G4800_2_5m_USCS_1856_1|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkscq,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_2_5m_USCS_1856_2.tif,3308,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_2_5m_USCS_1856_2,,,,,,,G4800_2_5m_USCS_1856_2|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksd7,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_2_5m_USCS_1856_3.tif,3309,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_2_5m_USCS_1856_3,,,,,,,G4800_2_5m_USCS_1856_3|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksfr,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_2_5m_USCS_1856_4.tif,3310,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_2_5m_USCS_1856_4,,,,,,,G4800_2_5m_USCS_1856_4|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksg8,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_3M_OSS_1943.tif,3311,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_3M_OSS_1943,,,,,,,G4800_3M_OSS_1943|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkshs,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_4m_LBGL_ND.tif,3312,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_4m_LBGL_ND,,,,,,,G4800_4m_LBGL_ND|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksj9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_5.5m_NGS_1922.tif,3313,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_5.5m_NGS_1922,,,,,,,G4800_5.5m_NGS_1922|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkskt,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_5_7m_NGS_1939.tif,3314,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_5_7m_NGS_1939,,,,,,,G4800_5_7m_NGS_1939|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksmb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4800_914_NGS_1913.tif,3315,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4800_914_NGS_1913,,,,,,,G4800_914_NGS_1913|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksnv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_C7_15M_USNHO_1935.tif,3316,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_C7_15M_USNHO_1935,,,,,,,G4801_C7_15M_USNHO_1935|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkspc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_E2_1933.tif,3317,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_E2_1933,,,,,,,G4801_E2_1933|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksqw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_F7_2.5m_USCS_1856_2.tif,3318,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_F7_2.5m_USCS_1856_2,,,,,,,G4801_F7_2.5m_USCS_1856_2|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksrd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_F7_2_5m_USCS_1856_1.tif,3319,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_F7_2_5m_USCS_1856_1,,,,,,,G4801_F7_2_5m_USCS_1856_1|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkssx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_F7_2_5m_USCS_1856_c2.tif,3320,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_F7_2_5m_USCS_1856_c2,,,,,,,G4801_F7_2_5m_USCS_1856_c2|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkstf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_H2_8m_OSS_1942.tif,3321,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_H2_8m_OSS_1942,,,,,,,G4801_H2_8m_OSS_1942|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksvz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_H8_1942.tif,3322,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_H8_1942,,,,,,,G4801_H8_1942|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkswg,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_J8_18M_OSS_1943.tif,3323,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_J8_18M_OSS_1943,,,,,,,G4801_J8_18M_OSS_1943|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hksx0,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_P5_3m_OSS_1943.tif,3324,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_P5_3m_OSS_1943,,,,,,,G4801_P5_3m_OSS_1943|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkszh,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_P6_500_TACA_1941_1.tif,3325,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_P6_500_TACA_1941_1,,,,,,,G4801_P6_500_TACA_1941_1|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt0h,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_P6_500_TACA_1941_2.tif,3326,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_P6_500_TACA_1941_2,,,,,,,G4801_P6_500_TACA_1941_2|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt11,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4801_P6_500_TACA_1941_3.tif,3327,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4801_P6_500_TACA_1941_3,,,,,,,G4801_P6_500_TACA_1941_3|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt2j,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_1.4m_1789.tif,3328,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_1.4m_1789,,,,,,,G4802_1.4m_1789|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt32,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_1933.tif,3329,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_1933,,,,,,,G4802_1933|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt4k,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_2_8m_MID_GS_1926.tif,3330,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_2_8m_MID_GS_1926,,,,,,,G4802_2_8m_MID_GS_1926|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt53,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_A2_F2_200_TDC_1937.tif,3331,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_A2_F2_200_TDC_1937,,,,,,,G4802_A2_F2_200_TDC_1937|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt6m,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_Central_America.tif,3332,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_Central_America,,,,,,,G4802_Central_America|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt74,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_F2_100_SHB_1933_1.tif,3333,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_F2_100_SHB_1933_1,,,,,,,G4802_F2_100_SHB_1933_1|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt8n,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_F2_100_SHB_1933_2.tif,3334,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_F2_100_SHB_1933_2,,,,,,,G4802_F2_100_SHB_1933_2|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkt95,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_P2_1_3m_OSS_1945.tif,3335,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_P2_1_3m_OSS_1945,,,,,,,G4802_P2_1_3m_OSS_1945|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktbp,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_P2_1_7m_OSS_1945.tif,3336,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_P2_1_7m_OSS_1945,,,,,,,G4802_P2_1_7m_OSS_1945|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktc6,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_P2_1_8m_OSS_1945.tif,3337,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_P2_1_8m_OSS_1945,,,,,,,G4802_P2_1_8m_OSS_1945|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktdq,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder5/G4802_P3_PPC_1940.tif,3338,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4802_P3_PPC_1940,,,,,,,G4802_P3_PPC_1940|~|Drawer734_folder5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktf7,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4810_1832.tif,3339,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4810_1832,,,,,,,G4810_1832|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktgr,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4810_650_MVS_1859.tif,3340,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4810_650_MVS_1859,,,,,,,G4810_650_MVS_1859|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkth8,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4810_792_Hendges_1902.tif,3341,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4810_792_Hendges_1902,,,,,,,G4810_792_Hendges_1902|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktjs,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_E1_E3_1_9m_OSS_1943.tif,3342,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_E1_E3_1_9m_OSS_1943,,,,,,,G4811_E1_E3_1_9m_OSS_1943|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktk9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_E2_1_9M_OSS_1943.tif,3343,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_E2_1_9M_OSS_1943,,,,,,,G4811_E2_1_9M_OSS_1943|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktmt,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_E2_ns_1921.tif,3344,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_E2_ns_1921,,,,,,,G4811_E2_ns_1921|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktnb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_F7_1_1M_WB_Co_1891.tif,3345,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_F7_1_1M_WB_Co_1891,,,,,,,G4811_F7_1_1M_WB_Co_1891|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktpv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_P1_1_6M_OSS_1943.tif,3346,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_P1_1_6M_OSS_1943,,,,,,,G4811_P1_1_6M_OSS_1943|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktqc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_P1_600_DGC_1936.tif,3347,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_P1_600_DGC_1936,,,,,,,G4811_P1_600_DGC_1936|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktrw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_P3_1_1M_1922.tif,3348,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_P3_1_1M_1922,,,,,,,G4811_P3_1_1M_1922|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hktsd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4811_P8_1_1M_OSS_1943.tif,3349,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4811_P8_1_1M_OSS_1943,,,,,,,G4811_P8_1_1M_OSS_1943|~|Drawer734_folder6,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkttx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer734_folder6/G4812_48_WB_1930s.tif,3350,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G4812_48_WB_1930s,,,,,,,G4812_48_WB_1930s|~|Drawer734_folder6,,,,,,,,,
