Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h311n,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0177.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Small cross on hill overlooking coastline, Monterey vicinity, 1900-1930",uclamss_119_0177,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h311n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h311n/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3125,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0178.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,Pines $z California $z Monterey,,Access to this collection is generously supported by Arcadia funds.,"Monterey pine, Monterey vicinity, 1900-1930",uclamss_119_0178,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3125,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3125/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h313p,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0179.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Pines $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Monterey pine, Monterey vicinity, 1900-1930",uclamss_119_0179,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h313p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h313p/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3146,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0180.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"House behind a wooden rail fence, Monterey vicinity, 1900-1930",uclamss_119_0180,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3146,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3146/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h315q,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0181.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Pines $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Monterey pine, Monterey vicinity, 1900-1930",uclamss_119_0181,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,Monterey pine in a rocky coastal landscape,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h315q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h315q/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3167,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0182.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Shoreline houses on a rocky coastline, Monterey vicinity, 1900-1930",uclamss_119_0182,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,Photograph of shoreline houses beyond a stand of trees on a rocky coastline in the Monterey area,,[between 1900-19305],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3167,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3167/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h317r,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0183.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Pines $z California $z Monterey,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Landscape with Monterey pines, Monterey vicinity, 1900-1930",uclamss_119_0183,1 photographic negative,b&w nitrate negative,,1900/1930,California--Monterey,,,,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h317r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h317r/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h3188,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0184.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Patios $z California $z Vista|~|Gardens $z California $z Vista,,,"Percival, Olive, $d 1869-1945|~|Rancho Guajome Adobe (Vista, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.254017,Access to this collection is generously supported by Arcadia funds.,"Rancho Guajome Adobe, 2 women in the patio, Vista vicinity, 1897",uclamss_119_0184,1 photographic negative,b&w nitrate negative,33.233205,1897,California--Vista,,Two women (Olive Percival on left?) in the patio garden of the Rancho Guajome Adobe with a fountain behind them.,"Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h3188,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h3188/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h319s,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0185.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Patios $z California $z Vista|~|Gardens $z California $z Vista,,,"Percival, Olive, $d 1869-1945|~|Rancho Guajome Adobe (Vista, Calif.)",,,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.254017,Access to this collection is generously supported by Arcadia funds.,"Rancho Guajome Adobe, 2 women in the patio, Vista vicinity, 1897",uclamss_119_0185,1 photographic negative,b&w nitrate negative,33.233205,1897,California--Vista,,Two women (Olive Percival on right holding guitar?) seated at the fountain in the patio garden of the Rancho Guajome Adobe,"Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h319s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h319s/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31b9,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0186.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Vista,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Humble wooden house with 2 little girls in front, (Vista vicinity?), 1897",uclamss_119_0186,1 photographic negative,b&w nitrate negative,,1897,California--Vista,,"Photograph of a humble, whitewashed wooden house in a dirt barren landscape with 2 little girls in front beneath an arbor supporting a dried-up vine. Objects are also outside the house including 2 barrels.","Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31b9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31b9/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31ct,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0187.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Patios $z California $z Vista|~|Gardens $z California $z Vista|~|Fountains $z California $z Vista,,,"Rancho Guajome Adobe (Vista, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.254017,Access to this collection is generously supported by Arcadia funds.,"Rancho Guajome Adobe, patio with garden and veranda, Vista vicinity, 1897",uclamss_119_0187,1 photographic negative,b&w nitrate negative,33.233205,1897,California--Vista,,"Bird's-eye view of the patio garden with fountain, and veranda at the Rancho Guajome Adobe","Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31ct,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31ct/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31db,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0188.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Vista,,,"Rancho Guajome Adobe (Vista, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.253802,Access to this collection is generously supported by Arcadia funds.,"Rancho Guajome Adobe, possibly, Vista vicinity, 1897",uclamss_119_0188,1 photographic negative,b&w nitrate negative,33.233047,1897,California--Vista,,"Photograph of a one-story, tile-roofed house with a lwooden latice fence enclosing a garden on the right. A similar latice fence is placed along the pation veranda in other images of the Rancho Guajome Adobe in this collection (see ark nos. 21198/zz002h31ct  and 21198/zz002h3188)","Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31db,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31db/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31fv,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0189.tif,,,,private,,interior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z Oceanside|~|Mission churches $z California $z Oceanside,,,"Mission San Luis Rey de Francia (Oceanside, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.319471,Access to this collection is generously supported by Arcadia funds.,"Interior view of the sanctuary in the church of the Mission San Luis Rey de Francia, Oceanside, 1897",uclamss_119_0189,1 photographic negative,b&w nitrate negative,33.232554,1897,California--Oceanside,,Photograph by Olive Percival of a priest in the the sanctuary of the church at Mission San Luis Rey de Francia,"Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31fv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31fv/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31gc,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0190.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z Pala,,,"San Antonio de Pala Asistencia (Pala, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.0750299,Access to this collection is generously supported by Arcadia funds.,"San Antonio de Pala Asistencia Mission from the SW, Pala, 1897",uclamss_119_0190,1 photographic negative,b&w nitrate negative,33.3658657,1897,California--Pala,,"The Pala Mission was a sub-mission to Mission San Luis Rey de Francia, some twenty miles inland upstream from the mission on the San Luis Rey River. Mountains are visible in the background.|~|Photograph of the chapel of the San Antonio de Pala Asistencia Mission from the SW","Text from negative sleeve: Little Indian Boy. Guajome. Pala (2) Bells, Chapel & San Luis Rey Trip. 1897.|~|Handwritten on negative: 1899",1897,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31gc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31gc/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31hw,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0191i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0191i   -   Metadata source image - not to be cataloged,uclamss_119_0191i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31hw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31hw/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h31jd,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0192.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Missions $z California $z San Juan Capistrano|~|Mission churches $z California $z San Juan Capistrano,,,Mission San Juan Capistrano,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-117.662185,Access to this collection is generously supported by Arcadia funds.,"Ruins of the church at the Mission San Juan Capistrano, sanctuary and crossing, 1899-1904",uclamss_119_0192,1 photographic negative,b&w nitrate negative,33.502227,1899/1904,California--San Juan Capistrano,,"View of the sanctuary (left), crossing and bay just before the crossing (right) of the ruins of the church at the Mission San Juan Capistrano","Text from negative sleeve: Percival, Missions, Capistrano. Apl. 9/04. + 1899-9 [?]",[between 1899-1904],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h31jd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h31jd/manifest
