Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderName,Subject.descriptiveTopic,Subject temporal,Name.photographer,Author,Format.medium,Name.creator,Rights.permission,Subject geographic,Name.repository,Name.subject,Title,Description.view,Description.caption,Relation.isPartOf,Description.note,Alt ID.local,Description.abstract,AltTitle.translated,Date.normalized,Date.creation,Note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7tcj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7tcj_2388500_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,,,,"McClellan, Daniel",N,,,,Impaling determinative,,Figure 5. Determinative depicting impaling.,uee1790,Article: Violence,21198/zz002k6dfb|~|UEE_1790v1_fig05,,,,,Brigham Young University Ancient Near Eastern Studies Program,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307493,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7tcj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7tcj/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7td2,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7td2_2388503_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,,,,"McClellan, Daniel",N,,,,Caged prisoner in waterway procession,,Figure 11. Relief from Karnak dating to the reign of Tutankhamen depicting a waterway procession with a caged prisoner hoisted for display.,uee1790,Article: Violence,p000224|~|UEE_1790v1_fig11|~|21198/zz002k6dfb,,,,,Brigham Young University Ancient Near Eastern Studies Program,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307494,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7td2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7td2/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7tfk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7tfk_2388506_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,"Muhlestein, Kerry",,,,N,,,,Smiting scene of Thutmose III,,"Figure 6. Smiting scene of Thutmose III, from the seventh pylon, temple of Amun-Ra, Karnak.",uee1790,Article: Violence,p000351|~|p000224|~|21198/ zz002k6dfb|~|UEE_1790v1_fig06,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307495,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7tfk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7tfk/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7tg3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7tg3_2388509_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,"Muhlestein, Kerry",,,,N,,,,Medinet Habu violence,,"Figure 7. Violence in war, from Medinet Habu.",uee1790,Article: Violence,p000243|~|21198/ zz002k6dfb|~|UEE_1790v1_fig07,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307496,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7tg3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7tg3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7thm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7thm_2388512_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,"Muhlestein, Kerry",,,,N,,,,Bound Prisoners from Abu Simbel,,Figure 8. Detail of bound prisoners from the temple of Ramesses II at Abu Simbel.,uee1790,Article: Violence,p000156|~|UEE_1790v1_fig08|~|21198/zz002k6dfb,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307497,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7thm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7thm/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7tj4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7tj4_2388515_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,"Muhlestein, Kerry",,,,N,,,,Bound Prisoners from Medinet Habu,,Figure 9. Detail of bound prisoners from Medinet Habu.,uee1790,Article: Violence,p000243|~|UEE_1790v1_fig09|~|21198/zz002k6dfb,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307498,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7tj4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7tj4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7tkn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7tkn_2388518_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Structures and relationships in society,,"Muhlestein, Kerry",,,,N,,,,Pile of dismembered hands,,"Figure 10. Pile of dismembered hands, from a battle scene at Medinet Habu.",uee1790,Article: Violence,p000243|~|21198/zz002k6dfb|~|UEE_1790v1_fig10,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307499,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7tkn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7tkn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v0b/nb75vn1m,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v0b_2388594_master.tif,1,,,,,,,,,,,,,,,,,,Petrie Museum of Egyptian Archaeology,,Diorite bowl of King Khaba,,Figure 1. Diorite bowl and detail of the serekh ofKing Khaba with the ba hieroglyph.,uee1888,Article: Ba,UC15800|~|p000677|~|21198/zz002k7g85|~|UEE_1888v1_fig01,,,,,UCL 15800,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307500,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v0b%2Fnb75vn1m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v0b%2Fnb75vn1m/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v0b/3q307j3d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v0b_2388597_master.tif,2,,,,,,,,,,,,,,,,,,Petrie Museum of Egyptian Archaeology,,Detail of diorite bowl of King Khaba,,,uee1888,Article: Ba,UC15800|~|p000677|~|21198/zz002k7g85|~|UEE_1888v1_fig01,,,,,UCL 15800,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307501,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v0b%2F3q307j3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v0b%2F3q307j3d/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v1v,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002k7v1v_2388600_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Religion,,,,,,N,,National Museum of Denmark,,Ba Bird Statue,,Figure 2. Human headed ba-bird.,uee1888,Article: Ba,UEE_1888v1_fig02|~|21198/zz002k7g85,,,,,http://samlinger.natmus.dk/AS/6585,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307502,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v1v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v1v/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v2c,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v2c_2388605_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Map of Amarna,,Figure 1. Map of Amarna.,uee1647,Article: Tell el-Amarna,21198/zz002k6x4x|~|p000195|~|UEE_1647v1_fig01,,,,,partly based on survey data provided by Helen Fenwick,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307503,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v2c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v2c/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v3w,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v3w_2388608_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Boundary Stelae Map,,Figure 2. Location of the Boundary Stelae.,uee1647,Article: Tell El-Amarna,p000195|~|21198/zz002k6x4x|~|UEE_1647v1_fig02,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307504,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v3w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v3w/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v4d,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v4d_2389018_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,AEgArOn (Ancient Egyptian Architecture Online),N,,,,Ramose Estate Plan,,Figure 3. Partially reconstructed plan of the estate of the official Ramose in the Main City.,uee1647,Article: Tell el-Amarna,21198/zz002k6x4x|~|p000458|~|UEE_1647v1_fig03,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307505,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v4d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v4d/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v5x,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v5x_2388613_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Samuel and Nicholson Monitor Temperatures,,Figure 4. Delwen Samuel and Paul Nicholson monitor temperatures within a replica oven during a breadbaking experiment in 1987.,uee1647,Article: Tell el-Amarna,p000195|~|21198/zz002k6x4x|~|UEE_1647v1_fig04,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307506,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v5x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v5x/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v6f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002k7v6f_2388616_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,,N,,Egypt Exploration Society,,View of the North City,,"Figure 5. View of the North City taken in 1930/1931. To the far right, adjacent to the cultivation, is the boundary wall of the North Riverside Palace. The standing building to its left is the EES dighouse.",uee1647,Article: Tell el-Amarna,p000195|~|21198/zz002k6x4x|~|UEE_1647v1_fig05,,,,,EES Slide Archive 1930/31.A.248,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307507,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v6f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v6f/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v7z,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v7z_2388619_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,North Riverside Palace,,"Figure 6. Part of the broad mud-brick enclosure wall of the North Riverside Palace, all that is visible of this complex today.",uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig06|~|21198/zz002k6x4x,,,,1977/1978,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307508,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v7z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v7z/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v8g,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v8g_2388622_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,,N,,,,Plan of the North Palace,,Figure 7. Plan of the North Palace after its initial clearance in the 1920s.,uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig07|~|21198/zz002k6x4x,,,,,Whittemore 1926: pl. 2.,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307509,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v8g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v8g/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7v90,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7v90_2388625_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Second Court of the North Palace,,"Figure 8. View of the second court at the North Palace, showing the rectangular depression that probably once contained a sunken garden, taken in 1984; the complex has since been partially restored.",uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig08|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307510,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7v90,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7v90/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vbh,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vbh_2388628_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,"Stevens, Anna",,,,N,,,,Cemetery near North Tombs 2 and 3,,Figure 9. The non-elite cemetery located in a broad wadi adjacent to North Tombs 2 and 3 taken in 2015. The pits visible on the desert surface are the result of robbery.,uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig09|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307511,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vbh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vbh/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vc1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vc1_2388631_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,,N,,,,Desert Altars,,Figure 10. The Desert Altars.,uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig10|~|21198/zz002k6x4x,,,,,Kemp 1995: fig. 15.25,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307512,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vc1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vc1/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vdj,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vdj_2388634_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,Royal Egyptian Airforce,,,,N,,,,Central City Amarna,,Figure 11. Aerial photograph of the Central City taken in 1932 by the Royal Egyptian Airforce.,uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig11|~|21198/zz002k6x4x,,,,1932,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307513,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vdj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vdj/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vf2,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vf2_2388637_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,,N,,,,EES Plan of Central City Amarna,,Figure 12. Plan of the Central City made during the EES excavations in the 1930s.,uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig12|~|21198/zz002k6x4x,,,,,Pendlebury 1951: pl. 1.,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307514,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vf2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vf2/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vgk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vgk_2388640_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,,N,,,,EES Plan of Great Palace Amarna,,"Figure 13. Plan of the Great Palace, partly restored, after its clearance in the 1930s.",uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig13|~|21198/zz002k6x4x,,,,,Pendlebury 1951: pl. 14,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307515,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vgk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vgk/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vh3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vh3_2388643_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,State Apartments at the Great Palace,,Figure 14. The condition of the State Apartments at the Great Palace in 1977/1978.,uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig14|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307516,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vh3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vh3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vjm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vjm_2388646_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,"Owen, Gwil",,,,N,,,,Great Aten Temple,,"Figure 15. Aerial view of the Great Aten Temple taken in 1993, and showing the modern cemetery encroaching on the north side of the complex.",uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig15|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307517,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vjm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vjm/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vk4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vk4_2388649_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,,N,,,,EES Plan of King's House,,"Figure 16. Plan of the King’s House, Small Aten Temple, and complex P43.1 made during the EES excavations in the 1930s.",uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig16|~|21198/zz002k6x4x,,,,,Pendlebury 1951: pl. 16,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307518,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vk4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vk4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vmn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vmn_2388652_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Sanctuary of the Small Aten Temple,,Figure 17. View across to the Sanctuary of the Small Aten Temple (with reconstructed columns) from the magazines at the King’s House.,uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig17|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307519,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vmn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vmn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vn5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vn5_2388655_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,"Stevens, Anna",,,,N,,,,Houses of Amarna,,Figure 18. A view across houses on the eastern outskirts of the Main City with the cliffs of the high desert in the background taken in 2013.,uee1647,Article: Tell el-Amarna,p000195|~|UEE_1647v1_fig18|~|21198/zz002k6x4x,,,,2013,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307520,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vn5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vn5/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vpp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vpp_2388658_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Block of Main City Houses,,"Figure 19. A block of small houses exposed at excavation grid 12 in the Main City in 2004-2005 (see Kemp and Stevens 2010a, b)",uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig19|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307521,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vpp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vpp/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vq6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vq6_2388661_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Boundary Stelae U,,Figure 20. Boundary Stela U photographed in 1983 before the construction of a staircase to allow visitor access.,uee1647,Article: Tell El-Amarna,p000195|~|21198/zz002k6x4x|~|UEE_1647v1_fig20,,,,1983,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307522,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vq6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vq6/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7vrq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002k7vrq_2388664_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,Geography,,,,,"Kemp, Barry",N,,,,Boundary Stelae U Close Up,,Figure 21. Close up view of Boundary Stela U and the statues at its base.,uee1647,Article: Tell El-Amarna,p000195|~|UEE_1647v1_fig21|~|21198/zz002k6x4x,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307523,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k7vrq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k7vrq/manifest
