Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gw1j9/tj02vh0g,ark:/21198/zz002gw1j9,,,Page,egyptology/pdf/masters/21198-zz002gw1j9-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gw1kt/q914zz0v,ark:/21198/zz002gw1kt,,,Page,egyptology/pdf/masters/21198-zz002gw1kt-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h77z9/r857gb3s,ark:/21198/zz002h77z9,,,Page,egyptology/pdf/masters/21198-zz002h77z9-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnh5/f088cj68,ark:/21198/zz002hcnh5,,,Page,egyptology/pdf/masters/21198-zz002hcnh5-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hgp07/j505sv89,ark:/21198/zz002hgp07,,,Page,egyptology/pdf/masters/21198-zz002hgp07-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hgq2r/7n17k960,ark:/21198/zz002hgq2r,,,Page,egyptology/pdf/masters/21198-zz002hgq2r-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hj251/ck13k14j,ark:/21198/zz002hj251,,,Page,egyptology/pdf/masters/21198-zz002hj251-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hkz8k/t1899364,ark:/21198/zz002hkz8k,,,Page,egyptology/pdf/masters/21198-zz002hkz8k-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hw50c/7s28zs4k,ark:/21198/zz002hw50c,,,Page,egyptology/pdf/masters/21198-zz002hw50c-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hw52d/15794n12,ark:/21198/zz002hw52d,,,Page,egyptology/pdf/masters/21198-zz002hw52d-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwc3t/6m33s92k,ark:/21198/zz002hwc3t,,,Page,egyptology/pdf/masters/21198-zz002hwc3t-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hwdhh/bd75hz10,ark:/21198/zz002hwdhh,,,Page,egyptology/pdf/masters/21198-zz002hwdhh-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hxgx4/0p816n8c,ark:/21198/zz002hxgx4,,,Page,egyptology/pdf/masters/21198-zz002hxgx4-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hzfs1/dj95zk18,ark:/21198/zz002hzfs1,,,Page,egyptology/pdf/masters/21198-zz002hzfs1-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002j97mf/0j204t9b,ark:/21198/zz002j97mf,,,Page,egyptology/pdf/masters/21198-zz002j97mf-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jj949/cj685g8d,ark:/21198/zz002jj949,,,Page,egyptology/pdf/masters/21198-zz002jj949-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jj95t/z504hz86,ark:/21198/zz002jj95t,,,Page,egyptology/pdf/masters/21198-zz002jj95t-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jks72/vf21fq1j,ark:/21198/zz002jks72,,,Page,egyptology/pdf/masters/21198-zz002jks72-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k2h3t/59843n35,ark:/21198/zz002k2h3t,,,Page,egyptology/pdf/masters/21198-zz002k2h3t-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k2rxm/f5172361,ark:/21198/zz002k2rxm,,,Page,egyptology/pdf/masters/21198-zz002k2rxm-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k6dfb/4s25479k,ark:/21198/zz002k6dfb,,,Page,egyptology/pdf/masters/21198-zz002k6dfb-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k6stb/4s48pt56,ark:/21198/zz002k6stb,,,Page,egyptology/pdf/masters/21198-zz002k6stb-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k6x4x/bb93xg50,ark:/21198/zz002k6x4x,,,Page,egyptology/pdf/masters/21198-zz002k6x4x-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7g85/n413cb37,ark:/21198/zz002k7g85,,,Page,egyptology/pdf/masters/21198-zz002k7g85-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k7jnt/tj40690k,ark:/21198/zz002k7jnt,,,Page,egyptology/pdf/masters/21198-zz002k7jnt-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h46x,ark:/21198/zz000rwn8d,7,Needs Review,Work,egyptology/text/masters/21198-zz0025h46x-1-master.xml,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,,,,,,,Y,,,,,,,,Bone and Ivory,,uee1371,,,,,,coming soon,,Os et Ivoire,Bein und Elfenbein,2010,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h47f,ark:/21198/zz000rwn8d,7,Needs Review,Work,egyptology/text/masters/21198-zz0025h47f-1-master.xml,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Monarchy,,,,,,,,,Y,,,,,,,,King,,uee1543,,,,,,,?,?,?,2010,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h66w,ark:/21198/zz000rwn8d,7,Needs Review,Work,egyptology/text/masters/21198-zz0025h66w-1-master.xml,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,,,,,,,Y,,,,,,,,Bull's tail,,uee1413,,,,,,,?,?,?,2010,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h68x,ark:/21198/zz000rwn8d,7,Needs Review,Work,egyptology/text/masters/21198-zz0025h68x-1-master.xml,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,,,,,,,Y,,,,,,,,Sed festival,,uee1268,,,,,,,?,?,?,2010,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000rz52f/vv67v14q,ark:/21198/zz000rz52f,,,Page,egyptology/text/masters/21198-zz000rz52f-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mg4/tw43xd35,ark:/21198/zz000s3mg4,,,Page,egyptology/text/masters/21198-zz000s3mg4-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mhn/mp63jx8r,ark:/21198/zz000s3mhn,,,Page,egyptology/text/masters/21198-zz000s3mhn-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mj5/r149v22n,ark:/21198/zz000s3mj5,,,Page,egyptology/text/masters/21198-zz000s3mj5-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mkp/gb00dg7f,ark:/21198/zz000s3mkp,,,Page,egyptology/text/masters/21198-zz000s3mkp-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mm6/cr44pb92,ark:/21198/zz000s3mm6,,,Page,egyptology/text/masters/21198-zz000s3mm6-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mnq/3p03d189,ark:/21198/zz000s3mnq,,,Page,egyptology/text/masters/21198-zz000s3mnq-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mp7/zf77c25m,ark:/21198/zz000s3mp7,,,Page,egyptology/text/masters/21198-zz000s3mp7-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mqr/hz80w57g,ark:/21198/zz000s3mqr,,,Page,egyptology/text/masters/21198-zz000s3mqr-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mr8/z152x037,ark:/21198/zz000s3mr8,,,Page,egyptology/text/masters/21198-zz000s3mr8-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mss/dv119p70,ark:/21198/zz000s3mss,,,Page,egyptology/text/masters/21198-zz000s3mss-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s3mss/mm528x4d,ark:/21198/zz000s3mss,,,Page,egyptology/text/masters/21198-zz000s3mss-5-master.xml,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s5mbz/v456711p,ark:/21198/zz000s5mbz,,,Page,egyptology/text/masters/21198-zz000s5mbz-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000s7j4s/ts83w76n,ark:/21198/zz000s7j4s,,,Page,egyptology/text/masters/21198-zz000s7j4s-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000sn03x/mb832s34,ark:/21198/zz000sn03x,,,Page,egyptology/text/masters/21198-zz000sn03x-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz000sn03x/pk702g77,ark:/21198/zz000sn03x,,,Page,egyptology/text/masters/21198-zz000sn03x-5-master.xml,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0013x9jp/0v89490k,ark:/21198/zz0013x9jp,,,Page,egyptology/text/masters/21198-zz0013x9jp-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017jtts/7514d78p,ark:/21198/zz0017jtts,,,Page,egyptology/text/masters/21198-zz0017jtts-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndh48/md68nc14,ark:/21198/zz001ndh48,,,Page,egyptology/text/masters/21198-zz001ndh48-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn3p/qg91h686,ark:/21198/zz001ndn3p,,,Page,egyptology/text/masters/21198-zz001ndn3p-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndn9s/8v393v9d,ark:/21198/zz001ndn9s,,,Page,egyptology/text/masters/21198-zz001ndn9s-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr4n/cw08b31g,ark:/21198/zz001ndr4n,,,Page,egyptology/text/masters/21198-zz001ndr4n-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001ndr97/tr164z8s,ark:/21198/zz001ndr97,,,Page,egyptology/text/masters/21198-zz001ndr97-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf31c/4w41cn13,ark:/21198/zz001nf31c,,,Page,egyptology/text/masters/21198-zz001nf31c-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf609/pb350s1r,ark:/21198/zz001nf609,,,Page,egyptology/text/masters/21198-zz001nf609-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf61t/q469r69c,ark:/21198/zz001nf61t,,,Page,egyptology/text/masters/21198-zz001nf61t-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf62b/6t327t87,ark:/21198/zz001nf62b,,,Page,egyptology/text/masters/21198-zz001nf62b-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf63v/w551674r,ark:/21198/zz001nf63v,,,Page,egyptology/text/masters/21198-zz001nf63v-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf64c/m112rb14,ark:/21198/zz001nf64c,,,Page,egyptology/text/masters/21198-zz001nf64c-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf65w/b1168d0d,ark:/21198/zz001nf65w,,,Page,egyptology/text/masters/21198-zz001nf65w-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf66d/g359mr5q,ark:/21198/zz001nf66d,,,Page,egyptology/text/masters/21198-zz001nf66d-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf67x/gr03fh4b,ark:/21198/zz001nf67x,,,Page,egyptology/text/masters/21198-zz001nf67x-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf68f/7493zr4j,ark:/21198/zz001nf68f,,,Page,egyptology/text/masters/21198-zz001nf68f-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6bg/1z282f66,ark:/21198/zz001nf6bg,,,Page,egyptology/text/masters/21198-zz001nf6bg-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6c0/z744bf95,ark:/21198/zz001nf6c0,,,Page,egyptology/text/masters/21198-zz001nf6c0-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6dh/k211w82f,ark:/21198/zz001nf6dh,,,Page,egyptology/text/masters/21198-zz001nf6dh-5-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6gj/vg395f8z,ark:/21198/zz001nf6gj,,,Page,egyptology/text/masters/21198-zz001nf6gj-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6jk/1013x179,ark:/21198/zz001nf6jk,,,Page,egyptology/text/masters/21198-zz001nf6jk-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7bz/v4314j61,ark:/21198/zz001nf7bz,,,Page,egyptology/text/masters/21198-zz001nf7bz-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7cg/pp33cm0s,ark:/21198/zz001nf7cg,,,Page,egyptology/text/masters/21198-zz001nf7cg-6-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7d0/q2415v9c,ark:/21198/zz001nf7d0,,,Page,egyptology/text/masters/21198-zz001nf7d0-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7fh/qp82t40s,ark:/21198/zz001nf7fh,,,Page,egyptology/text/masters/21198-zz001nf7fh-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbcx/nc09j58c,ark:/21198/zz001nfbcx,,,Page,egyptology/text/masters/21198-zz001nfbcx-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbdf/bz17dr5b,ark:/21198/zz001nfbdf,,,Page,egyptology/text/masters/21198-zz001nfbdf-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbfz/jb451244,ark:/21198/zz001nfbfz,,,Page,egyptology/text/masters/21198-zz001nfbfz-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbgg/tt28gb0q,ark:/21198/zz001nfbgg,,,Page,egyptology/text/masters/21198-zz001nfbgg-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbh0/ps429q3r,ark:/21198/zz001nfbh0,,,Page,egyptology/text/masters/21198-zz001nfbh0-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nwz18/7z86gk8q,ark:/21198/zz001nwz18,,,Page,egyptology/text/masters/21198-zz001nwz18-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nx697/cj86tp4k,ark:/21198/zz001nx697,,,Page,egyptology/text/masters/21198-zz001nx697-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0021bx22/rf49tz1m,ark:/21198/zz0021bx22,,,Page,egyptology/text/masters/21198-zz0021bx22-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311pm/cn78xh42,ark:/21198/zz002311pm,,,Page,egyptology/text/masters/21198-zz002311pm-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311q4/0r873q5h,ark:/21198/zz002311q4,,,Page,egyptology/text/masters/21198-zz002311q4-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00256swd/rk031902,ark:/21198/zz00256swd,,,Page,egyptology/text/masters/21198-zz00256swd-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025dxbr/r467712v,ark:/21198/zz0025dxbr,,,Page,egyptology/text/masters/21198-zz0025dxbr-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025fks3/8751sm86,ark:/21198/zz0025fks3,,,Page,egyptology/text/masters/21198-zz0025fks3-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6fh/pm00q76p,ark:/21198/zz0025h6fh,,,Page,egyptology/text/masters/21198-zz0025h6fh-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6kk/vd322d0q,ark:/21198/zz0025h6kk,,,Page,egyptology/text/masters/21198-zz0025h6kk-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025jxjn/j348rr6x,ark:/21198/zz0025jxjn,,,Page,egyptology/text/masters/21198-zz0025jxjn-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5gf/8z37dh91,ark:/21198/zz0025k5gf,,,Page,egyptology/text/masters/21198-zz0025k5gf-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5hz/n412kr7v,ark:/21198/zz0025k5hz,,,Page,egyptology/text/masters/21198-zz0025k5hz-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025n765/bw74446z,ark:/21198/zz0025n765,,,Page,egyptology/text/masters/21198-zz0025n765-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025nqg2/2f82w561,ark:/21198/zz0025nqg2,,,Page,egyptology/text/masters/21198-zz0025nqg2-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025qh2v/0g78rv4j,ark:/21198/zz0025qh2v,,,Page,egyptology/text/masters/21198-zz0025qh2v-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr1m/dv75dd90,ark:/21198/zz0025sr1m,,,Page,egyptology/text/masters/21198-zz0025sr1m-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
