Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7cg/pp33cm0s,ark:/21198/zz001nf7cg,,,Page,egyptology/text/masters/21198-zz001nf7cg-6-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7cg/vd52gs40,ark:/21198/zz001nf7cg,,,Page,egyptology/pdf/masters/21198-zz001nf7cg-5-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7d0/b6724n9x,ark:/21198/zz001nf7d0,,,Page,egyptology/pdf/masters/21198-zz001nf7d0-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7d0/q2415v9c,ark:/21198/zz001nf7d0,,,Page,egyptology/text/masters/21198-zz001nf7d0-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7fh/qp82t40s,ark:/21198/zz001nf7fh,,,Page,egyptology/text/masters/21198-zz001nf7fh-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7fh/vq96vc65,ark:/21198/zz001nf7fh,,,Page,egyptology/pdf/masters/21198-zz001nf7fh-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbcx/nc09j58c,ark:/21198/zz001nfbcx,,,Page,egyptology/text/masters/21198-zz001nfbcx-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbcx/ns95w31r,ark:/21198/zz001nfbcx,,,Page,egyptology/pdf/masters/21198-zz001nfbcx-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbdf/bz17dr5b,ark:/21198/zz001nfbdf,,,Page,egyptology/text/masters/21198-zz001nfbdf-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbdf/gf26ck86,ark:/21198/zz001nfbdf,,,Page,egyptology/pdf/masters/21198-zz001nfbdf-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbfz/6089kv45,ark:/21198/zz001nfbfz,,,Page,egyptology/pdf/masters/21198-zz001nfbfz-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbfz/jb451244,ark:/21198/zz001nfbfz,,,Page,egyptology/text/masters/21198-zz001nfbfz-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbgg/tt28gb0q,ark:/21198/zz001nfbgg,,,Page,egyptology/text/masters/21198-zz001nfbgg-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbgg/v290z51s,ark:/21198/zz001nfbgg,,,Page,egyptology/pdf/masters/21198-zz001nfbgg-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbh0/gx17k45p,ark:/21198/zz001nfbh0,,,Page,egyptology/pdf/masters/21198-zz001nfbh0-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbh0/ps429q3r,ark:/21198/zz001nfbh0,,,Page,egyptology/text/masters/21198-zz001nfbh0-4-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nwz18/7z86gk8q,ark:/21198/zz001nwz18,,,Page,egyptology/text/masters/21198-zz001nwz18-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nwz18/z3596b2c,ark:/21198/zz001nwz18,,,Page,egyptology/pdf/masters/21198-zz001nwz18-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nx697/8v710g9w,ark:/21198/zz001nx697,,,Page,egyptology/pdf/masters/21198-zz001nx697-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nx697/cj86tp4k,ark:/21198/zz001nx697,,,Page,egyptology/text/masters/21198-zz001nx697-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0021bx22/gk87rs79,ark:/21198/zz0021bx22,,,Page,egyptology/pdf/masters/21198-zz0021bx22-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0021bx22/rf49tz1m,ark:/21198/zz0021bx22,,,Page,egyptology/text/masters/21198-zz0021bx22-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311pm/cn78xh42,ark:/21198/zz002311pm,,,Page,egyptology/text/masters/21198-zz002311pm-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311pm/hd33d98k,ark:/21198/zz002311pm,,,Page,egyptology/pdf/masters/21198-zz002311pm-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311q4/0r873q5h,ark:/21198/zz002311q4,,,Page,egyptology/text/masters/21198-zz002311q4-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002311q4/3k524592,ark:/21198/zz002311q4,,,Page,egyptology/pdf/masters/21198-zz002311q4-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00256swd/0j06rk58,ark:/21198/zz00256swd,,,Page,egyptology/pdf/masters/21198-zz00256swd-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00256swd/rk031902,ark:/21198/zz00256swd,,,Page,egyptology/text/masters/21198-zz00256swd-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025dxbr/c167sk6v,ark:/21198/zz0025dxbr,,,Page,egyptology/pdf/masters/21198-zz0025dxbr-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025dxbr/r467712v,ark:/21198/zz0025dxbr,,,Page,egyptology/text/masters/21198-zz0025dxbr-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025fks3/8751sm86,ark:/21198/zz0025fks3,,,Page,egyptology/text/masters/21198-zz0025fks3-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025fks3/r2069c4s,ark:/21198/zz0025fks3,,,Page,egyptology/pdf/masters/21198-zz0025fks3-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6fh/7b66bf2x,ark:/21198/zz0025h6fh,,,Page,egyptology/pdf/masters/21198-zz0025h6fh-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6fh/pm00q76p,ark:/21198/zz0025h6fh,,,Page,egyptology/text/masters/21198-zz0025h6fh-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6kk/vd322d0q,ark:/21198/zz0025h6kk,,,Page,egyptology/text/masters/21198-zz0025h6kk-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025h6kk/zp103v5p,ark:/21198/zz0025h6kk,,,Page,egyptology/pdf/masters/21198-zz0025h6kk-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025jxjn/j348rr6x,ark:/21198/zz0025jxjn,,,Page,egyptology/text/masters/21198-zz0025jxjn-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025jxjn/zt46ww05,ark:/21198/zz0025jxjn,,,Page,egyptology/pdf/masters/21198-zz0025jxjn-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5gf/8z37dh91,ark:/21198/zz0025k5gf,,,Page,egyptology/text/masters/21198-zz0025k5gf-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5gf/rp62qx74,ark:/21198/zz0025k5gf,,,Page,egyptology/pdf/masters/21198-zz0025k5gf-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5hz/3j998t6x,ark:/21198/zz0025k5hz,,,Page,egyptology/pdf/masters/21198-zz0025k5hz-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025k5hz/n412kr7v,ark:/21198/zz0025k5hz,,,Page,egyptology/text/masters/21198-zz0025k5hz-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025n765/bw74446z,ark:/21198/zz0025n765,,,Page,egyptology/text/masters/21198-zz0025n765-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025n765/cj159h2w,ark:/21198/zz0025n765,,,Page,egyptology/pdf/masters/21198-zz0025n765-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025nqg2/0t24d91p,ark:/21198/zz0025nqg2,,,Page,egyptology/pdf/masters/21198-zz0025nqg2-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025nqg2/2f82w561,ark:/21198/zz0025nqg2,,,Page,egyptology/text/masters/21198-zz0025nqg2-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025qh2v/0g78rv4j,ark:/21198/zz0025qh2v,,,Page,egyptology/text/masters/21198-zz0025qh2v-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025qh2v/m286642d,ark:/21198/zz0025qh2v,,,Page,egyptology/pdf/masters/21198-zz0025qh2v-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr1m/dv75dd90,ark:/21198/zz0025sr1m,,,Page,egyptology/text/masters/21198-zz0025sr1m-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr1m/w7279q17,ark:/21198/zz0025sr1m,,,Page,egyptology/pdf/masters/21198-zz0025sr1m-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr24/g380wc1v,ark:/21198/zz0025sr24,,,Page,egyptology/pdf/masters/21198-zz0025sr24-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0025sr24/gz00rq40,ark:/21198/zz0025sr24,,,Page,egyptology/text/masters/21198-zz0025sr24-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026v3wp/9r579807,ark:/21198/zz0026v3wp,,,Page,egyptology/text/masters/21198-zz0026v3wp-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026v3wp/kh63ct0z,ark:/21198/zz0026v3wp,,,Page,egyptology/pdf/masters/21198-zz0026v3wp-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026v548/cg26925p,ark:/21198/zz0026v548,,,Page,egyptology/text/masters/21198-zz0026v548-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026v548/fs59j687,ark:/21198/zz0026v548,,,Page,egyptology/pdf/masters/21198-zz0026v548-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026vtgm/2h86m483,ark:/21198/zz0026vtgm,,,Page,egyptology/pdf/masters/21198-zz0026vtgm-3-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026vtgm/vv67b58d,ark:/21198/zz0026vtgm,,,Page,egyptology/text/masters/21198-zz0026vtgm-4-master.xml,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026vtgm/wh424q8k,ark:/21198/zz0026vtgm,,,Page,egyptology/text/masters/21198-zz0026vtgm-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026wfgr/6334rp78,ark:/21198/zz0026wfgr,,,Page,egyptology/pdf/masters/21198-zz0026wfgr-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0026wfgr/vv91h860,ark:/21198/zz0026wfgr,,,Page,egyptology/text/masters/21198-zz0026wfgr-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0027fc04/22032f69,ark:/21198/zz0027fc04,,,Page,egyptology/pdf/masters/21198-zz0027fc04-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0027fc04/sq95xk14,ark:/21198/zz0027fc04,,,Page,egyptology/text/masters/21198-zz0027fc04-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0027fcnz/bx74t21j,ark:/21198/zz0027fcnz,,,Page,egyptology/pdf/masters/21198-zz0027fcnz-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0027fcnz/vm43d13p,ark:/21198/zz0027fcnz,,,Page,egyptology/text/masters/21198-zz0027fcnz-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0028961v/8f888x7w,ark:/21198/zz0028961v,,,Page,egyptology/text/masters/21198-zz0028961v-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0028961v/ng86hv74,ark:/21198/zz0028961v,,,Page,egyptology/pdf/masters/21198-zz0028961v-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00293crv/mk26bn1c,ark:/21198/zz00293crv,,,Page,egyptology/pdf/masters/21198-zz00293crv-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz00293crv/s165612t,ark:/21198/zz00293crv,,,Page,egyptology/text/masters/21198-zz00293crv-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b227q/6292h581,ark:/21198/zz002b227q,,,Page,egyptology/text/masters/21198-zz002b227q-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002b227q/s2113v93,ark:/21198/zz002b227q,,,Page,egyptology/pdf/masters/21198-zz002b227q-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bpmfm/0q25jf0c,ark:/21198/zz002bpmfm,,,Page,egyptology/text/masters/21198-zz002bpmfm-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bpmfm/h2491m6j,ark:/21198/zz002bpmfm,,,Page,egyptology/pdf/masters/21198-zz002bpmfm-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bqmpp/m2684q05,ark:/21198/zz002bqmpp,,,Page,egyptology/pdf/masters/21198-zz002bqmpp-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bqmpp/nj65kf2v,ark:/21198/zz002bqmpp,,,Page,egyptology/text/masters/21198-zz002bqmpp-3-master.xml,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bqmpp/nn07cc6p,ark:/21198/zz002bqmpp,,,Page,egyptology/text/masters/21198-zz002bqmpp-1-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bwv5j/3t053q9s,ark:/21198/zz002bwv5j,,,Page,egyptology/text/masters/21198-zz002bwv5j-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bwv5j/zq02fs8r,ark:/21198/zz002bwv5j,,,Page,egyptology/pdf/masters/21198-zz002bwv5j-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bzzgj/vh76281s,ark:/21198/zz002bzzgj,,,Page,egyptology/pdf/masters/21198-zz002bzzgj-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002bzzgj/vm213w6w,ark:/21198/zz002bzzgj,,,Page,egyptology/text/masters/21198-zz002bzzgj-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4k99/21151j8t,ark:/21198/zz002c4k99,,,Page,egyptology/text/masters/21198-zz002c4k99-3-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4k99/9267q247,ark:/21198/zz002c4k99,,,Page,egyptology/pdf/masters/21198-zz002c4k99-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002cbdg5/8d56546g,ark:/21198/zz002cbdg5,,,Page,egyptology/text/masters/21198-zz002cbdg5-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002cbdg5/w180zg6z,ark:/21198/zz002cbdg5,,,Page,egyptology/pdf/masters/21198-zz002cbdg5-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002czx07/2610dx16,ark:/21198/zz002czx07,,,Page,egyptology/pdf/masters/21198-zz002czx07-2-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002czx07/2c12w04x,ark:/21198/zz002czx07,,,Page,egyptology/text/masters/21198-zz002czx07-1-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dj955/8h07cp4x,ark:/21198/zz002dj955,,,Page,egyptology/text/masters/21198-zz002dj955-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dj955/vk052m3t,ark:/21198/zz002dj955,,,Page,egyptology/pdf/masters/21198-zz002dj955-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dmv5s/43634c73,ark:/21198/zz002dmv5s,,,Page,egyptology/pdf/masters/21198-zz002dmv5s-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dmv5s/bh97wc0h,ark:/21198/zz002dmv5s,,,Page,egyptology/text/masters/21198-zz002dmv5s-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8xd/4233x92k,ark:/21198/zz002dn8xd,,,Page,egyptology/text/masters/21198-zz002dn8xd-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8xd/f299206c,ark:/21198/zz002dn8xd,,,Page,egyptology/pdf/masters/21198-zz002dn8xd-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8zx/0g212m0q,ark:/21198/zz002dn8zx,,,Page,egyptology/pdf/masters/21198-zz002dn8zx-1-master.pdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8zx/5k39kj75,ark:/21198/zz002dn8zx,,,Page,egyptology/text/masters/21198-zz002dn8zx-2-master.xml,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,,
