Item ARK,Parent ARK,Parent ARK,Object Type,Title,STAGE URL,Thumbnail,File Name,AltTitle.other,Item Sequence,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,viewingHint,IIIF Manifest URL
ark:/21198/z1cr7mqd,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cr7mqd,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4njp,0260me00420_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.2 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00420|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cr7mqd/manifest
ark:/21198/z1806w1v,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1806w1v,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n0351f,0260me00421_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.9 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00421|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1806w1v/manifest
ark:/21198/z147647m,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z147647m,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck0c0q,0260me00422_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 5.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00422|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz147647m/manifest
ark:/21198/z10g5cf0,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z10g5cf0,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418vmx,0260me00423_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.5 cm x 5.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00423|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g5cf0/manifest
ark:/21198/z1vq4vz9,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1vq4vz9,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7mcv,0260me00424_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 5.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00424|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq4vz9/manifest
ark:/21198/z1qz4498,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1qz4498,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34t8j,0260me00425_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.1 cm x 6.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00425|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz4498/manifest
ark:/21198/z1m63cp6,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1m63cp6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk39vx,0260me00426_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00426|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m63cp6/manifest
ark:/21198/z1gj1b99,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1gj1b99,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321tfn,0260me00427_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.5 cm x 7.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00427|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj1b99/manifest
ark:/21198/z1bs0kj4,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1bs0kj4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0k6k,0260me00428_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.2 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00428|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs0kj4/manifest
ark:/21198/z1709tsq,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1709tsq,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37s45,0260me00429_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 5.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00429|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1709tsq/manifest
ark:/21198/z137930w,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z137930w,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k68r0,0260me00430_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.1 cm x 5.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00430|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz137930w/manifest
ark:/21198/z1zg8kh6,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zg8kh6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224s8t,0260me00431_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.1 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00431|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg8kh6/manifest
ark:/21198/z1tq7twt,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1tq7twt,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn27gh,0260me00432_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00432|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq7twt/manifest
ark:/21198/z1pz736b,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1pz736b,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40r27,0260me00433_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.1 cm x 6.3 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00433|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz736b/manifest
ark:/21198/z1k951w7,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1k951w7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k97mm,0260me00434_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,6.1 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00434|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k951w7/manifest
ark:/21198/z1fj496c,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1fj496c,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156fmn,0260me00435_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,6.2 cm x 6.2 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00435|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj496c/manifest
ark:/21198/z19s3jc9,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19s3jc9,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn56ck,0260me00436_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,7.1 cm x 5.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00436|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms|~|hair style,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s3jc9/manifest
ark:/21198/z1612smf,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1612smf,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43q16,0260me00437_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 6.3 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00437|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1612smf/manifest
ark:/21198/z12821w3,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z12821w3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m26gs,0260me00438_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.2 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00438|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12821w3/manifest
ark:/21198/z1xh1jh5,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1xh1jh5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059dft,0260me00439_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 6.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00439|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xh1jh5/manifest
ark:/21198/z1st9h4q,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1st9h4q,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn8593,0260me00440_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.7 cm x 5.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00440|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1st9h4q/manifest
ark:/21198/z1p28rhn,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1p28rhn,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46nvz,0260me00441_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9.4 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00441|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p28rhn/manifest
ark:/21198/z1j980tr,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1j980tr,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3vss,0260me00442_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.8 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00442|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j980tr/manifest
ark:/21198/z1dj781j,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dj781j,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62mj1,0260me00443_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.7 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00443|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dj781j/manifest
ark:/21198/z18s6h7x,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z18s6h7x,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp146q,0260me00444_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,9 cm x 6.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00444|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18s6h7x/manifest
ark:/21198/z1515rjz,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1515rjz,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49mnp,0260me00445_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.7 cm x 6.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00445|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1515rjz/manifest
ark:/21198/z11850wh,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11850wh,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6tmz,0260me00446_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.5 cm x 6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00446|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|buzz cut|~|hair style|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11850wh/manifest
ark:/21198/z1wm36q6,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1wm36q6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65kgj,0260me00447_DC01-M.tif,,,Studio Metropole (former) Collection,,1960-1971,1960/1971,,,,8.6 cm x 5.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0260me00447|~|Collection 0260me|~|Box 61,Rahmattolah Hashemi |~| Studio Metropole,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|passport photo|~|army|~|gender roles|~|gender norms,Qom (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wm36q6/manifest
