Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm2x,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm2x_2417183_master.tif,260,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_258,Page 241,"[captions][partially obscured caption] August 3, 1929A.E. (Tony) Moline, Buyer. A.H. Burt, salesman.P.L. Armstrong, salesman.Grace liggett on right. Gladys Wickham's sister on left throwing a child.Gladys Wickham.Mrs Bencom bookkeeper, right. Gladys, Wickham, center.|~|Six photographs of beach goers at Hermosa Beach.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkwv,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkwv_2417186_master.tif,261,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_259,Page 242,"[captions][newspaper clipping]Woman dies in collision, ""gentleman Burglar"" foils doubled police patrols, Shariff pushes kidnap search.",Newspaper clipping of woman who dies in collision.,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkxc,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkxc_2417189_master.tif,262,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_260,Page 243,"[captions]Twin Lakes 1929.A busy day in campHebard West sleeps outside on the ground. August 25, 1929.On August 26, 1929, we took a four mile hike to Barney lake and back. Snow may be seen all around Barney Lake. There were fish in the lake but we could not catch a one. It was a beutiful [beautiful] lake of clear cold water.|~|Three photographs of Twin Lakes in 1929, campers and landscape.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmktt,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmktt_2417192_master.tif,263,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_261,Page 244,"Two photographs of landscape and campers at Twin Lakes.|~|[captions]Barney Lake taken by Will Shaw. L to R: H.H. West, Mertie West, Hebard West, Will Shaw, Wes Witherby, Agnes Whitaker. The photo was taken by Forrest Whitaker with Will Shaw's camera.The trail through the Aspens from Twin Lakes up to Barney Lake. and Agnes Whitaker.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmj5,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmj5_2417195_master.tif,264,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_262,Page 245,"Three photographs of Lone Pine August 1929: two shots of groups walking on the streets of Lone Pine.|~|[captions]Mt Whitney from the streets of Lone Pine August 1929Pete Aigner, propr of the Lone Pine Garage, and Frank Klinefelter, a sales man of the Western Rubber & Supply Co. Making an adjustment of H.H. West's Buick at Lone Pine in 1914.Forest [Forrest] Whitaker fixing his vacuum tank at Lone Pine August 20, 1930. Mertie West standing on curb.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm3f,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm3f_2417198_master.tif,265,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_263,Page 246,"Four photographs of Whitaker and others near Grant Lake preparing to fish.|~|[captions]August 1929 trip to Silver Lake.We drive down to Grant Lake and fish for a day. Forrest Whitaker and some of the trout AUgust 29, 1929.A. Whitaker and Grant Lake fish. Same day and place.H.H. West and a couple of the Grant lake fish. Taken at our camp on Rush Creek, Aug. 1929A photo of A. Whitaker landing one of his trout when we were fishing Grant Lake Aug, 1929. The fish may be seen with Forrest netting it.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm5g,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm5g_2417201_master.tif,266,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_264,Page 247,"[captions]This picture shows Crooked Creek canyon. In 1912/14 it was the only road between Long Valley and what is now called Tom's Place. There were no bridges, and we crossed the stream time after time. The canyon was very narrow, with steeps walls, as may be seen. Elizabeth and Frances West on the rocks at the edge of stream.One of our camps about 1915 on the Owens River at Thompson's|~|Two photographs of Crooked Creek Canyon (1912/14) and various camps on the Owena River.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmfm,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmfm_2417204_master.tif,267,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_265,Page 248,"Four photographs of Pine Creek fishing and camp.|~|[captions]Pine Creek 1930.Hebard and Will Shaw fishing in Pine Creek,Will gets a fish. Note the shadow on his leg. Fishing was not very good but we got several messes.Hebard fishing Pine Creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmhn,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmhn_2417207_master.tif,268,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_266,Page 249,"[captions]Pine Creek 1930Forrest's Willys-Knight, as we left for Los Angeles.Our camp at Pine Creek, under the pine tree; Mertie, Agnes and Forrest in sight.|~|Two photographs of man with car and camp at Pine Creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkzw,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkzw_2417210_master.tif,269,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_267,Page 250,"[captions]In August 1930 Forrest Whitaker with his Willys-Knight, and I with a Chandler, started for the Mammoth Lakes Country, and Long Valley for a vacation and fishing. We stopped for breakfast at Clanche, but the restaurant not looking good, we3 concluded to run on over to Lone pine to eat. Forrest was leading and making good time, and the old CHandler I had being overloaded, could not stand the strain.This shows my miner's tent pitched at Gray's Meadows. L to R: Agnes Whitaker, Mertie West, Hebard West and Forrest Whitaker. We were camped on Pine Creek about 300 yards below Gray's Meadows. Will Shaw had my green baker tent, and he is shown standing in front of it adjusting his camera. Will went along on the trip with us.|~|Two photographs of West's ""miner's tent"" at Gray's Meadows.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm7h,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm7h_2417213_master.tif,270,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_268,Page 251,"[captions]Pine Creek - Gray's Meadows.L to R: Agnes Whitaker, Merite West, Forrest Whitaker, Will Shaw. I sent a copy of this picture to Kellogg, as Will Shaw thought it was a good advertisement of Kellogg's Corn Flakes. They returned the picture with thanks and sent me two small boxes of corn flakes.On Pine Creek. L to R: Forrest, Agnes, Mertie and Will Shaw.|~|Four photographs of campers on Pine Creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmm6,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmm6_2417218_master.tif,271,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_269,Page 252,"[captions]Victory Park up the Arroyo: a good place to spend a hot day,L to R: Wright Prickett, Jr. Hebard West, Mertie West, A. Whitaker. June 1930.Hattie Whitaker drinking at Victor Park Aug, 24, 1930Jessie Shaw combining Eleanor Shaw's hair, Victory Park, Aug. 24, 1930.L to R: Guy Whitaker, Lester Shaw, Everett Shaw, Forrest Whitaker, Victory Park Aug. 24, 1930.|~|Four photographs Whitaker family drinking and eating near camp.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm1d,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm1d_2417221_master.tif,272,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_270,Page 253,"Three photographs of Will Shaw, Edmond Montfort, and other Shaw Family members in Victory Park.|~|[captions]Victory Park ViewsL to R: Edmund Montfort, Alice Prickett, Mildred Keethler. Victory Park No. 2, Sunday, June 26, 1932.Will Shaw is interrupted while taking a picture of our group in Victory Park No. 2, June 26, 1932.L to R: Edmond Montfort, Romayne Shaw, Edith Shaw, Josie Shaw, Mertie West, with Bertha Keethler kneeling, Victory park No.2, June 26, 1932.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm9j,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm9j_2417224_master.tif,273,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclallsc_98_b123_271,Page 254,"Three photographs of West, Shaw, and Prickett families by cottage near Manhattan Beach.|~|[captions]Manhattan Beach, California.L to R - Hebard West, Wright Prickett, Jr. Everett Shaw, Manhattan June 1930.We take a cottage at the beach L to R Josie Shaw, A. Whitaker, Mertie West.The Witherbys get the Bailey cottage for a week end and a party of us go down: L to R Josie Shaw, Will Shaw, A. Whitaker, Mertie West, Everett Shaw, Wright Prickett, Jr. Wes Witherby.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmkp,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmkp_2417227_master.tif,274,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_272,Page 255,"[captions]The Keethlers were here and we went to mt Lowe. Taken on the inclined railway. Bertha Keethler at the rail, Mertie West and Mildred Keethler with back to camera.At the point of a ridge above Mt Lowe. The horse pushes the car.A picture taken in Scotland, and given to me by Bob Fulton, one of my clerks in the office at the Arcade Depot about 1900.|~|Three photographs of family near Mt Lowe, and a photograph taken in Scotland (West did not take this photograph).",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm0w,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm0w_2417230_master.tif,275,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_273,Page 256,"[captions]Santa Ana, CaliforniaWayne West and Maud Foreman West, at Wayne;s house, 1022 South Main Street, Santa Ana, California, February 1, 1931.In Wayne's rear yard. February 1, 1931. Left to right: Richard Siemsen, Al Siemsen, Maud Foreman West, Hebard West with Boy Scout sweater, Mertie West with Dorothea Siemsen in front; Elizabeth West Siemsen, Wayne West.|~|Two photographs of Wayne and Maud Foreman West family in front and backyard.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmkvb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmkvb_2417233_master.tif,276,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_274,Page 257,"Four photographs of Wayne, Richard, and Wilson Darby West in front of Wayne West's home.|~|[captions]Wayne Wet in front of his place Sept. 9, 1933.Richard Darwin West Sept. 9, 1933Two pictures of Wilson Darby West, Santa Ana, Sept. 9, 1933.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmd3,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmmd3_2417236_master.tif,277,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_275,Page 258,"Four photographs of Los Angeles Olympiad 1932. Also, photograph of Bidwell home.|~|[captions]Los Angeles Olympiad, July 30, 1921Massing of athletes and flags.The Baby Grand Chevrolet at Lebec, on the way home from Yosemite with Frank Beckett, Wilf Clin Jr and Elizabeth West.A picture of Will McIntyre and Jessie Conner's baby, taken at Indio, Calif., where will was agent. Taken July 6, 1900.A picture taken at Jim Bidwell's house near Hat Creek Post Office, Shasta County, 1917. L to R: Mrs Jim Bidwell amntwo little children; Wilf Cline, Jr.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm81,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmm81_2417239_master.tif,278,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_276,Page 259,"Three photographs of fishing near Convict Lake, a camp at Hilton Creek, and employee of the Superintendent's office.|~|[captions]The employees of the Superintendent's office of the S.P.R. caught the oil fever about 1895, and organized the Live Oak Oil Company, and set out to file on some oil land. Oil land then could be taken up from the government. Some of the railroad men had formed companies and filed up near Taft and made lots of money. The Mt Diablo Oil Co. was an example of a company that paid good....Al Schmitz starting the fire at our camp at Hilton Creek about 1916. Elmer Cole in front of my Cadillac. Snow everywhere. Note the tarpaulin stretched to keep off the wind which blew strong and cold.Fishing convict lake where the little creek runs into it at the upper end. The fishermen are Harry and Al Schmitz, kirk, Jim Scullin and his boy about 1919.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmm4z,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmm4z_2417242_master.tif,279,private,,,,,,,,,,,,,,,,uclalsc_98_b123_277,Page 260,"Four photographs of Boy Scout, Troop 76, camp in Big Pines.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmvt,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmmvt_2417245_master.tif,280,private,,,,,,,,,,,,,,,,uclalsc_98_b123_278,Page 261,Five photographs of more boy scouts in Troop 76 at Griffith Park. Also Mascot Pictures Co.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmn91,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmn91_2417248_master.tif,281,private,,,,,,,,,,,,,,,,uclalsc_98_b123_279,Page 262,Three photographs of West family at Big Pines and more boy scouts.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmmxv,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmmxv_2417251_master.tif,282,private,,,,,,,,,,,,,,,,uclalsc_98_b123_280,Page 263,"Four photographs of scout tents, Webb on the way to an animal farm, and preparing camp at Cajon Pass.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmn1w,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmn1w_2417254_master.tif,283,private,,,,,,,,,,,,,,,,uclalsc_98_b123_281,Page 264,Four photographs of Wells and West family members in front of the cabin at Minnelusa Canyon.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmn4f,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002kmn4f_2417257_master.tif,284,private,,,,,,,,,,,,,,,,uclalsc_98_b123_282,Page 265,"Five photographs of cabin in Minnelusa canyon, and other shots from West's trip to Big Bear.",,,,,,,,,,
