Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hrgr,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Revere Copper and Brass Incorporated,still image|~|text,paged,,private,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 29 cm,c1179_b308_f(1)_09_page 82|~|c1179_b308_f(1)_09_page 86|~|c1179_b308_f(1)_09_page 90|~|c1179_b308_f(1)_09_page 81|~|c1179_b308_f(1)_09_page 83|~|c1179_b308_f(1)_09_page 87|~|c1179_b308_f(1)_09_page 91|~|c1179_b308_f(1)_09_page 84|~|c1179_b308_f(1)_09_page 88|~|c1179_b308_f(1)_09_page 92|~|c1179_b308_f(1)_09_page 85|~|c1179_b308_f(1)_09_page 89,,"Housed in the sheet metal specifications folder of the Construction reference files, this section contains the sixth and final set of published instructions. Includes specifications for expansion joints.|~|Loose leaf pages removed from binding. Contains color diagrams. Pages numbered 81-92.","Specifications, sheet metal, undated, 08 of",Between 1946 and 1967,12 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hrpv,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,private,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b308_f(1)_30|~|c1179_b308_f(1)_32|~|c1179_b308_f(1)_34|~|c1179_b308_f(1)_36|~|c1179_b308_f(1)_38|~|c1179_b308_f(1)_31|~|c1179_b308_f(1)_33|~|c1179_b308_f(1)_35|~|c1179_b308_f(1)_37|~|c1179_b308_f(1)_39,,"Folder 1 contains specifications of sheet metal. This section contains details of scope, materials, workmanship, and guarentee for roofing and flashing.","Specifications, sheet metal, undated, 11 of 12",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hrqc,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b308_f(1)_11|~|c1179_b308_f(1)_12|~|c1179_b308_f(1)_15|~|c1179_b308_f(1)_13|~|c1179_b308_f(1)_17|~|c1179_b308_f(1)_16|~|c1179_b308_f(1)_10|~|c1179_b308_f(1)_19|~|c1179_b308_f(1)_18|~|c1179_b308_f(1)_14,,"Folder 1 contains specifications of sheet metal. This section contains details of scope, materials, workmanship, and guarentee for roofing and flashing. Includes one handwritten list of numbered sheet metal scope sheets with abbreviated project names.","Specifications, sheet metal, undated, 09 of",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hrsd,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,Wetherby-Kayser Shoe Company,"Burke & Kober, designers",Architecture--California--20th century|~|Commercial buildings,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(2)_04|~|c1179_b308_f(2)_07|~|c1179_b308_f(2)_02|~|c1179_b308_f(2)_06|~|c1179_b308_f(2)_09|~|c1179_b308_f(2)_05|~|c1179_b308_f(2)_08|~|c1179_b308_f(2)_01|~|c1179_b308_f(2)_03|~|c1179_b308_f(2)_10|~|c1179_b308_f(2)_12|~|c1179_b308_f(2)_11,,"Folder 2 contains two duplicate sets of the shoe store specifications.|~|Folder 2 of the Construction reference files contains specifications for Wetherby-Kayser Shoe Company, Los Angeles, CA. This set includes general conditions and contract with specficiations for walls and flooring, carpentry, hardware, and metal work.","Specifications of building alterations and interior equipment for Wetherby-Kayser, Los Angeles, 1935, 1 of 2","December 20, 1935",12 p.,1935-12-20,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hstd,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b308_f(1)_22|~|c1179_b308_f(1)_26|~|c1179_b308_f(1)_27|~|c1179_b308_f(1)_23|~|c1179_b308_f(1)_21|~|c1179_b308_f(1)_25|~|c1179_b308_f(1)_29|~|c1179_b308_f(1)_20|~|c1179_b308_f(1)_28|~|c1179_b308_f(1)_24,,"Folder 1 contains specifications of sheet metal. This section contains details of scope, materials, workmanship, and guarentee for roofing and flashing.","Specifications, sheet metal, undated, 10 of",Between 1946 and 1967,10 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025httw,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,,,,Architecture--California--20th century|~|Metal-work,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 28 cm,c1179_b308_f(1)_40|~|c1179_b308_f(1)_43|~|c1179_b308_f(1)_41|~|c1179_b308_f(1)_42|~|c1179_b308_f(1)_44|~|c1179_b308_f(1)_45,,"Folder 1 contains specifications of sheet metal. This section contains details of scope, materials, workmanship, and guarentee for roofing and flashing.","Specifications, sheet metal, undated, 12 of 12",Between 1946 and 1967,6 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025hzxc,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,Wetherby-Kayser Shoe Company,"Burke & Kober, designers",Architecture--California--20th century|~|Commercial buildings,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(2)_14|~|c1179_b308_f(2)_17|~|c1179_b308_f(2)_24|~|c1179_b308_f(2)_22|~|c1179_b308_f(2)_21|~|c1179_b308_f(2)_23|~|c1179_b308_f(2)_16|~|c1179_b308_f(2)_19|~|c1179_b308_f(2)_13|~|c1179_b308_f(2)_15|~|c1179_b308_f(2)_20|~|c1179_b308_f(2)_18,,"Folder 2 contains two sets of duplicate specifications for the shoe store.|~|Folder 2 of the Construction reference files contains specifications for Wetherby-Kayser Shoe Company, Los Angeles, CA. This set includes specifications for electrical work, paint and decor, fixtures, and equipment.","Specifications of building alterations and interior equipment for Wetherby-Kayser, Los Angeles, 1935, 2 of 2","December 20, 1935",12 p.,1935-12-20,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j0s7,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_001|~|c1179_b308_f(3)_003|~|c1179_b308_f(3)_002,,Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope and workmanship for earthwork.,"Specification check list, earthwork, undated",Between 1946 and 1967,3 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j0x9,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_007|~|c1179_b308_f(3)_016|~|c1179_b308_f(3)_004|~|c1179_b308_f(3)_005|~|c1179_b308_f(3)_012|~|c1179_b308_f(3)_013|~|c1179_b308_f(3)_014|~|c1179_b308_f(3)_009|~|c1179_b308_f(3)_011|~|c1179_b308_f(3)_010|~|c1179_b308_f(3)_008|~|c1179_b308_f(3)_006|~|c1179_b308_f(3)_015,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, workmanship, prices, and guarentee for concrete and masonry.","Specification check list, concrete and masonry, undated",Between 1946 and 1967,13 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j1hk,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_021|~|c1179_b308_f(3)_017|~|c1179_b308_f(3)_022|~|c1179_b308_f(3)_023|~|c1179_b308_f(3)_026|~|c1179_b308_f(3)_027|~|c1179_b308_f(3)_018|~|c1179_b308_f(3)_024|~|c1179_b308_f(3)_019|~|c1179_b308_f(3)_025|~|c1179_b308_f(3)_020,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, workmanship, and schedule for carpentry, millwork, and accessories.","Specification check list, carpentry, millwork and accessories, undated",Between 1946 and 1967,11 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j2h2,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_028|~|c1179_b308_f(3)_029|~|c1179_b308_f(3)_030|~|c1179_b308_f(3)_031,,Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope for accessories.,"Specification check list, accessories, undated",Between 1946 and 1967,4 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j2pn,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_032|~|c1179_b308_f(3)_034|~|c1179_b308_f(3)_036|~|c1179_b308_f(3)_033|~|c1179_b308_f(3)_035,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, installation, and workmanship for miscellaneous and ornamental metal.","Specification check list, miscellaneous and ornamental metal, undated",Between 1946 and 1967,5 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j3hj,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,private,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_041|~|c1179_b308_f(3)_037|~|c1179_b308_f(3)_038|~|c1179_b308_f(3)_042|~|c1179_b308_f(3)_040|~|c1179_b308_f(3)_045|~|c1179_b308_f(3)_043|~|c1179_b308_f(3)_044|~|c1179_b308_f(3)_039,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, materials, and application for lathing and plastering.","Specification check list, lathing and plastering, undated",Between 1946 and 1967,9 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j3vq,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_046|~|c1179_b308_f(3)_048|~|c1179_b308_f(3)_047,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, materials, and workmanship for metal sash.","Specification check list, metal sash, undated",Between 1946 and 1967,3 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j4dg,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,private,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_049|~|c1179_b308_f(3)_051|~|c1179_b308_f(3)_050,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, materials, and workmanship for metal doors.","Specification check list, metal doors, undated",Between 1946 and 1967,3 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j4jj,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,California,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_052|~|c1179_b308_f(3)_055|~|c1179_b308_f(3)_053|~|c1179_b308_f(3)_054,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, materials, and workmanship for screens and screen-cloth.","Specification check list, screens and screen-cloth, undated",Between 1946 and 1967,4 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j4q4,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_058|~|c1179_b308_f(3)_056|~|c1179_b308_f(3)_057,,"Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope, materials, and workmanship for glass and glazing.","Specification check list, glass and glazing, undated",Between 1946 and 1967,3 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025j4s5,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,checklists|~|specifications,,,,,,Architecture--California--20th century|~|Building,,,eng,Construction reference files (1946-1967),,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b308_f(3)_059|~|c1179_b308_f(3)_065|~|c1179_b308_f(3)_062|~|c1179_b308_f(3)_060|~|c1179_b308_f(3)_063|~|c1179_b308_f(3)_064|~|c1179_b308_f(3)_061,,Folder 3 of the Construction reference files contains specification check lists for multiple types of materials and work. This set specifies scope and materials for heating and ventilating.,"Specification check list, heating and ventilating, undated",Between 1946 and 1967,7 p.,1946/1967,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
