"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t59","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t59_757523_master.tif","450","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 840","","","","","this acid, I therefore made this exper:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t59",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t6t","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t6t_757527_master.tif","451","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 842","","","","","that Caustic Alkali does not contain","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t6t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t7b","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t7b_757535_master.tif","452","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 844","","","","","sequence of its receiving of air from","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t7b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t8v","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t8v_757541_master.tif","453","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 846","","","","","to dissolve in Acids without effer:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t8v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1t9c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1t9c_757547_master.tif","454","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 848","","","","",":pearing in a Solid form but requires","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1t9c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tbw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tbw_757556_master.tif","455","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 850","","","","","but combined with a very singular","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tbw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tcd","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tcd_757559_master.tif","456","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 852","","","","","air it effervesces and we get an","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tcd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tdx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tdx_757564_master.tif","457","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 854","","","","","added and that without effervscences or","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tdx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tff","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tff_757567_master.tif","458","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 856","","","","","There are several ways by which","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tff",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tgz","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tgz_757570_master.tif","459","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 858","","","","","[imme]diately effervescing - Upon examini:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tgz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1thg","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1thg_757574_master.tif","460","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 860","","","","",":moniac with Chalk - Next to this","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1thg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tj0","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tj0_757579_master.tif","461","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 862","","","","","considered it will entirely vanish","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tj0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tkh","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tkh_757600_master.tif","462","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 864","","","","","reasons why this should be the case","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tkh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tm1","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tm1_757603_master.tif","463","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 866","","","","","earth is united with an Acid with","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tm1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tnj","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tnj_757606_master.tif","464","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 868","","","","",":der of attraction which the alkaline Salts","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tnj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tp2","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tp2_757609_master.tif","465","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 870","","","","","the fixed air and the Alkali becomes","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tp2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tqk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tqk_757612_master.tif","466","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 872","","","","","Acids turns out in the following","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tqk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1tr3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1tr3_757615_master.tif","467","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 874","","","","","taken, besides giving us a clear expla:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1tr3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1vzp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1vzp_757619_master.tif","468","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 876","","","","","easy way by which the value of a","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1vzp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wjz","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wjz_757624_master.tif","469","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 878","","","","","With this I finish the account of","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wjz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wkg","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wkg_757629_master.tif","470","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 880","","","","","a number of small round particles","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wkg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wm0","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wm0_757632_master.tif","471","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 882","","","","","which expels the water and it becomes a","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wm0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wnh","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wnh_757635_master.tif","472","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 884","","","","","rather harder than Gypsum but not","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wnh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wp1","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wp1_757644_master.tif","473","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 886","","","","","the water in the Receiver which would","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wp1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wqj","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wqj_757650_master.tif","474","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 888","","","","","it as they usually do in Engraving","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wqj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wr2","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wr2_757659_master.tif","475","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 890","","","","","Spars should not be employed for","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wr2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wsk","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wsk_757669_master.tif","476","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 892","","","","","and by adding more water it is","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wsk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wt3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wt3_757673_master.tif","477","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 894","","","","","the assistance of a little heat they","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wt3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wvm","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wvm_757678_master.tif","478","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 896","","","","","it is most like Lime and is then","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wvm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1ww4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1ww4_757684_master.tif","479","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 898","","","","","was thought that water was necessary","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1ww4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wxn","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wxn_757688_master.tif","480","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 900","","","","",":ting Carbonic acid and it becomes a","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wxn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1wz5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1wz5_757693_master.tif","481","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 902","","","","","when the Barites is added to an alkali","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1wz5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1x05","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1x05_757699_master.tif","482","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 904","","","","","Chapter the Third","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1x05",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1x1p","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1x1p_757705_master.tif","483","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 906","","","","","force and then it strongly absorbs","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1x1p",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1x26","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1x26_757712_master.tif","484","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 908","","","","","[dif]ferent sorts of Clays, and the way","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1x26",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1x3q","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1x3q_757722_master.tif","485","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 910","","","","","Of Tobacco Pipe Clay","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1x3q",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1x47","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1x47_757726_master.tif","486","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 912","","","","","Mr Pott first observed that whilst","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1x47",""
