"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Name.author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract"
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv35","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv35-1-master.tif","14","","","","","","","","Diaries|~|Tours|~|Crieff (Scotland)|~|Lochearnhead (Stirling, Scotland)|~|Perth and Kinross (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/14","Page 14","23rd August (1807)","1807-08-23","1 Double Page","Notes from Crieff and Lochearnhead.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv4p","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv4p-1-master.tif","15","","","","","","","","Diaries|~|Tours|~|Loch Katrine (Scotland)|~|Stirling (Scotland)|~|Callander (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/15","Page 15","24th August-25th August (1807)","1807-08-24/1807-08-25","1 Double Page","Notes from Callander and Loch Katrine.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv56","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv56-1-master.tif","16","","","","","","","","Diaries|~|Tours|~|Glasgow (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/16","Page 16","26th August-27th August (1807)","1807-08-26/1807-08-27","1 Double Page","Notes from Glasgow.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv6q","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv6q-1-master.tif","17","","","","","","","","Diaries|~|Tours|~|Edinburgh (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/17","Page 17","28th August-29th August (1807)","1807-08-28/1807-08-29","1 Double Page","Notes from Edinburgh.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv77","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv77-1-master.tif","18","","","","","","","","Diaries|~|Tours|~|Roslin (Scotland)|~|Edinburgh (Scotland)|~|Midlothian (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/18","Page 18","30th August-1st September (1807)","1807-08-30/1807-09-01","1 Double Page","Notes from Edinburgh and Roslin.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv8r","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv8r-1-master.tif","19","","","","","","","","Diaries|~|Tours|~|Roslin (Scotland)|~|Middleton (Midlothian, Scotland)|~|Melrose (Scotland)|~|Galashiels (Scotland)|~|Midlothian (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/19","Page 19","2nd September (1807)","1807-09-02","1 Double Page","Notes from Roslin, Middleton, Galashiels and Melrose.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxv98","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxv98-1-master.tif","20","","","","","","","","Diaries|~|Tours|~|Kelso (Scotland)|~|Cornhill on Tweed (England)|~|Northumberland (England)|~|Longframlington (Northumberland, England)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/20","Page 20","3rd September (1807)","1807-09-03","1 Double Page","Notes from Kelso, Cornhill-on-Tweed and Longframlington.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvbs","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvbs-1-master.tif","21","","","","","","","","Diaries|~|Tours|~|Longtown (Cumbria, England)|~|Melrose (Scotland)|~|Edinburgh (Scotland)|~|Langholm (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/21","Page 21","7th July-16th July 1821","1821-07-07/1821-07-16","1 Double Page","Notes from Longtown, Langholm, Melrose and Edinburgh.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvc9","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvc9-1-master.tif","22","","","","","","","","Diaries|~|Tours|~|Loch Katrine (Scotland)|~|Stirling (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/22","Page 22","18th (July 1821)","1821-07-18","1 Double Page","Notes from Loch Katrine.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvdt","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvdt-1-master.tif","23","","","","","","","","Diaries|~|Tours|~|Tarbet (Argyll and Bute, Scotland)|~|Drymen (Scotland)|~|Aberfoyle (Scotland)|~|Stirling (Scotland)|~|Loch Lomond (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/23","Page 23","20th-21st (July 1821)","1821-07-20/1821-07-21","1 Double Page","Notes from Aberfoyle, Drymen, Loch Lomond and Tarbet.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvfb","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvfb-1-master.tif","24","","","","","","","","Diaries|~|Tours|~|Dumbarton (Scotland)|~|Arrochar (Scotland)|~|Argyll and Bute (Scotland)|~|West Dunbartonshire (Scotland)|~|South Lanarkshire (Scotland)|~|Loch Long (Argyll and Bute, Scotland)|~|Hamilton (Scotland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/24","Page 24","22nd July (1821) and 1829","1821-07-22|~|1829","1 Double Page","Notes from Loch Long, Arrochar, Dumbarton and Hamilton.  There is also a list of places visited in 1829.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvgv","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvgv-1-master.tif","25","","","","","","","","Diaries|~|Tours|~|Chester (England)|~|Cheshire (England)|~|Llangollen (Wales)|~|Denbighshire (Wales)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/25","Page 25","28th August 1829","1829-08-28","1 Double Page","Notes from Chester and Llangollen.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvhc","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvhc-1-master.tif","26","","","","","","","","Diaries|~|Tours|~|Leinster (Ireland)|~|Waterford (Ireland)|~|Arklow (Ireland)|~|Wexford (Ireland)|~|Wicklow (Ireland)|~|Munster (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/26","Page 26","3rd September-6th September (1829)","1829-09-03/1829-09-06","1 Double Page","Notes from Wicklow, Arklow, Wexford, Waterford.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvjw","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvjw-1-master.tif","27","","","","","","","","Diaries|~|Tours|~|Killarney (Kerry, Ireland)|~|Kerry (Ireland)|~|Munster (Ireland)|~|Cork (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/27","Page 27","11th September-12th September (1829)","1829-09-11/1829-09-12","1 Double Page","Notes from Cork and Killarney.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvkd","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvkd-1-master.tif","28","","","","","","","","Diaries|~|Tours|~|Kenmare (Ireland)|~|Kerry (Ireland)|~|Munster (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/28","Page 28","13th September-14th September (1829)","1829-09-13/1829-09-14","1 Double Page","Notes from Kenmare.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvmx","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvmx-1-master.tif","29","","","","","","","","Diaries|~|Tours|~|Kenmare (Ireland)|~|Kerry (Ireland)|~|Munster (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/29","Page 29","","","1 Double Page","Notes from Kenmare.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvnf","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvnf-1-master.tif","30","","","","","","","","Diaries|~|Tours|~|Kenmare (Ireland)|~|Sligo (Ireland)|~|Kerry (Ireland)|~|Munster (Ireland)|~|Connacht (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/30","Page 30","","","1 Double Page","Notes from Kenmare, Limerick and Sligo.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvpz","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvpz-1-master.tif","31","","","","","","","","Diaries|~|Tours|~|Sligo (Ireland)|~|Connacht (Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/31","Page 31","","","1 Double Page","Notes from Sligo.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvqg","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvqg-1-master.tif","32","","","","","","","","Linen|~|Industrial production |~|Diaries|~|Tours|~|Londonderry (Northern Ireland)|~|Derry City (Northern Ireland)","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/32","Page 32","1828-1829","1828/1829","1 Double Page","Notes from Londonderry and notes on linen manufacture in Ireland.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvr0","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvr0-1-master.tif","33","","","","","","","","Linen|~|Industrial production |~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/33","Page 33","","","1 Double Page","Notes on linen manufacture in Ireland.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvsh","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvsh-1-master.tif","34","","","","","","","","Linen|~|Industrial production |~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/34","Page 34","","","1 Double Page","Notes on linen manufacture in Ireland.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvt1","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvt1-1-master.tif","35","","","","","","","","Linen|~|Industrial production |~|Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/35","Page 35","","","1 Double Page","Notes on linen manufacture in Ireland.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxvvj","ark:/21198/zz0009chfz","2","Completed","ChildWork","marshall/masters/21198-zz000rxvvj-1-master.tif","36","","","","","","","","Diaries|~|Tours","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/6/3/37","Page 54","1821","1821","1 Double Page","A list of places visited.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxwkw","ark:/21198/zz0009c6r8","7","Needs Review","Work","","2005","","","","","","","","","","","","","","","","MS200 Legal 14 [IMAGE(S) MISSING]","","","","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxwmd","ark:/21198/zz0009c6r8","7","Needs Review","Work","","2002","","","","","","","","","","","","","","","","MS200 Legal 05 [IMAGE(S) MISSING]","","","","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000rxwnx","ark:/21198/zz0009c6r8","7","Needs Review","Work","","2001","","","","","","","","","","","","","","","","MS200 Legal 04 [IMAGE(S) MISSING]","","","","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0014ss8x","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz0014ss8x_762258_master.tif","60","","","","","","","","Accounts|~|Account books|~|Personal accounts","Whitwell, William, $d 1879-1969|~|Whitwell, Richard","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/61","Pages 128 and 129","1805-1821","1805/1821","1 Double Page","Personal accounts for William and Richard Whitwell.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0019qrsc","ark:/21198/zz0009cfmk","1","In progress","ChildWork","","5","","","","","","","","Spinning|~|Patents|~|Machinery|~|Inventions","Kendrew, John|~|Porterhouse, Thomas ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/2/1/5","Page 5 [IMAGE MISSING]","19th June 1787","1787-06-19","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0019qrtw","ark:/21198/zz0009cfmk","1","In progress","ChildWork","","6","","","","","","","","Spinning|~|Patents|~|Machinery|~|Inventions","Kendrew, John|~|Porterhouse, Thomas ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/2/1/6","Page 6 [IMAGE MISSING]","19th June 1787","1787-06-19","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0019tkdm","ark:/21198/zz0009cbnn","1","In progress","ChildWork","","12","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Preparing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/3/9/14","Page 15 [IMAGE MISSING]","1829","1829","1 Double Page","Notes on line preparing.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0019tkf4","ark:/21198/zz0009cbnn","1","In progress","ChildWork","","13","","","","","","","","Industrial equipment |~|Industrial development |~|Spinning machinery |~|Industrial production |~|Preparing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/3/9/15","Page 16 [IMAGE MISSING]","1829","1829","1 Double Page","Notes on line preparing.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d3mxp","ark:/21198/zz0009cfx7","1","In progress","ChildWork","","11","","","","","","","","Spinning|~|Patents|~|Legal opinions|~|Machinery","Marshall & Company, Leeds, Eng. |~|Kay, James","","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/49/8","Page 8 [NO IMAGE SCANNED]","1839","1839","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d51q8","ark:/21198/zz0009chh0","1","In progress","ChildWork","marshall/masters/21198-zz001d51q8_765890_master.tif","80","","","","","","","","Strikes and lockouts|~|Labor disputes|~|Wages|~|Working Conditions|~|Labor--Standards|~|Factory workers|~|Labor relations|~|Working time","","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","","","","MS 200/4/7/77/2","Loose Page; Page 2","23rd October 1871","1871-10-23","1 Page","James Garth Marshall's suggestions about wages.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6k76","ark:/21198/zz0009c6r8","2","Completed","Work","","577","","","","paged","","","","Research Work","","Thomson, David S.","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","MS 200/5/77","Letters from David S. Thomson to Marshalls [15 April 1882]","15th April 1882","1882-04-15","1 Letter","The letter is a thank you note for supplying David Thomson with information.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6k97","ark:/21198/zz001d6k76","2","Completed","ChildWork","marshall/masters/21198-zz001d6k97_769770_master.tif","1","","","","","","","","Research Work","","Thomson, David S.","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","MS 200/5/77/1","Page 1","15th April 1882","1882-04-15","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6kbr","ark:/21198/zz001d6k76","2","Completed","ChildWork","marshall/masters/21198-zz001d6kbr_769773_master.tif","2","","","","","","","","Research Work","","Thomson, David S.","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","MS 200/5/77/2","Page 2","15th April 1882","1882-04-15","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6kt0","ark:/21198/zz0009c6r8","2","Completed","Work","","217","","","","paged","","","","Spinning|~|Evidence|~|Patents|~|Machinery","Walker, Benjamin ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/17","Notes on Kay's Patent [20 July 1836]","20th August 1836","1836-08-20","1 Item","The item is notes on witness Benjamin Walker.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6kz2","ark:/21198/zz001d6kt0","2","Completed","ChildWork","marshall/masters/21198-zz001d6kz2_769810_master.tif","1","","","","","","","","Spinning|~|Evidence|~|Patents|~|Machinery","Walker, Benjamin ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/17/1","Page 1","20th August 1836","1836-08-20","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6m02","ark:/21198/zz001d6kt0","2","Completed","ChildWork","marshall/masters/21198-zz001d6m02_769813_master.tif","2","","","","","","","","Spinning|~|Evidence|~|Patents|~|Machinery","Walker, Benjamin ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/17/2","Page 2","20th August 1836","1836-08-20","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6m44","ark:/21198/zz0009c6r8","2","Completed","Work","","234","","","","paged","","","","Spinning|~|Patents|~|Legal opinions|~|Machinery","Kay, James","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/34","Notes on Kay's Patent Case [28 Jan 1837]","28th January 1837","1837-01-28","1 Item","The item is notes from the Marshalls counsel regarding a retrial on the grounds that Kay's patent is unlawful.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6m5n","ark:/21198/zz001d6m44","2","Completed","ChildWork","","1","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d6m5n%2F4n75dz45","","","","","Spinning|~|Patents|~|Legal opinions|~|Machinery","Kay, James","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/34/1","Page 1","28th January 1837","1837-01-28","2 Pages","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6m65","ark:/21198/zz001d6m44","2","Completed","ChildWork","marshall/masters/21198-zz001d6m65_769845_master.tif","2","","","","","","","","Spinning|~|Patents|~|Legal opinions|~|Machinery","Kay, James","Atkinson, Dibb & Bolland, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","","MS 200/2/1/34/2","Page 2","28th January 1837","1837-01-28","1 Page","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6m86","ark:/21198/zz0009c6r8","2","Completed","Work","","544","","","","paged","","","","Evidence|~|Patents|~|Spinning machinery ","Kay, James","Bloxam, Richard ","Marshall & Company, Leeds, Eng. ","","","","MS 200/5/44","Letters from Richard Bloxam [27 Jan 1837]","27th January 1837","1837-01-27","1 Letter","The letter is in regards to the times of court.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz001d6mg9","ark:/21198/zz001d6m86","2","Completed","ChildWork","marshall/masters/21198-zz001d6mg9_769858_master.tif","1","","","","","","","","Evidence|~|Patents|~|Spinning machinery ","","Bloxam, Richard ","Marshall & Company, Leeds, Eng. ","","","","MS 200/5/44/1","Page 1","27th January 1837","1837-01-27","1 Page","","",""
