Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Name.author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language.language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001v0t36,ark:/21198/zz000wq00h,7,Needs Review,ChildWork,,2,,,pd,,,,"Zanjānī, ʿAbd al-Wahhāb ibn Ibrāhīm, $d fl. 1257",,,,,,,,Arabic,,,,Kitāb al-Taṣrīf,,,1091 AH,,,كتاب التصريف,(2) Treatise on Arabic morphology.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz001v0t4q,ark:/21198/zz000wq00h,7,Needs Review,ChildWork,,3,,,pd,,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Persian,Nastaʿlīq,,,Kubrī,,,1092 AH,,,كبري,(3) This is actually only one of three separate Persian treatises in the end of the volume.  DP does not recognize the final two treatises.  *I am still researching this text; apparently it is on logic.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz002532qb,ark:/21198/zz000wq02j,7,Needs Review,ChildWork,,1,,,pd,,,,,,,,,,,,Persian,Nastaʿlīq,,,Waqāʾiʿ-i ayām-i muḥāsirah-yi Ḥaydarābad,,,1219 AH,,,وقائع ايام محاسرۀ حیدرابد,"(1) Pp. 1-219.  Satirical narration of the siege of Ḥaydarābad.  *AU (LOC auth) Naʻmat K̲h̲ān-i-ʻĀlī, d. ca. 1710.  DP: ""Chāp-sangī,"" i.e. lithographic production.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz002532rv,ark:/21198/zz000wq02j,7,Needs Review,ChildWork,,2,,,pd,,,,,,,,,,,,Persian,Nastaʿlīq,,,Ḥusn wa ʿishq,,,1248 AH,,,حسن و عشق,"(2) About 40 pp.  ""Beauty and Love.""  A story (?) by the same author, *AU (LOC auth) Naʻmat K̲h̲ān-i-ʻĀlī, d. ca. 1710.  *I can find no record of this work as of yet.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5dm,ark:/21198/zz000wq074,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Rubāʿiyāt,,,,,,رباعيات,"(1) Pp. 2-22.  Mystical quatrains.  *AU (LOC auth) Bābā-Ṭāhir, 11th cent.",,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5f4,ark:/21198/zz000wq074,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Nathr-i fārsī,,,,,,نثر فارسى,"(2) Pp. 22-32.  Persian prose, on popular religion and theosophical topics.  Author unknown.",,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5gn,ark:/21198/zz000wq074,7,Needs Review,ChildWork,,3,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Shiʿr-i fārsī,,,,,,شعر فارسى,(3) Pp. 34-97.  A selection of Persian poetry.  Dānishpazhūh gives no authors.,,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5h5,ark:/21198/zz000wq08n,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Persian,Naskh,,,Risālah-yi ʿAmalī-yi fārsī,,,1290 AH,,,رساله عمالي فارسي,(2) Treatise on religious duties and practical application of Shi'ite religious precepts.  Author unknown.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5jp,ark:/21198/zz000wq08n,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Persian,Naskh,,,Risālah-yi ʿAmalī-yi fārsī,,,1285 AH,,,رساله عمالي فارسي,(1) Treatise on religious duties and practical application of Shi'ite religious precepts.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5k6,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,1,,,,,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Persian,Nastaʿlīq,,,Fuṣūl,,,12th C. AH,,,فصول,"(3) 19 pp.  A quartet of philosophical essays on the principal theological topics of tawḥīd, divine justice, prophecy and the imamate, and eschatology.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5mq,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,2,,,,,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Arabic,Nastaʿlīq,,,Sharḥ Risālat al-ʿIlm,,,12th C. AH,,,شرح رسالة العلم,(1) 46 pp.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5n7,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,3,,,,,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Arabic,Nastaʿlīq,,,Risālah fī al-Imāmah,,,12th C. AH,,,رسالة في الامامة,(5) 13 pp.  Treatise on the imamate.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5pr,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,4,,,,,,,,,,,,,,,Arabic,Nastaʿlīq,,,Kitāb ʿAbdullāh b. Hārūn li-ʿAlī b. Mūsā,,,,,,كتاب عبد الله بن هارون لعاي بن موسى,"(8) Apparently a letter, including the Sermon of Imam ʿAlī b. Mūsā.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5q8,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,5,,,,,,,,,,,,,,,Arabic,Nastaʿlīq,,,Risālah fī al-Tafḍīl wa l-tarjīḥ,,,n.d.,,,رسالة في التفضيل و الترجيح,"(7) 5 pp.  Taken from the compilation Kashf al-Ghummah.  *AU (LOC auth) Jāḥiẓ, d. 868 or 9 (surprisingly not on our list!).",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5rs,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,6,,,,,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Persian,Nastaʿlīq,,,Risālah dar Jabr wa qadar,,,12th C. AH,,,رساله در جبر و قدر,(4) 23 pp.  Persian theological treatise on predestination and free will.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5s9,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,7,,,,,,,,,,,,,,,Arabic,Nastaʿlīq,,,Risālah fī ʿIlm ullāh bi l-jaziʾīyah,,,1099 AH,,,رسالة في علم الله بالجزئية,(2) 10 pp.  Treatise on the philosophical problem of God's knowledge of particulars.  Author unknown.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025f5tt,ark:/21198/zz000wq095,7,Needs Review,ChildWork,,8,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Dastūrhā-yi Ūljāytū,,,12th C. AH,,,دستورهاى اولجايتو,(6) 7 pp.  In several chapters.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025g4pq,ark:/21198/zz000wq0bp,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Risālah dar ʿIlm-i siyāq,,,1308 AH,,,رساله در علم سياق,"(1) Pp. 1-225, first two pages missing.  Treatise on note-taking.  Author unknown.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025g4q7,ark:/21198/zz000wq0bp,7,Needs Review,ChildWork,,2,,,,,,,"Mashhadī, Sulṭān ʿAlī",,,,,,,,Persian,Nastaʿlīq,,,Risālah dar Khaṭṭ,,,1308 AH,,,رساله در خط,(2) Treatise on calligraphy.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h48z,ark:/21198/zz000wq0dq,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Masāʾil ʿAbdullāh b. Salām,,,,,,مسائل عبد الله بن سلام,"(4) The questions of the famous Jewish convert to Islam, ʿAbdullāh b. Salām, to Muhammad.  This is a Persian translation attributed to *Abū Aḥmad b. Saʿd Qazwīnī.",,,,,,Dānishpazhūh dates manuscript as 12th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h49g,ark:/21198/zz000wq0dq,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Jung,,,,,,جنگ,(3) Small anthology of Persian prose and poetry.,,,,,,Dānishpazhūh dates manuscript as 12th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4b0,ark:/21198/zz000wq0dq,7,Needs Review,ChildWork,,3,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Kitāb-i Ṣad kalām-i Amīr al-Muʾminīn,,,,,,كتاب صد كلام امير المؤمنين,"(1) 30pp., in verse.  A collection of a hundred sayings of 'Ali.",,,,,,Dānishpazhūh dates manuscript as 12th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4ch,ark:/21198/zz000wq0dq,7,Needs Review,ChildWork,,4,,,,,,,,"Jalāl al-Dīn Rūmī, $c Maulana, $d 1207-1273",,,,,,,Persian,Nastaʿlīq,,,Kitāb Naṣīḥat al-walad,,,,,,كتاب نصيحة الولد,(2) A treatise of advice and admonitions.  DP suggests that this is a work by ʿAṭṭār (721).,,,,,,Dānishpazhūh dates manuscript as 12th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4d1,ark:/21198/zz000wq0f7,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Persian,Naskh,,,Risālah dar Iʿtiqādāt,,,n.d.,,,رساله در اعبقادات,(1) Generic treatise on fundamental Shi'ite religious beliefs.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4fj,ark:/21198/zz000wq0f7,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Arabic,Naskh,,,Kitāb al-Duʿāʾ,,,n.d.,,,كتاب الدعاء,(2) Shi'ite prayer book.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4g2,ark:/21198/zz000wq0gr,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Persian,Nastaʿlīq,,,Risālah dar Ḥisāb,,,1037 AH,,,رساله در حساب,(5) 8 pp.  Treatise on arithmetic.  Author unknown.,,,,"DP (721) includes a work before this one, called Goftār-i Farīdūn, but I cannot find it in the volume.",,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4hk,ark:/21198/zz000wq0gr,7,Needs Review,ChildWork,,2,,,,,,,"Jāmī, $d 1414-1492",,,,,,,,Persian,Nastaʿlīq,,,Salamān wa Absāl,,,1042 AH,,,سلمان و ابسال,(2) 66 pp.  The famous poem.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4j3,ark:/21198/zz000wq0gr,7,Needs Review,ChildWork,,3,,,,,,,"Anṣārī al-Harawī, ʿAbd Allāh ibn Muḥammad, $d 1006-1089",,,,,,,,Persian,Nastaʿlīq,,,Sukhunān-i Khwājah-yi ʿAbdullāh Anṣārī al-Harawī,,,1042 AH,,,سخنان خواجه اى عبد الله انصارى الهروي,(4) 14 pp.  Extensive marginal notation.  Quotations from the great Sufi master.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4km,ark:/21198/zz000wq0gr,7,Needs Review,ChildWork,,4,,,,,,,"ʿUrfī Shīrāzī, Muḥammad, $d 1555 or 6-1590 or 91",,,,,,,,Persian,Nastaʿlīq,,,Dīwān,,,1042 AH,,,ديوان,(3) 31 pp.  Poems.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h4m4,ark:/21198/zz000wq0gr,7,Needs Review,ChildWork,,5,,,,,,,,"Jaʿfar al-Ṣādiq, $d 702?-765 or 6",,,,,,,Persian,Nastaʿlīq,,,Fāl-nāmah,,,1042 AH,,,فال نامه,(1) 30pp.  Famous book of Qur'anic divination attributed to the Imam.  Incomplete: goes only as far as Sūrat Yūsif.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h9gg,ark:/21198/zz000wq1ks,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Arabic,Naskh,,,Kitāb al-Duʿāʾ,,,13th C. AH,,,كتاب الدعاء,(2) Book of prayers.  Beginning missing.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h9h0,ark:/21198/zz000wq1ks,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Arabic,Naskh,,,Sharḥ Najāt al-ʿabād fī yawm al-maʿād,,,1264 AH,,,شرح نجاة العباد في يوم المعاد,(1) Theological treatise attributed (DP 723) to *Aḥmad b. Muḥammad ʿAlī b. Muḥammad b. ʿAbdullāh Shūbakī (cannot find any record of this work).  Beginning missing.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h9jh,ark:/21198/zz000wq1m9,7,Needs Review,ChildWork,,1,,,,,,,"Jurjānī, ʿAlī ibn Muḥammad, $c al-Sayyid al-Sharīf, $d 1340-1413",,,,,,,,Arabic,Naskh,,,Tarjamat al-Fuṣūl fī l-uṣūl al-naṣīrīyah,,,1045 AH,,,ترجمة الفصول في الاصول النصيرية,(2) Treatise on the (theological?) principles of Naṣīr al-Dīn al-Ṭūsī.  *Following DP's identification.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h9k1,ark:/21198/zz000wq1m9,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Arabic,Naskh,,,Ḥāshiyat al-Kāfiyah,,,11th C. AH,,,حاشية الكافية,(1) Glosses on the treatise on grammar by Ibn al-Ḥājib.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025h9mj,ark:/21198/zz000wq1m9,7,Needs Review,ChildWork,,3,,,,,,,"ʿAllāmah al-Ḥillī, Jamāl al-Dīn Abī Manṣūr al-Ḥasan ibn Sadīd al-Dīn (A.H. 648-726)",,,,,,,,Arabic,Naskh,,,Kitāb Nahj al-mustarshadīn fī uṣūl al-dīn,,,1045 AH,,,كتاب نهج المسترشدين في اصول الدين,(3) Shi'ite theological treatise.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025j89v,ark:/21198/zz000wq1qv,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Arabic,Naskh,,,Al-Mukhtaṣar fī madhāhab al-qirāʾ al-sabʿah,,,n.d.,,,المخبصر في مذاهب القراء السبعة,"(3) Treatise on the seven ""readings"" of the Qur'an.  Author unknown.  Ending missing.",,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025j8bc,ark:/21198/zz000wq1qv,7,Needs Review,ChildWork,,2,,,,,,,"Karakī, Muḥaqqiq",,,,,,,,Arabic,Naskh,,,Ṣiyagh al-ʿuqūd,,,1078 AH,,,صيغ العقود,(2) Treatise on the forming of arguments.  *Cannot find record of this work; following DP's assessment.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025j8cw,ark:/21198/zz000wq1qv,7,Needs Review,ChildWork,,3,,,,,,,,,,Miqdād al-Sīwarī,,,,,Arabic,Naskh,,,Nāfiʿ yawm al-ḥashar fī sharḥ al-Bāb al-ḥādī ʿashar,,,n.d.,,,نافي يوم الحشر في شرح الباب الجادي عشر,(1) Commentery on the canonical Shi'ite theological work by ʿAllāmah Ḥillī.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmmb,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,1,,,,,,,,,,,,,,,Arabic,Naskh,,,Al-Lumʿah al-jalīyah fī maʿrifat al-niyyah,,,811 AH,,,الامعة الجلية في معرفة النية,(1) 54 pp.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmnv,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Arabic,Naskh,,,Al-Hidāyah fī fiqh al-ṣalāh,,,811 AH,,,الهداية في فقه الصلاة,(5) 13pp.  Treatise on the religious duty of prayer.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmpc,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,3,,,,,,,,,,,,,,,Arabic,Naskh,,,Risālat fī Niyyat al-ḥajj,,,811 AH,,,رسالة في نية الحج,(3) 2 pp.  Short treatise on Hajj.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmqw,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,4,,,,,,,,,,,,,,,Arabic,Naskh,,,Al-Shadhrah al-naḍīdah wa hidāyat al-mustafīd,,,811 AH,,,الشذرة النضيدة صش هداية المستفيد,(7) 21pp.  Treatise on religious life.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmrd,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,5,,,,,,,,,,,,,,,Arabic,Naskh,,,Kitāb Miṣbāḥ al-mubtadiʾ wa hidāyat al-muqtadī,,,811 AH,,,كتاب مصباح المبتدىء و هداية المقتدي,(9) 37pp.  Treatise on religious conduct.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmsx,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,6,,,,,,,,,,,,,,,Arabic,Naskh,,,Mulakhkhaṣ mā dhakaruhu al-awliyāʾ fī maʿrifat al-manāzil,,,811 AH,,,ملخص ما ذكره الاولياء في معرفة المنازل,(10) 26pp.  Sayings of saints regarding spiritual states.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmtf,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,7,,,,,,,,,,,,,,,Arabic,Naskh,,,Kitāb al-Taḥṣīn fī ṣifāt al-ʿārifīn,,,811 AH,,,كتاب التحصين في صفات العارفين,(8) 31pp.  Treatise on emulation of the attributes of the truly devout: religious life.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmvz,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,8,,,,,,,,,,,,,,,Arabic,Naskh,,,Al-Risālah al-Wajīzah tashtamilu ʿalā wājibāt al-ḥajj wa niyyatihi,,,811 AH,,,الرسالة الوجيزة تشتمل على واجبات الحج و نيته,(2) 6pp.  Short treatise on the requirements of pilgrimage.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmwg,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,9,,,,,,,,,,,,,,,Arabic,Naskh,,,Kitāb al-Fuṣūl fī daʿawāt muʿaqqib al-ṣalawāt,,,811 AH,,,كتاب الفصول في دعوات معقب الصلوات,(6) 19pp.  Treatise on the prayers which follow upon the performance of ritual (salah) prayer.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025jmx0,ark:/21198/zz000wq1vx,7,Needs Review,ChildWork,,10,,,,,,,,,,,,,,,Arabic,Naskh,,,Kifāyat al-muḥtāj fī manāsik al-ḥājj,,,811 AH,,,كفاية المحتاج في مناسك الحاج,(4) 14pp.  Treatise on what is necessary to perform the Hajj duty.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025kk21,ark:/21198/zz000wq2k8,7,Needs Review,ChildWork,,1,,,,,,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,,,,,,Persian,Naskh,,,Zād al-maʿād,,,,,,زاد المعاد,(2) Book of Shi'ite prayer and religious conduct.,,,,,,Dānishpazhūh dates manuscript as 11th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025kk3j,ark:/21198/zz000wq2k8,7,Needs Review,ChildWork,,2,,,,,,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,,,,,,Persian,Naskh,,,Uṣūl-i dīn wa namāz,,,,,,اصول دين و نماز,"(1) Shi'ite theological manual, with prayers and instructions.",,,,,,Dānishpazhūh dates manuscript as 11th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025knqt,ark:/21198/zz000wq2vd,7,Needs Review,ChildWork,,1,,,,,,,"Ṣaymarī, Mufliḥ ibn al-Ḥasan, $d 15th cent.",,,,,,,,Arabic,Naskh,,,Kitāb Jawāhir al-kalimāt fī siyagh al-ʿuqūd wa l-īqāʿāt,,,,,,كتاب جواهر الكلمات في سيغ العقود و الايقاعات,"(1) *Cannot find any record of this work.  Apparently, as title suggests, a treatise on the wording of contracts.",,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025knrb,ark:/21198/zz000wq2vd,7,Needs Review,ChildWork,,2,,,,,,,,,,,,,,,Arabic,Naskh,,,Nuzhat al-nāẓir fī l-jamʿ bayn al-ashbāh wa l-naẓāʾir,,,,,,نزهة الناظر في الجمع بين الاشباه و النظائر,(2) Author unknown.,,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025knsv,ark:/21198/zz000wq2vd,7,Needs Review,ChildWork,,3,,,,,,,"Muḥaqqiq al-Ḥillī, Jaʿfar ibn al-Ḥasan, $d 1205 or 6-1277",,,,,,,,Arabic,Naskh,,,Nukat al-nihāyah,,,,,,نكت النهاية,(3) Text on Shi'ite jurisprudential issues.,,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025kntc,ark:/21198/zz000wq2vd,7,Needs Review,ChildWork,,4,,,,,,,,,,,,,,,Arabic,Naskh,,,Al-Iqtiṣād al-hādī ilā ṭarīq al-ḥaqq wa sabīl al-rashād,,,,,,الاقتصاد الهادي الى طريق الحق و سبيل الرشاد,"(4) Treatise, apparently on religious conduct.",,,,,,Dānishpazhūh dates manuscript as 13th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025m159,ark:/21198/zz000wq37k,7,Needs Review,ChildWork,,1,,,,,,,,"Anṣārī al-Harawī, ʿAbd Allāh ibn Muḥammad, $d 1006-1089",,,,,,,Persian,Naskh,,,Ganj-nāmah,,,1366 AH,,,گنج نامه,(1) Pp. 6-361.  Sayings attributed to the famous Sufi.  Compiler unknown.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025m16t,ark:/21198/zz000wq37k,7,Needs Review,ChildWork,,2,,,,,,,"Anṣārī al-Harawī, ʿAbd Allāh ibn Muḥammad, $d 1006-1089",,,,,,,,Persian,Naskh,,,Maqālāt dar bayān-i maqāmāt,,,1366 AH,,,مقالات در بيان مقامات,(2) 362-375.  (DP's title.)  Treatise on Sufi states.  Incomplete.,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz0025mwvq,ark:/21198/zz000wq3b4,7,Needs Review,ChildWork,,1,,,,,,,"Fayd al-Kāshī, Muḥammad ibn Murtaḍá, $d 1598 or 9-1680 or 81",,,,,,,,Arabic,Naskh,,,Uṣūl al-maʿārif wa l-ʿaqāʾid al-dīnīyah,,,,,,اصول المعارف و العقائد الدينية,(3) Pp. 262-293.  Shi'ite theological treatise.  13th Century AH.,,,,,,,,,,726,,,,,
