Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,AltTitle.uniform,Subject,Name.photographer,Name.architect,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Date.creation,Format.medium,Format.dimensions,Title,Format.extent,Date.normalized,Description.latitude,Description.longitude,Description.note,Description.caption,Opac url,Coverage.geographic,Description.adminnote,Description.contents,Finding Aid URL,Description.abstract,Bucketeer State,IIIF Access URL
Lee (S. Charles) Papers,ark:/21198/zz0027fdpz,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdpz_1862523_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Mount Sinai Hospital and Clinic (Los Angeles, Calif.)",Hospitals|~|Landmarks,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0121302,[1930s],,,"Mount Sinai Hospital and Clinic, Los Angeles, photograph of rendering, clinic",1 photographic print,1930/1939,34.0766004,-118.3810979,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdpz
Lee (S. Charles) Papers,ark:/21198/zz0027fdqg,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdqg_1862532_master.tif,,still image,Floor plans|~|Architectural drawings,copyrighted,,,"Municipal Light, Water & Power (Los Angeles, Calif.)",Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101904,1932,,,"Municipal Light, Water & Power, Los Angeles, floor plan",1 drawing,1932,34.0741032,-118.2156372,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdqg
Lee (S. Charles) Papers,ark:/21198/zz0027fdr0,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdr0_1862538_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Municipal Light, Water & Power (Los Angeles, Calif.)",Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101901,1932,,,"Municipal Light, Water & Power, Los Angeles, photograph of rendering",1 photographic print,1932,34.0741032,-118.2156372,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdr0
Lee (S. Charles) Papers,ark:/21198/zz0027fdsh,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdsh_1862529_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Municipal Light, Water & Power (Los Angeles, Calif.)",Landmarks,Ansley Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101903,1932,,,"Municipal Light, Water & Power, Los Angeles, exterior, night",1 photographic print,1932,34.0741032,-118.2156372,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdsh
Lee (S. Charles) Papers,ark:/21198/zz0027fdt1,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdt1_1862535_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Municipal Light, Water & Power (Los Angeles, Calif.)",Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0101902,1932,,,"Municipal Light, Water & Power, Los Angeles, photograph of rendering",1 photographic print,1932,34.0741032,-118.2156372,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdt1
Lee (S. Charles) Papers,ark:/21198/zz0027fdvj,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdvj_1862571_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,Office buildings|~|Retail stores|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0110103,[between 1919-1962],,,"Office Building/Retail Stores, photograph of rendering",1 photographic print,1919/1962,,,Unbuilt concept,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdvj
Lee (S. Charles) Papers,ark:/21198/zz0027fdw2,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdw2_1862574_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,Office buildings|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0110101,[between 1919-1962],,,"Office Tower, photograph of rendering",1 photographic print,1919/1962,,,Unbuilt concept,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdw2
Lee (S. Charles) Papers,ark:/21198/zz0027fdxk,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdxk_1862577_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,Office buildings|~|Retail stores|~|Landmarks,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0110106,1935,,,"Office Tower/Retail Stores, photograph of rendering",1 photographic print,1935,,,Unbuilt concept,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdxk
Lee (S. Charles) Papers,ark:/21198/zz0027fdz3,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027fdz3_1862580_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,Office buildings|~|Retail stores|~|Landmarks,"Mott Studios (Los Angeles, Calif.)","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0110102,[between 1919-1962],,,"Office Tower/Retail Stores, photograph of rendering",1 photographic print,1919/1962,,,Unbuilt concept,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027fdz3
Lee (S. Charles) Papers,ark:/21198/zz0027ff03,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff03_1862583_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,Office buildings|~|Retail stores|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0110105,1926,,,"Office Tower/Retail Stores, photograph of rendering",1 photographic print,1926,,,Unbuilt concept,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff03
Lee (S. Charles) Papers,ark:/21198/zz0027ff24,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff24_1862586_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,Office buildings|~|Retail stores|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0110104,[between 1919-1962],,,"Office Tower/Retail Stores, photograph of rendering",1 photographic print,1919/1962,,,"This rendering is marked ""for Mr. I.C. Freud.""",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff24
Lee (S. Charles) Papers,ark:/21198/zz0027ff3n,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff3n_1862610_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Oldknow House (Bel Air, Calif.)",dwellings|~|Living rooms--California|~|Lifestyle,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0082004,1936,,,"Oldknow House, Bel Air, living room",1 photographic print,1936,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff3n
Lee (S. Charles) Papers,ark:/21198/zz0027ff45,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff45_1862601_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Oldknow House (Bel Air, Calif.)",dwellings|~|Lifestyle|~|Environment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0082003,1936,,,"Oldknow House, Bel Air, exterior view, garden elevation",1 photographic print,1936,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff45
Lee (S. Charles) Papers,ark:/21198/zz0027ff5p,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff5p_1862604_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Oldknow House (Bel Air, Calif.)",dwellings|~|Living rooms--California|~|Lifestyle,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0082005,1936,,,"Oldknow House, Bel Air, living room",1 photographic print,1936,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff5p
Lee (S. Charles) Papers,ark:/21198/zz0027ff66,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff66_1862598_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Oldknow House (Bel Air, Calif.)",dwellings|~|Lifestyle|~|Environment,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0082002,1936,,,"Oldknow House, Bel Air, exterior view, entrance",1 photographic print,1936,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff66
Lee (S. Charles) Papers,ark:/21198/zz0027ff7q,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff7q_1862607_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Oldknow House (Bel Air, Calif.)",dwellings|~|dining rooms|~|Lifestyle,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0082006,1936,,,"Oldknow House, Bel Air, dining room",1 photographic print,1936,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff7q
Lee (S. Charles) Papers,ark:/21198/zz0027ff87,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff87_1862589_master.tif,,still image,Elevations|~|Architectural drawings,copyrighted,,,"Oldknow House (Bel Air, Calif.)",dwellings|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0082001,1936,,,"Oldknow House, Bel Air,  entrance elevation, sketch",1 drawing,1936,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff87
Lee (S. Charles) Papers,ark:/21198/zz0027ff9r,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ff9r_1862613_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Pershing Square Garage (Los Angeles, Calif.)",Parking garages|~|Landmarks,Hoffman-Luckhaus,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0121401,1930,,,"Pershing Square Garage, Los Angeles, photograph of rendering",1 photographic print,1930,34.0485341,-118.252845,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ff9r
Lee (S. Charles) Papers,ark:/21198/zz0027ffb8,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ffb8_1862616_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,"Pershing Square Garage (Los Angeles, Calif.)",Parking garages|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0121402,1930,,,"Pershing Square Garage, Los Angeles, photograph of rendering",1 photographic print,1930,34.0485341,-118.252845,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ffb8
Lee (S. Charles) Papers,ark:/21198/zz0027ffcs,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ffcs_1862659_master.tif,,still image,Floor plans|~|Architectural drawings|~|Blueprints,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",ticket offices|~|motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0710002,1946,,,"Picwood Theatre, Los Angeles, blueprint floor plan",1 drawing,1946,25.733062,-80.3342029,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ffcs
Lee (S. Charles) Papers,ark:/21198/zz0027ffd9,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ffd9_1862656_master.tif,,still image,Floor plans|~|Architectural drawings|~|Blueprints,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",ticket offices|~|motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0710001,1946,,,"Picwood Theatre, Los Angeles, blueprint floor plan",1 drawing,1946,25.733062,-80.3342029,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ffd9
Lee (S. Charles) Papers,ark:/21198/zz0027ffft,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ffft_1862719_master.tif,,still image,Black-and-white photographs,copyrighted,,,,People,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0130309,[between 1919-1962],,,"S. Charles Lee, Lee with airplane",1 photographic print,1919/1962,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ffft
Lee (S. Charles) Papers,ark:/21198/zz0027ffgb,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0027ffgb_1862716_master.tif,,still image,Black-and-white photographs,copyrighted,,,,People,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0130306,1948,,,"S. Charles Lee, Lee with a camera",1 photographic print,1948,,,,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027ffgb
