Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.fashionDesigner,Rights.rightsHolderContact,Rights.servicesContact,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Rights.permission,Language,Date.normalized,Description.note,Format.extent,Alt ID.local,Date.creation,Title,Format.dimensions,Description.fundingNote,Note,Format.medium,Description.caption,Coverage.geographic,Description.contents,Publisher.publisherName,AltTitle.other,Opac url,Alt ID.url,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzt91,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0413.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,appliqué (visual works)|~|pajamas|~|embroidery (visual works),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Kofler, Wanda",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-11-26,"Peggy Hamilton modeling pajamas with floral print on dark background.|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 22, 1929. The photograph credit for this ""Fashions"" page is Moss Photos.|~|Wanda Kofler was a Paris-based fashion designer from Vienna who specialized in  womens' wear, especially crochet and knitwear.",1 photographic negative,uclamss_1373_0413,"November 26, 1929","Peggy Hamilton modeling a Wanda Kofler pajama outfit with floral print, 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Wanda Kofler pajamas. MGM Picture. Rush for Mon. B.-11110 [Negative sleeve stamped: Metro-Goldwyn-Mayer Studios].|~|Handwritten on edge of negative: B 11110,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzt91,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzt91/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztbj,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0414.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|beadwork|~|velvet (fabric weave)|~|satin|~|embroidery (visual works)|~|Alençon lace|~|crowns (headdresses)|~|spiral stairs|~|trains (costume components),copyrighted,,"Olympic Games $n (10th : $d 1932 : $c Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,,"Peggy Hamilton standing on a grand spiral staircase, wearing a regal evening gown with empire lines in ivory satin embroidered with pearls and rhinestones, with puffed sleeves and a flared stand-up collar of Alençon lace. Her red velvet train, 15 yards in length, is decorated with large flowers created from gold metallic ribbon and has an ermine border. Her crown is ornamented with diamonds and pearls.|~|This gown was designed by Max Rée, courtesy of Radio Pictures Corporation, for the Coronation Ball at the Biltmore Hotel in Los Angeles at which Hamilton was crowned as Queen Olympia. Hamilton was the Los Angeles County Official Hostess during the 1932 summer Olympics held in Los Angeles. The location of this photograph with grand spiral staircase is not documented.",1 photographic negative,uclamss_1373_0414,,"Peggy Hamilton modeling a Max Rée gown as ""Queen Olympia,"" 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: RKO-26|~|Handwritten on edge of negative: RKO-26,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztbj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztbj/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztc2,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0415.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|beadwork|~|satin|~|Alençon lace|~|crowns (headdresses)|~|spiral stairs,copyrighted,,"Olympic Games $n (10th : $d 1932 : $c Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931,"Peggy Hamilton descending a grand spiral staircase, wearing a regal evening gown with empire lines in ivory satin embroidered with pearls and rhinestones, with puffed sleeves and a flared stand-up collar of Alençon lace. Her crown is ornamented with diamonds and pearls.|~|A different photograph of Peggy Hamilton wearing this gown and train appears in her Los Angeles Times feature ""Fashions,"" August 23, 1931. pg. H3|~|This gown was designed by Max Rée, courtesy of Radio Pictures Corporation, for the Coronation Ball at the Biltmore Hotel in Los Angeles at which Hamilton was crowned as Queen Olympia. Hamilton was the Los Angeles County Official Hostess during the 1932 summer Olympics held in Los Angeles. The location of this photograph with grand spiral staircase is not documented.",1 photographic negative,uclamss_1373_0415,1931,"Peggy Hamilton modeling a Max Rée gown as ""Queen Olympia,"" 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: RKO-24|~|Handwritten on edge of negative: RKO-24,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztc2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztc2/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztdk,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0416.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|beadwork|~|satin|~|Alençon lace|~|crowns (headdresses)|~|spiral stairs,copyrighted,,"Olympic Games $n (10th : $d 1932 : $c Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931,"Peggy Hamilton descending a grand spiral staircase, wearing a regal evening gown with empire lines in ivory satin embroidered with pearls and rhinestones, with puffed sleeves and a flared stand-up collar of Alençon lace. Her crown is ornamented with diamonds and pearls.|~|This gown was designed by Max Rée, courtesy of Radio Pictures Corporation, for the Coronation Ball at the Biltmore Hotel in Los Angeles at which Hamilton was crowned as Queen Olympia. Hamilton was the Los Angeles County Official Hostess during the 1932 summer Olympics held in Los Angeles. The location of this photograph with grand spiral staircase is not documented.|~|A different photograph of Peggy Hamilton wearing this gown and train appears in her Los Angeles Times feature ""Fashions,"" August 23, 1931. pg. H3",1 photographic negative,uclamss_1373_0416,1931,"Peggy Hamilton modeling a Max Rée gown as ""Queen Olympia,"" 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-23|~|Text from negative sleeve: RKO-23,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztdk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztdk/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztf3,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0417.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|fur|~|fans (costume accessories)|~|velvet (fabric weave)|~|trains (costume components),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Tree, Dolly|~|Bachrach, Ernest, $d 1899-1973 ",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931,"A different photograph of Peggy Hamilton wearing this gown appears in her Los Angeles Times feature ""Fashions,"" March 27, 1932, pg. I4A.|~|Peggy Hamilton modeling a form-fitting gown made of daybreak chiffon velvet with a flaring train trimmed with sable designed by Dolly Tree of Fox Studios. On the left shoulder is a spray of French hand-made gold thread flowers. The fan is made from fuchsia feathers and willow plumes. The imported gloves have a narrow insert of gold kid.",1 photographic negative,uclamss_1373_0417,1931,"Peggy Hamilton modeling a Dolly Tree gown of chiffon velvet, 1931",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-137,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztf3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztf3/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztgm,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0418.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,wedding dresses|~|veils (headcloths),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Luck, Earl",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Archer, Fred R., $d 1889-1963",N,zxx,1931,"Earl Luck, designer at Warner Bros., was nominated for an academy award for his costumes for the movie Cavalcade (1933).|~|Peggy Hamilton modeling a bridal gown veil made of rose-point lace and held close to the head with waxen California orange blossoms, surmounted by a halo of crystal beads.|~|A different photograph of Peggy Hamilton wearing this wedding dress appears in her Los Angeles Times feature ""Fashions,"" July 12, 1931. The ""Fashions"" feature caption identifies the photographer as ""Archer.”",1 photographic negative,uclamss_1373_0418,1931,"Peggy Hamilton modeling an Earl Luck wedding veil, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: A 51,California--Burbank,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztgm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztgm/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzth4,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0419.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|velvet (fabric weave)|~|trains (costume components),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Tree, Dolly",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Bachrach, Ernest, $d 1899-1973 ",N,zxx,1931,"Peggy Hamilton modeling a form-fitting gown made of daybreak chiffon velvet with a flaring train trimmed with sable designed by Dolly Tree of Fox Studios. On the left shoulder is a spray of French hand-made gold thread flowers. The fan is made from fuchsia feathers and willow plumes. The imported gloves have a narrow insert of gold kid.|~|A different photograph of Peggy Hamilton wearing this gown appears in her Los Angeles Times feature ""Fashions,"" March 27, 1932, pg. I4A.",1 photographic negative,uclamss_1373_0419,1931,"Peggy Hamilton modeling a Dolly Tree gown of chiffon velvet, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-130,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzth4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzth4/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztjn,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0420.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,wedding dresses|~|veils (headcloths)|~|tulle (meshed textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Luck, Earl",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Archer, Fred R., $d 1889-1963",N,zxx,1931,"Peggy Hamilton modeling a bridal gown with a princess tunic covered with miniature rhinestones and a skirt made from thirty yards of white tulle. She wears a rose-point lace veil held close to the head with waxen California orange blossoms, surmounted by a halo of crystal beads. Orange blossoms form the bouquet and the spray on the skirt.|~|Earl Luck, designer at Warner Bros., was nominated for an academy award for his costumes for the movie Cavalcade (1933).|~|A different photograph of Peggy Hamilton wearing this wedding dress appears in her Los Angeles Times feature ""Fashions,"" July 12, 1931. The ""Fashions"" feature caption identifies the photographer as ""Archer.”",1 photographic negative,uclamss_1373_0420,1931,"Peggy Hamilton modeling an Earl Luck wedding dress, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: A 52,California--Burbank,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztjn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztjn/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztk5,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0421.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,wedding dresses|~|veils (headcloths)|~|tulle (meshed textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Luck, Earl",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Archer, Fred R., $d 1889-1963",N,zxx,1931,"Earl Luck, deisgner at Warner Bros., was nominated for an academy award for his costumes for the movie Cavalcade (1933).|~|A different photograph of Peggy Hamilton wearing this wedding dress appears in her Los Angeles Times feature ""Fashions,"" July 12, 1931. The ""Fashions"" feature caption identifies the photographer as ""Archer.”|~|Peggy Hamilton modeling a bridal gown with a princess tunic covered with miniature rhinestones and a skirt made from thirty yards of white tulle. She wears a rose-point lace veil held close to the head with waxen California orange blossoms, surmounted by a halo of crystal beads. Orange blossoms form the bouquet and the spray on the skirt.",1 photographic negative,uclamss_1373_0421,1931,"Peggy Hamilton modeling an Earl Luck wedding dress, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: A 53,California--Burbank,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztk5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztk5/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztmp,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0422.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,broadcasters|~|Motion picture premieres $z California $z Los Angeles,copyrighted,,"Carthay Circle Theatre (Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931/1933,"The Carthay Circle Theatre was located at 6316 San Vicente Boulevard, Los Angeles. Designed in the Spanish Colonial Revival style, the theater opened in 1926 and was demolished in 1969.|~|Peggy Hamilton standing beneath a canvas awning next to a microphone conducting a radio broadcast at a motion picture premiere at the Carthay Circle Theatre. A man stands on the left  and other people a crowd of people is  gathered on either side of a walkway.",1 photographic negative,uclamss_1373_0422,[circa 1931-1933],"Peggy Hamilton conducting a radio broadcast at the Carthay Circle Theatre, Los Angeles, circa 1931-1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,,California--Los Angeles,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztmp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztmp/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bztn6,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0423.tif,,,,private,still image,Black-and-white photographs|~|group portraits|~|cellulose nitrate film,,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1930/1933,"Peggy Hamilton, on a special occasion,  holding a basket with flowers, standing with 3 men and one woman. The group stands behind a desk covered with papers.",1 photographic negative,uclamss_1373_0423,[circa 1930-1933],"Peggy Hamilton with 4 others, holding a basket of flowers on a special occasion, circa 1930-1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Weaver Jackson. Dorothy Peterson - Columbia star. N.G. negative discarded [wrong negative sleeve for this image],,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bztn6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bztn6/manifest
