Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz002b1wmj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wmj-1-master.wav,729,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349E,"Label reads: 25. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Day Two, Part One, B) Omega Center, L + P, Oct 6 1970, Day Two, Part Two (tape 349E)",,1970 Oct 7,73:03 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wn2,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wn2-1-master.wav,730,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349F,"Label reads: 25. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Day Two, Part One, B) Omega Center, L + P, Oct 6 1970, Day Two, Part Two (tape 349F)",,1970 Oct 7,73:48 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wpk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wpk-1-master.wav,731,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349G,"Label reads: 25. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Day Two, Part One, B) Omega Center, L + P, Oct 6 1970, Day Two, Part Two (tape 349G)",,1970 Oct 7,50:12 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wq3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wq3-1-master.wav,732,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349H,"Label reads: 25. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Day Two, Part One, B) Omega Center, L + P, Oct 6 1970, Day Two, Part Two (tape 349H)",,1970 Oct 7,73:29 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wrm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wrm-1-master.wav,733,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape349I,"Label reads: 25. A) Omega Center [Kansas City], L + P [Laura and Piero], Oct 6 1970, Day Two, Part One, B) Omega Center, L + P, Oct 6 1970, Day Two, Part Two (tape 349I)",,1970 Oct 7,72:32 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1ws4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1ws4-1-master.wav,734,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape350A,"Label reads: 31. A) Cumbres, First Day, 3-5 Nov 1970, L + P [Laura and Piero], B) Cumbres, First + Second Day, 3-5 Nov 1970, L + P (Tape 350A)",,1970 Nov 3-5,71:32 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wtn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wtn-1-master.wav,735,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape350B,"Label reads: 31. A) Cumbres, First Day, 3-5 Nov 1970, L + P [Laura and Piero], B) Cumbres, First + Second Day, 3-5 Nov 1970, L + P (Tape 350B)",,1970 Nov 3-5,24:41 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wv5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wv5-1-master.wav,736,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape350C,"Label reads: 31. A) Cumbres, First Day, 3-5 Nov 1970, L + P [Laura and Piero], B) Cumbres, First + Second Day, 3-5 Nov 1970, L + P (Tape 350C)",,1970Nov 3-5,73:12 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wwp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wwp-1-master.wav,737,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape350D,"Label reads: 31. A) Cumbres, First Day, 3-5 Nov 1970, L + P [Laura and Piero], B) Cumbres, First + Second Day, 3-5 Nov 1970, L + P (Tape 350D)",,1970 Nov 3-5,73:37 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wx6,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wx6-1-master.wav,738,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape350E,"Label reads: 31. A) Cumbres, First Day, 3-5 Nov 1970, L + P [Laura and Piero], B) Cumbres, First + Second Day, 3-5 Nov 1970, L + P (Tape 350E)",,1970 Nov 3-5,23:44 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1wzq,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1wzq-1-master.wav,739,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape351A,"Label reads: 32. Harvard, 14 Nov 1970, L + P [Laura and Piero], Morning Session (tape 351A)",,1970 Nov 14,73:20 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x0q,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x0q-1-master.wav,740,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape351B,"Label reads: 32. Harvard, 14 Nov 1970, L + P [Laura and Piero], Morning Session (tape 351B)",,1970 Nov 14,45:50 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x17,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x17-1-master.wav,741,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Interviews- Recording,uclamss_2009_tape352,Label reads: 16. Interview Laura/ Eliz. [Elizabeth] Grunette '68 [copy 2] (tape 352),,1968,31:11 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x2r,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x2r-1-master.wav,742,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape353A,"Label reads: 27. Toronto, 24 Oct 1970, L + P [Laura and Piero], Part One: Death and Rebirth, Part Two: shouting, Model [?] etc. (tape 353A)",,1970 Oct 24,73:07 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x38,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x38-1-master.wav,743,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape353B,"Label reads: 27. Toronto, 24 Oct 1970, L + P [Laura and Piero], Part One: Death and Rebirth, Part Two: shouting, Model [?] etc. (tape 353B)",,1970 Oct 24,73:25 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x4s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x4s-1-master.wav,744,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape353C,"Label reads: 27. Toronto, 24 Oct 1970, L + P [Laura and Piero], Part One: Death and Rebirth, Part Two: shouting, Model [?] etc. (tape 353C)",,1970 Oct 24,39:27 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x59,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x59-1-master.wav,745,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape353D,"Label reads: 27. Toronto, 24 Oct 1970, L + P [Laura and Piero], Part One: Death and Rebirth, Part Two: shouting, Model [?] etc. (tape 353D)",,1970 Oct 24,73:03 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x6t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x6t-1-master.wav,746,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape353E,"Label reads: 27. Toronto, 24 Oct 1970, L + P [Laura and Piero], Part One: Death and Rebirth, Part Two: shouting, Model [?] etc. (tape 353E)",,1970 Oct 24,73:29 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x8v,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x8v-1-master.wav,625,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape322a,Label reads: 23. Religion and Sexuality side 1-2 (seminar) followed by Religion & Sexuality lecture Alan Watts (tape 322a),,no date,47:42 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1x9c,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1x9c-1-master.wav,626,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape322b,Label reads: 23. Religion and Sexuality side 1-2 (seminar) followed by Religion and Sexuality lecture Alan Watts (continued from UCLA Tape no. 322a) (tape 322b),,no date,49:17 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xbw,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xbw-1-master.wav,627,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape323,Label reads: 24. End of Religion Sexuality lecture (one side only) (tape 323),,no date,13:38 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xcd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xcd-1-master.wav,628,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape324,"Label reads: 25. Dr. Norman V. Peale ""How to Live a Tremendous Life"" (tape 324)",,1964 Oct 25,28:46 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xdx,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xdx-1-master.wav,629,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape325,Label reads: 26. Father William McNamara Love and Freedom (tape 325),,1965 Feb 19,64:40 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xff,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xff-1-master.wav,630,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape326,"Label reads: 27. CADA Panel discussion Mary Jane Watson, Anderson, A.E. Van Vogt [reel 1, part 1?]; You Are Not the Target (tape 326)",,1963 Sep 8,69:48 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xgz,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xgz-1-master.wav,631,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape327,"Label reads 27. CADA Panel discussion Marjy Jane Watson, Anderson, A.E. Van Vogt [reel 2, part 2?]; You Are Not the Target (tape 327)",,1963 Sep 8,26:46 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xhg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xhg-1-master.wav,632,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape328,"Label reads: 28. ""To Laura, For your listening Pleasure, I hope. Reese""; Aldous Huxley, Brave New World, radio dramatization with intorduction by Aldous Huxley (tape 328)",,no date,60:30 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xj0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xj0-1-master.wav,633,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape329,"Label reads: 29. William Schutz [Schultz?] Guided Fantasy Demonstration M413-1 (mon, 3 hrs) (tape 329)",,no date,61:59 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xkh,ark:/21198/zz00253vz2,2,Completed,Work,,634,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1xkh%2Fcr12gz79,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape330|~|uclamss_2009_tape331,"Label reads: 30. John Lily 1x3 ""Cogitate [reel 1, part 1?]; [reel 2, part 2?] (tape 330 and 331)",,no date,40:43 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xm1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xm1-1-master.wav,635,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Psychedelics- Recording,uclamss_2009_tape332,Label reads: 31. Alan Watts Alchemy of LSD  (tape 332),,no date,55:12 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xnj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xnj-1-master.wav,636,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape333a,"Label reads: 32. Alan Watts, Gary Schneider, Kairos Seminar Paradise Lost [reel 1, part 1?] (tape 333a)",,1970 Jan 1,66:51 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xp2,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xp2-1-master.wav,637,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape321b,"Label reads: 32. Alan Watts, Gary Schneider, Kairos Seminar Paradise Lost [reel 1, part 1?] (continued from UCLA Tape No 333a) (tape 333b)",,1969 Dec 28|~|1970 Jan 1,70:34 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xqk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xqk-1-master.wav,638,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape333c,"Label reads: 32. Alan Watts, Gary Schneider, Kairos Seminar Paradise Lost [reel 1, part 1?] (Continued from UCLA Tape No. 333b) (tape 333c)",,1969 Dec 28|~|1970 Jan 1,73:23 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xr3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xr3-1-master.wav,639,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape333d,"Label reads: 32. Alan Watts, Gary Schneider, Kairos Seminar Paradise Lost [reel 1, part 1?] (continued from UCLA Tape No 333c) (tape 333d)",,1969 Dec 28|~|1970 Jan 1,57:08 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xt4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xt4-1-master.wav,748,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape353F,"Label reads: 27. Toronto, 24 Oct 1970, L + P [Laura and Piero], Part One: Death and Rebirth, Part Two: shouting, Model [?] etc. (tape 353F)",,1970 Oct 24,44:50 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xvn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xvn-1-master.wav,749,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape354A,"Label reads: 26. L x P [Laura and Piero], Toronto Oct 24-25, Seminar Session One: Transformation of E (tape 354A)",,1970 Oct 24-25,73:43 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xw5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xw5-1-master.wav,750,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape354B,"Label reads: 26. L x P [Laura and Piero], Toronto Oct 24-25, Seminar Session One: Transformation of E (tape 354B)",,1970 Oct 24-25,73:31 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xxp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xxp-1-master.wav,751,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape354C,"Label reads: 26. L x P [Laura and Piero], Toronto Oct 24-25, Seminar Session One: Transformation of E (tape 354C)",,1970 Oct 24-25,17:58 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xz6,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1xz6-1-master.wav,752,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355A,"Label reads: 29. A) Cleveland, 17-18 Oct 1970,  L + P [Laura and Piero], Day One, B) Cleveland, Day Two, 17-18 Oct 1970, L + P [Laura and Piero] (tape 355A)",,1970 Oct 17-18,73:40 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z06,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z06-1-master.wav,753,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355B,"Label reads: 29. A) Cleveland, 17-18 Oct 1970,  L + P [Laura and Piero], Day One, B) Cleveland, Day Two, 17-18 Oct 1970, L + P [Laura and Piero] (tape 355B)",,1970 Oct 17-18,73:35 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z1q,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z1q-1-master.wav,754,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355C,"Label reads: 29. A) Cleveland, 17-18 Oct 1970,  L + P [Laura and Piero], Day One, B) Cleveland, Day Two, 17-18 Oct 1970, L + P [Laura and Piero] (tape 355C)",,1970 Oct 17-18,13:15 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z27,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z27-1-master.wav,755,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355D,"Label reads: 29. A) Cleveland, 17-18 Oct 1970,  L + P [Laura and Piero], Day One, B) Cleveland, Day Two, 17-18 Oct 1970, L + P [Laura and Piero] (tape 355D)",,1970 Oct 17-18,73:51 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z3r,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z3r-1-master.wav,756,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355E,"Label reads: 29. A) Cleveland, 17-18 Oct 1970,  L + P [Laura and Piero], Day One, B) Cleveland, Day Two, 17-18 Oct 1970, L + P [Laura and Piero] (tape 355E)",,1970 Oct 17-18,73:40 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z48,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z48-1-master.wav,757,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355F,"Label reads: 29. A) Cleveland, 17-18 Oct 1970,  L + P [Laura and Piero], Day One, B) Cleveland, Day Two, 17-18 Oct 1970, L + P [Laura and Piero] (tape 355F)",,1970 Oct 17-18,54:11 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z5s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z5s-1-master.wav,758,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355G,"Label reads: 28. Cleveland, 19 Oct 1970, Day Two B, L + P [Laura and Piero] (tape 355G)",,1970 Oct 19,73:18 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z69,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z69-1-master.wav,759,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape355H,"Label reads: 28. Cleveland, 19 Oct 1970, Day Two B, L + P [Laura and Piero] (tape 355H)",,1970 Oct 19,38:47 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z7t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z7t-1-master.wav,760,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape366A,"Label reads: 21. Reel #1, 7075-A [Laura and Piero, Aureon Workshop Reel 1 of 3] (tape 366A)",,1970 Nov,47:56 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z8b,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z8b-1-master.wav,761,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape366B,"Label reads: 22. Reel #2, 7075-B [Laura and Piero, Aureon Workshop Reel 2 of 3] (tape 366B)",,1970 Nov,47:37 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1z9v,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1z9v-1-master.wav,762,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape366C,"Label reads: 22. Reel #2, 7075-B [Laura and Piero, Aureon Workshop Reel 2 of 3] (tape 366C)",,1970 Nov,42:06 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1zbc,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1zbc-1-master.wav,763,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape366D,"Label reads: 22. Reel #2, 7075-B [Laura and Piero, Aureon Workshop Reel 2 of 3] (tape 366D)",,1970 Nov,43:15 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1zcw,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1zcw-1-master.wav,764,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape366E,"Label reads: 23. Reel #3, 7075-C [Laura and Piero, Aureon Workshop Reel 3 of 3] (tape 366E)",,1970 Nov,49:45 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1zdd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1zdd-1-master.wav,765,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape366F,"Label reads: 23. Reel #3, 7075-C [Laura and Piero, Aureon Workshop Reel 3 of 3] (tape 366F)",,1970 Nov,39:04 min,,,,,,,,,,,,
