"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.subject","Publisher.publisherName","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","Description.note","Date.normalized","Publisher.placeOfOrigin","Title","Date.creation","Alt ID.local","Format.extent","Description.caption","AltTitle.parallel","AltTitle.other","Publisher.publisherName"
"Ethiopian Posters","21198/zz002hp72p","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_005.tif","","still image","","HelpAge International","","Action for Development","","Older people $x Services for $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","The logo and contact information of Action for Development is in the bottom.|~|Poster depicts a photograph of an elderly woman wearing bracelets and traditional clothing, including a red headscarf, a patterned green shawl, and a multicolored dress; she is holding a booklet or some papers in her hands; behind her is a wall made of stones and beams; background is dark green, with a red rectangle on the top and a cream rectangle on the bottom.","1997/2010","[Addis Ababa (Ethiopia)?]","Maanguddootaaf tajaajilli hawwaasummaafi wabii mirkanaa'uufii qaba","[between 1997 and 2010]","ucla_1922_box07_folder001_005","1 poster : col.","Produced with the support of HelpAge International","Older people should have improved access to social security & services!","",""
"Ethiopian Posters","21198/zz002hp736","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_006.tif","","still image","","","Ethiopian Peoples' Revolutionary Party","Ethiopian Students Union in Europe","","Students $x Political activity $z Europe","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts an illustration of a group of people in a boat who appear to be shouting; some are holding sickles and spear-like items as weapons; at the helm are a man in a head covering who is raising his fist and a person raising the flag of the Ethiopian Peoples' Revolutionary Party.","1976-02","","Victory to EPRP","[February, 1976?]","ucla_1922_box07_folder001_006","1 poster : col.","Ethiopian Students Union in Europe (WWFES)|~|Feb. 1976","","",""
"Ethiopian Posters","21198/zz002hp74q","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_007.tif","","still image","","","","","","Special days $z Ethiopia|~|Poverty $z Ethiopia $x Prevention|~|Non-governmental organizations $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","The portion of the title ""it's possible"" appears in the illustration on the blue curve.|~|Poster depicts an illustration of a group of human figures standing on a globe; they are holding hands and the two figures at each end are holding tools; Ethiopia is outlined on the globe and colored green, yellow, and red, with a blue curve spiraling from it.","2001-12-14","[Āwasa (Ethiopia)?]","Poverty eradication it's possible","[December 14, 2001?]","ucla_1922_box07_folder001_007","1 poster : col.","All are invited to come and see the work of NGOs! From December 14 - 16, 2001 at the Awassa Meskel Square, SNNPR.|~|Printed by Central Printing Press","","NGO Day - 2001",""
"Ethiopian Posters","21198/zz002hp757","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_008.tif","","still image","","","","","","Non-governmental organizations $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts a photograph of a girl filling a container with water from a fountain; the girl is wearing a t-shirt and a head covering; beside the girl is a clay jug and and behind her is a wooden fence, through which a field and trees are visible.","2001-12-14","[Āwasa (Ethiopia)?]","All are invited to come and see the work of NGOs!","[December 14, 2001?]","ucla_1922_box07_folder001_008","1 poster : col.","","","From December 14 - 16 2001 at the Awassa Meskel Square, SNNPR",""
"Ethiopian Posters","21198/zz002hp76r","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_009.tif","","still image","","","","Rehobot Promotion (Firm)","","Women's rights $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","AB GET Printing Press","","","","","Ethiopia","Includes the contact information of Rehobot Promotion.|~|On the right include the following sponsor logos and seals: ILO; Development Cooperation Ireland; Ministry of Trade & Industry, Women's Affairs Department; Pathfinder International Ethiopia, the David and Lucile Packard Foundation; Action Aid Ethiopia; Engender Health; DKT Ethiopia; CRDA (Christian Relief and Development Association); Norwegian Church Aid|~|Background is yellow with the logo of Rehobot Promotion as a watermark; at the right is a vertical green border that is overlapped by a horizontal blue border at the top.","1997/2010","Addis Ababa (Ethiopia)","Empower women in leadership by eliminating harmful practices!","[between 1997 and 2010?]","ucla_1922_box07_folder001_009","1 poster : col.","Special media program|~|National Steering Committee: Ministry of Women's Affairs; Women's Standing Committee in the House of Representatives of FDRE; Addis Ababa Associations; Network of Ethiopian Women's Associations, the David and Lucile Packard Foundation; UNICEF; Donors Group on Gender.|~|Organized by Rehobot Promotion|~|Media program. Radio (national radio), Tuesday March 7 from 9:30am - 11:00am, Wenesday [sic] March 8 from 9:30am - 11:00am; TV March 8, 15, 22 night program, drama, panal [sic], interview, spots, etc. Miss it not!!|~|Design & printed by AB GET Printing Press","","",""
"Ethiopian Posters","21198/zz002hp778","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_010.tif","","still image","","","","Sustainable Land Use Forum|~|EC-CSF","","","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Flamingo Printing Press","","","","","Ethiopia","Flanking the title are the logos of SLUF and the European Commission Civil Society Fund in Ethiopia.|~|Poster is a wall calendar for the Ethiopia year 2001 and includes the corresponding Gregorian dates; in the center are photographs of initiatives funded by EC-CSF that include web administration training, training of trainers (ToT) on right based approach to development, ToT on financial management and resource mobilization, ToT on advocacy and policy influencing, the procuring of servers and computers for website creation, and vetiver grass for soil and water conservation; background is light green with green spirals; at the top and bottom are green borders in varying shades; bottom border is in the shape of two overlapping semi-circles.|~|At the bottom are the following sponsor logos: ADAA; ADF; ASE; CEDACT; CPAR; EENGO; ERSHA; EENRA; FARM Africa; GPSDO; LEM; ORDA; REST; RCWD; SEDA; SNV; Sos-Sahel Ethiopia; SUNARMA; WACT; WCDO.","2008","[Ethiopia]","Land use information and database management project funded by EC-CSF in Ethiopia","[2008]","ucla_1922_box07_folder001_010","1 poster : col.","Designed and printed by Flamingo Printing Press PLC.","","",""
"Ethiopian Posters","21198/zz002hp78s","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_011.tif","","still image","","Clean and Green Addis Ababa Society|~|Sheraton Addis (Hotel)","","","","Recycling (Waste, etc.) $z Ethiopia $z Addis Ababa|~|Refuse and refuse disposal $z Ethiopia $z Addis Ababa","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts the following: a photograph of a wide street in Addis Ababa; a green chart in the shape of an inverted triangle with dark green arrows pointing downward and labeled in Amharic with the terms for ""reduce,"" ""reuse,"" ""recycle,"" and ""recover""; background is yellow, with a patterned green border.|~|At the bottom are the logos of Clean and Green Addis Ababa Society and Sheraton Addis.","1998/2010","[Addis Ababa (Ethiopia)]","Let's use the ""4Rs"" of waste - reduce-reuse-recycle-recover/disposal and keep Addis clean!","[between 1998 and 2010?]","ucla_1922_box07_folder001_011","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hp799","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder001_012.tif","","still image","","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","Elections $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Chiefly in Amharic with English title.|~|Poster depicts a circle containing a photomontage of election materials and activities, with an outline of Ethiopia and its emblem in the center; above the circle is an illustration of a dove with an olive branch in its beak placing a ballot in a ballot box with a scale attached to it, and to the left and right are illustrations of Ethiopian regional flags; the National Electoral Board of Ethiopia logo is to the left of the title, and under the title is an illustration of the Ethiopian Constitution; the background is a photograph of the sky.","2009/2010","[Addis Ababa (Ethiopia)?]","National Electoral Board of Ethiopia","[between 2009 and 2010?]","ucla_1922_box07_folder001_012","1 poster : col.","2002|~|The Constitution of the FDRE","","",""
"Ethiopian Posters","21198/zz002hp7bt","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder002_001.tif","","still image","","Pathfinder International|~|United States. $b Agency for International Development","","","","Family life education $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Lesan Printing Press","","","","","Ethiopia","At the bottom are the logos of USAID and Pathfinder International.|~|Poster depicts two photographs, one of a woman's smiling face at the top left and one of a man's smiling face at the top right; the alternate title is within a white oval and an overlapping green oval; text bubbles containing examples of competencies surround the alternate title; background is green.","2008/2010","[Ethiopia?]","We need to ...","[between 2008 and 2010?]","ucla_1922_box07_folder002_001","1 poster : col.","Design and printed by Lesan Printing Press|~|Resist peer pressure; explain and understand values; promote gender equality; learn negotiation; improve our communications and human relations; know how to lead a sexually healthy life; think critically and solve problems; develop assertiveness and self-esteem; set goals; resolve conflict; manage stress","","Life skills education to enhance competencies in RH",""
"Ethiopian Posters","21198/zz002hp7cb","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder002_002.tif","","still image","","","","","","Land tenure $z Ethiopia|~|Land reform $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Poster depicts a black-and-white photograph of men leading pairs of oxen with ploughs on a field; the background is blue.","1965/1975","[Ethiopia?]","Land to the tiller","[between 1965 and 1975?]","ucla_1922_box07_folder002_002","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hp7dv","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder002_003.tif","","still image","","","","","","","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","Ethiopia $x Politics and government","Ethiopia","Poster depicts two black-and-white photographs of soldiers: one an aerial view of a military procession that includes a marching band and flag bearers and the other a ground view of flag bearers holding international flags in the military procession; the background is green.","1965/1975","[Ethiopia?]","National campaign","[between 1965 and 1975?]","ucla_1922_box07_folder002_003","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hp7fc","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder002_004.tif","","still image","","","","","","","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","At the top are the logos of Cooperazione Internationale and the European Commission, Humanitarian Aid.","[2009-12]","Addis Ababa (Ethiopia)","Map of Moyale Woreda","December, 2009","ucla_1922_box07_folder002_004","1 map : col.","Coordinate units: D.M.S.|~|Printed in Addis Ababa, December 2009|~|Coordinate units: Projection: UTM Zone 37|~|This map has been created by Cooperazione Internationale (Coopi)as part of the implementation of the project entitled: ""Improved Effectiveness and Efficiency in Drought Preparedness and Management in Southern Ethiopia.|~|Geographic coordinate system: Adindan|~|Sources of the original data. Rural kebel borders: CSA; Woreda borders: CSA;|~|Printed by Central Printing Press|~|This document has been produced with financial assistance of ECHO. The views expressed in this publication do not necessarily reflect the view of the European Commission. All the information represented in this map (administrative boundaries, names, towns, villages, roads, etc.) is not official and is provided for reference only.","","",""
"Ethiopian Posters","21198/zz002hp7gw","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box07_folder002_005.tif","","still image","","","","Wāltā ʼinforméšen māʻekal","","Special days $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Central Printing Press","","","","","Ethiopia","Includes the logo of and contact information for Walta Information Center.|~|At the right of the title is a logo that reads ""committed to Africa's renaissance"" and ""2000"" and depicts an illustration of the African continent, with a radiating coffee bean where Ethiopia is located and the flag of Ethiopia encircling Africa; below are two laurel branches.|~|Poster depicts the celebration's vocalists and traditional dancers in a tilted rectangular photomontage; the photomontage also appears in the background; background is multicolored, with some marbling.","2008","Addis Ababa (Ethiopia)","African millennium celebration","[2008]","ucla_1922_box07_folder002_005","1 poster : col.","Designed & printed by Central Printing Press|~|Exhibition: Documentary films and photo exhibit, magazine distribution and music show by renowned African musicians|~|African Millennium Unique Program will be staged in Nigeria, Sudan, South Africa and Djibouti. (From April to June, 2008)|~|Honorary sponsors: Commercial Bank of Ethiopia, Mugher Cement Enterprise, Ethiopian Telecommunications Corporation; 1st rank sponsors: Ethiopian Electric Power Corporation, The Federal Democratic Republic of Ethiopia Ethiopian Sugar Development Agency; Other sponsors: Meta Abo Brewery S.C., Awash Wine S.C., Ambo Mineral Water Factory, Ethiopian Insurance Corporation, Harar Brewery S.C., Oromia Water Works Construction Enterprise, Maritime and Transit Services Enterprise, Oromia Water Works Design Supervision Enterprise|~|Organizer: Walta Information Center in collaboration with the Ministry of Foreign Affairs, Ministry of Information, Secretariat of the Ethiopian Millennium Festival National Council and Radio Fana.|~|Events: Panel discussion on diplomacy, trade, investment, culture, tourism and Ethiopian Millennium.","","",""
