Object Type,Item ARK,Parent ARK,File name,local ID,Title,AltTitle.translated,AltTitle.other,Creator,Contributor,Contributor.producer,volume/year,issue,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic
Work,ark:/21198/z1c26x1w,ark:/21198/z1jd6x7k,ias_meap_1976_b_0435.mp3,1312,"Sango ""Mogba""",I admit,,,Mr David Adeniji,"Institute of African Studies, University of Ibadan",,,September 1967,1967-09,yor|~|eng,sound recording,sound recording,16 mins 6 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation on Sango, talking on ""Mogba""",,"Nigeria, Southwest |~|Cultural Heritage |~|Intellectuals--Interviews"
Work,ark:/21198/z1796566,ark:/21198/z1jd6x7k,ias_meap_1976_b_0436.mp3,1313,"Sango ""Series of Talk on different Orisa's in Yoruba Land""",,,,Mr David Adeniji,"Institute of African Studies, University of Ibadan",,,September 1967,1967-09,yor|~|eng,sound recording,sound recording,32 mins 27 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation on Sango, talking on ""Series of Talk on different Orisa's in Yoruba Land""",,"Nigeria, Southwest |~|Cultural Heritage |~|Intellectuals--Interviews"
Work,ark:/21198/z13j5df1,ark:/21198/z1jd6x7k,ias_meap_1976_b_0440.mp3,1314,"Sango ""Terms used inWorship of Sango""",,,,Mr David Adeniji,"Institute of African Studies, University of Ibadan",,,September 1967,1967-09,yor|~|eng,sound recording,sound recording,32 mins 46 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanation on Sango, talking on ""Terms of worshiping Sango""",,"Nigeria, Southwest |~|Cultural Heritage |~|Intellectuals--Interviews"
Work,ark:/21198/z1zs4x06,ark:/21198/z1jd6x7k,ias_meap_1976_b_0589.mp3,1306,Egungun Festival,,,,Dr J.D. Elder,"Institute of African Studies, University of Ibadan",,1,1976,1976,yor,sound recording,sound recordings,32 mins 07 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Interview with a performer and worshipper during Egungun festival in Iwo. Interview coducted by Dr J.D. Elder.,,"Nigeria, Southwest|~|Art and Culture|~|Cultural Heritage|~|nterviews"
Work,ark:/21198/z1v145b2,ark:/21198/z1jd6x7k,ias_meap_1976_b_0590.mp3,1307,Egungun Festival,,,,Dr J.D. Elder,"Institute of African Studies, University of Ibadan",,2,1976,1976,yor,sound recording,sound recordings,31 mins 48 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Interview with a performer and worshipper during Egungun festival in Iwo. Interview coducted by Dr J.D. Elder.,,"Nigeria, Southwest|~|Art and Culture|~|Cultural Heritage|~|nterviews"
Work,ark:/21198/z1q83dp7,ark:/21198/z1jd6x7k,ias_meap_1976_b_0595.mp3,1308,Egungun Festival,,,,Dr J.D. Elder,"Institute of African Studies, University of Ibadan",,3,1976,1976,yor,sound recording,sound recordings,27 mins 16 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Interview with a performer and worshipper during Egungun festival in Iwo. Interview coducted by Dr J.D. Elder.,,"Nigeria, Southwest|~|Art and Culture|~|Cultural Heritage|~|nterviews"
Work,ark:/21198/z1km1cbs,ark:/21198/z1jd6x7k,ias_meap_1976_b_0635.mp3,2,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,July 1976,1976-07,eng,sound recording,sound recording,1hr 4mins 19secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Plenary presentation on ""The Growth of Port Harcourt"" by Dr C.N Anyanwu. Questions, comments and remarks by Dr Biggs, Dr Nduka, Dr Spiff, Prof Ikime, Dr Tamuno, Chief Ibuluye, Mr Obuoforibo etc.",,"Nigeria, Southern|~|Education|~|Field Notes|~|Conference proceedings"
Work,ark:/21198/z1fv0mkm,ark:/21198/z1jd6x7k,ias_meap_1976_b_0637.mp3,3,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,"01 hrs; 04 mins, 40 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Closing remarks by the chairman, Professor Obaro Ikime. Second plenary session chaired by Doctor Oginowo on Educational Development.",,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1b29vt6,ark:/21198/z1jd6x7k,ias_meap_1976_b_0642.mp3,4,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,"01 hrs; 04 mins, 40 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Continuation of second planery session. Dr. B. Poriggo speaks on ""Formal Education and Youth Employment in the City of Port Harcourt"". Questions, comments and remarks were taken.",,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z169941c,ark:/21198/z1jd6x7k,ias_meap_1976_b_0643.mp3,5,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,1hr 2mins 9secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Continuation of second plenary session with presentations from Mr O.A. Nduka, Mr V.O.T.Omuaru, Dr.W. Ogionwo, Mr. Wobasi, Dr. E.A.O. Nwala, Mr O.A. Nduka.",,"Nigeria, Southern|~|Education|~|Field Notes|~|Conference proceedings"
Work,ark:/21198/z12j8c9n,ark:/21198/z1jd6x7k,ias_meap_1976_b_0644.mp3,5,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,"01 hrs; 03 mins, 46 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Third plenary session chaired by E.J. Alagoa. Dr. E. A. O. Nwala speaks on ""Urban Planning Problems in Port Harcourt"". Questions, comments and remarks e.t.c",,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1xs7vx9,ark:/21198/z1jd6x7k,ias_meap_1976_b_0647.mp3,10,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,"52 mins, 42 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Fourth plenary session chaired by Professor K. Williamoon. Dr E. D. Spiff speaks on ""Agricultural Resources and potential of Port Harcourt"". Questions, comments e.t.c",,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1t17474,ark:/21198/z1jd6x7k,ias_meap_1976_b_0648.mp3,7,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,July 1976,1976-07,eng,sound recording,sound recording,1hr 4mins 25secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Third plenary session chaired by Prof E.J. Alagoa on ""Port Harcourt Population Structure"" with presentation from Dr. W. Ogionwo. Questions, comments and remarks by Dr. E.N. Onwuchekwae, Dr Nwala, Prof Ikime, etc.",,"Nigeria, Southern|~|Education|~|Field Notes|~|Conference proceedings"
Work,ark:/21198/z1pc52xq,ark:/21198/z1jd6x7k,ias_meap_1976_b_0649.mp3,12,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,1hr 4mins 13secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Continuation of fifth plenary session on ""Manpower Problems in the Rivers State"" chaired by Dr. Theo Vincent, with presentation from Dr. E.N. Onwuchekwa.",,"Nigeria, Southern|~|Education|~|Field Notes|~|Conference proceedings"
Work,ark:/21198/z1jm4b7v,ark:/21198/z1jd6x7k,ias_meap_1976_b_0653.mp3,11,Symposium on the City of Port Harcourt,,,,,"Institute of African Studies, University of Ibadan",,,1976,1976,eng,sound recording,sound recording,"01 hrs; 04 mins, 18 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Continuation of fourth plenary session chaired by Professor K. Williamoon. Fifth plenary session chaired by Dr Theo Vincent on ""Manpower problems in the Rivers State"". Speaker:- Dr E.N. Onwunchekwa. Questions, comment e.t.c.",,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1dv3kds,ark:/21198/z1jd6x7k,ias_meap_1976_b_0669.mp3,1098,Music of Devotees of Ago - Iwoye Shrine,,,,,"Institute of African Studies, University of Ibadan",,,March 1976,1976-03,yor,sound recording,sound recording,1hr 4mins 54secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Music, drumming , solo and instrumental music by the devotees of the Ago-Iwoye shrine. Accounts and description of ritual acts of the devotees.",,"Nigeria, Southwest|~|Ritual|~|Folk music festivals|~|Folk Dance Music|~|Performing arts festivals"
Work,ark:/21198/z1932tnx,ark:/21198/z1jd6x7k,ias_meap_1976_b_0671.mp3,1090,Music of Devotees of Ago - Iwoye Shrine,,,,,"Institute of African Studies, University of Ibadan",,,March 1976,1976-03,yor,sound recording,sound recording,1hr 0min 50secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Music, drumming , solo and instrumental music by the devotees of the Ago-Iwoye shrine. Accounts and description of ritual acts of the devotees.",,"Nigeria, Southwest|~|Ritual|~|Folk music festivals|~|Folk Dance Music|~|Performing arts festivals"
Work,ark:/21198/z15b22z1,ark:/21198/z1jd6x7k,ias_meap_1976_b_0673.mp3,1100,Music of Devotees of Ago - Iwoye Shrine,,,,,"Institute of African Studies, University of Ibadan",,,March 1976,1976-03,yor,sound recording,sound recording,1hr 4mins 15secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Music, drumming , solo and instrumental music by the devotees of the Ago-Iwoye shrine. Accounts and description of ritual acts of the devotees.",,"Nigeria, Southwest|~|Ritual|~|Folk music festivals|~|Folk Dance Music|~|Performing arts festivals"
Work,ark:/21198/z11k1bb2,ark:/21198/z1jd6x7k,ias_meap_1976_b_0704.mp3,1604,Iwori Ayoka,,,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,1976,1976,yor,sound recording,sound recording,"01 hrs; 01 mins, 07 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation of Odu of Ifa on Iwori Ayoka,,"Nigeria, Southwest|~|Intellectuals--Interviews|~|Recitations|~|Arts and Culture"
Work,ark:/21198/z1ww9j6n,ark:/21198/z1jd6x7k,ias_meap_1976_b_0731.mp3,1311,Sango,,,,Adeniji David,"Institute of African Studies, University of Ibadan",,,September 1976,1976-09,eng,sound recording,sound recording,32mins,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Explanation on the Sango deity.,,Nigeria|~|Intellectuals--Interviews|~|History|~|Arts and Culture
Work,ark:/21198/z1s48sj4,ark:/21198/z1jd6x7k,ias_meap_1976_b_0733.mp3,1091,Yoruba law & legal system in Ile-Ife & two other Yoruba towns,,,,Folarin Shyllon,"Institute of African Studies, University of Ibadan",,,1976,1976,yor,sound recording,sound recording,"01 hrs; 01 mins, 19 secs",,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Folarin Shyllon interviews Chief Araba Awosope, Yesufu Akanni and Chief Jimoh Omokanoyi of Ofa Tedo (Ede).",,"Nigeria, Southwest|~|Intellectuals--Interviews|~|Arts and Culture|~|Law|~|Yoruba culture|~|Yoruba Society"
Work,ark:/21198/z1nc81ts,ark:/21198/z1jd6x7k,ias_meap_1976_b_0743.mp3,1085,Ogun Prehunt Ritual,,,,,"Institute of African Studies, University of Ibadan",,1,1976,1976,yor,sound recording,sound recordings,32 mins 01 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Divination, prayer, poetry and musical performance during pre-hunt ritual at Ogun shrine, Iwo.",,"Nigeria, Southwest|~|Art and Culture|~|Cultural Heritage|~|Performing arts|~|Songs and Music"
Work,ark:/21198/z1hm7904,ark:/21198/z1jd6x7k,ias_meap_1976_b_0745.mp3,1086,Ogun Prehunt Ritual,,,,,"Institute of African Studies, University of Ibadan",,2,1976,1976,yor,sound recording,sound recordings,31 mins 54 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Divination, prayer, poetry and musical performance during pre-hunt ritual at Ogun shrine, Iwo.",,"Nigeria, Southwest|~|Art and Culture|~|Cultural Heritage|~|Performing arts|~|Songs and Music"
Work,ark:/21198/z1cv6j7z,ark:/21198/z1jd6x7k,ias_meap_1977_b_0022.mp3,,Ofin Ekedi Eyen,A Slave Was a Free Born,,,A.E. Ironbar,"Institute of African Studies, University of Ibadan",,,1977,1977,efi,sound recording,sound recordings,32 mins 28 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Perfomance at the University of Ibadan about a slave.,,
Work,ark:/21198/z1835sj0,ark:/21198/z1jd6x7k,ias_meap_1977_b_0023.mp3,,Ofin Ekedi Eyen,A Slave Was a Free Born,,,A.E. Ironbar,"Institute of African Studies, University of Ibadan",,,1977,1977,efi,sound recording,sound recordings,32 mins 34 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Perfomance at the University of Ibadan about a slave.,,
Work,ark:/21198/z14b51wj,ark:/21198/z1jd6x7k,ias_meap_1977_b_0024.mp3,1342,Ofin Ekedi Eyen,A Slave Was a Free Born,,,A.E. Ironbar,"Institute of African Studies, University of Ibadan",,,December 1977,1977-12,efi,sound recording,sound recordings,32mins 36secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Perfomance at the University of Ibadan about a slave,,Nigeria|~|Southwest|~|Opera|~|Performing arts|~|Songs and Music|~|Fiction
Work,ark:/21198/z10p30hn,ark:/21198/z1jd6x7k,ias_meap_1977_b_0026.mp3,1343,Ofin Ekedi Eyen,A Slave Was a Free Born,,,A.E. Ironbar,"Institute of African Studies, University of Ibadan",,,December 1977,1977-12,efi,sound recording,sound recordings,32mins 18secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Perfomance at the University of Ibadan about a slave.,,"Nigeria, Southwest |~|Opera |~|Performing arts|~|Songs and Music|~|Fiction"
